,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant
129,129,26,157,132,existing,697.5371697533751,129,26,157,121,existing,870.2797092141552,129,26,157,157,existing,0.0,129,28,157,131,existing,528.0389978448526,129,27,157,131,existing,528.0389978448526
130,130,26,158,132,existing,1883.2959827839397,130,26,158,121,existing,1152.0323819003524,130,26,158,93,allocated,512.9854150955492,130,28,158,131,existing,1713.7978108754173,130,27,158,131,existing,1713.7978108754173
131,131,26,159,132,existing,772.5966728093446,131,26,159,121,existing,573.2044200837003,131,26,159,9,allocated,275.0715460971607,131,28,159,131,existing,635.0134640612911,131,27,159,131,existing,635.0134640612911
132,132,26,160,132,existing,1435.193723030976,132,26,160,73,existing,194.31108755924356,132,26,160,54,allocated,75.4542408556205,132,28,160,131,existing,1555.6265236234653,132,27,160,131,existing,1555.6265236234653
133,133,26,161,132,existing,1046.709183772357,133,26,161,121,existing,195.67696115550507,133,26,161,121,allocated,195.67696115550507,133,28,161,131,existing,877.2110118638344,133,27,161,131,existing,877.2110118638344
134,134,26,162,132,existing,605.8410880152381,134,26,162,121,existing,668.4023997239725,134,26,162,9,allocated,209.20415739959577,134,28,162,131,existing,468.25787926718465,134,27,162,131,existing,468.25787926718465
135,135,26,164,132,existing,1332.3206901385836,135,26,164,73,existing,536.6601930245489,135,26,164,164,allocated,0.0,135,28,164,131,existing,1452.753490731073,135,27,164,131,existing,1452.753490731073
136,136,26,180,132,existing,202.38448311846872,136,26,180,121,existing,1040.0016618093932,136,26,180,180,allocated,0.0,136,28,180,131,existing,32.88631120994614,136,27,180,131,existing,32.88631120994614
137,137,26,183,132,existing,722.1409199385066,137,26,183,121,existing,884.5883702348033,137,26,183,183,allocated,0.0,137,28,183,131,existing,552.6427480299841,137,27,183,131,existing,552.6427480299841
138,138,26,187,132,existing,1735.3078952947885,138,26,187,121,existing,711.5752344869821,138,26,187,196,allocated,238.0215451920297,138,28,187,131,existing,1565.809723386266,138,27,187,131,existing,1565.809723386266
139,139,26,188,132,existing,1428.6302574702236,139,26,188,121,existing,430.6198132183591,139,26,188,196,allocated,175.47080800589768,139,28,188,131,existing,1259.132085561701,139,27,188,131,existing,1259.132085561701
140,140,26,189,132,existing,1388.6237268193267,140,26,189,121,existing,663.584700218778,140,26,189,189,allocated,0.0,140,28,189,131,existing,1219.125554910804,140,27,189,131,existing,1219.125554910804
141,141,26,190,132,existing,1297.5786114680602,141,26,190,73,existing,331.92619912215923,141,26,190,17,allocated,53.69341509276903,141,28,190,131,existing,1418.0114120605497,141,27,190,131,existing,1418.0114120605497
142,142,26,191,132,existing,1076.0248616440879,142,26,191,73,existing,731.0556702632091,142,26,191,191,allocated,0.0,142,28,191,131,existing,1196.4576622365773,142,27,191,131,existing,1196.4576622365773
143,143,26,192,132,existing,1128.9736181126561,143,26,192,73,existing,784.0044267317774,143,26,192,191,allocated,52.94875646856832,143,28,192,131,existing,1249.4064187051456,143,27,192,131,existing,1249.4064187051456
144,144,26,193,132,existing,1214.856944827534,144,26,193,73,existing,869.8877534466553,144,26,193,191,allocated,138.8320831834463,144,28,193,131,existing,1335.2897454200236,144,27,193,131,existing,1335.2897454200236
145,145,26,194,132,existing,2739.7073601418847,145,26,194,73,existing,1251.2986387467513,145,26,194,20,allocated,802.5689081488193,145,28,194,131,existing,2570.209188233362,145,27,194,131,existing,2570.209188233362
146,146,26,195,132,existing,822.5442457859912,146,26,195,121,existing,451.6992419532195,146,26,195,9,allocated,251.86175330692694,146,28,195,131,existing,684.9610370379377,146,27,195,131,existing,684.9610370379377
147,147,26,196,132,existing,1604.1010654761212,147,26,196,121,existing,606.0906212242568,147,26,196,196,allocated,0.0,147,28,196,131,existing,1434.6028935675986,147,27,196,131,existing,1434.6028935675986
