,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant,4_assign_from_var_id_restaurant,4_assign_to_var_id_restaurant,4_assign_from_node_id_restaurant,4_assign_to_node_id_restaurant,4_assign_type_restaurant,4_dist_restaurant,5_assign_from_var_id_restaurant,5_assign_to_var_id_restaurant,5_assign_from_node_id_restaurant,5_assign_to_node_id_restaurant,5_assign_type_restaurant,5_dist_restaurant,6_assign_from_var_id_restaurant,6_assign_to_var_id_restaurant,6_assign_from_node_id_restaurant,6_assign_to_node_id_restaurant,6_assign_type_restaurant,6_dist_restaurant,7_assign_from_var_id_restaurant,7_assign_to_var_id_restaurant,7_assign_from_node_id_restaurant,7_assign_to_node_id_restaurant,7_assign_type_restaurant,7_dist_restaurant,8_assign_from_var_id_restaurant,8_assign_to_var_id_restaurant,8_assign_from_node_id_restaurant,8_assign_to_node_id_restaurant,8_assign_type_restaurant,8_dist_restaurant,9_assign_from_var_id_restaurant,9_assign_to_var_id_restaurant,9_assign_from_node_id_restaurant,9_assign_to_node_id_restaurant,9_assign_type_restaurant,9_dist_restaurant
0,0,70,2,2,existing,0.0,0,70,2,72,existing,232.43012398005487,0,70,2,2,allocated,0.0,0,82,2,46,existing,349.32828144384195,0,86,2,122,existing,403.0051897786142,0,85,2,45,existing,447.7620992361411,0,77,2,47,existing,660.6712236859887,0,75,2,36,existing,1073.0830510230976,0,83,2,277,existing,892.6945111766628,0,78,2,301,existing,1017.6587195037475,0,79,2,301,existing,1017.6587195037475,0,76,2,67,existing,1282.5596202907184,0,84,2,36,existing,1073.0830510230976
1,1,70,3,2,existing,100.80541577472324,1,70,3,72,existing,333.23553975477813,1,70,3,2,allocated,100.80541577472324,1,82,3,46,existing,450.1336972185652,1,86,3,122,existing,503.8106055533375,1,85,3,45,existing,548.5675150108643,1,77,3,47,existing,753.8771875170139,1,75,3,36,existing,1156.503960694056,1,83,3,277,existing,976.1154208476214,1,78,3,301,existing,1118.4641352784708,1,79,3,301,existing,1118.4641352784708,1,76,3,67,existing,1383.3650360654417,1,84,3,36,existing,1156.503960694056
2,2,74,4,138,existing,478.5064119536059,2,74,4,232,existing,603.3588056629153,2,74,4,137,allocated,419.31213218267925,2,88,4,265,existing,487.5285143969925,2,87,4,140,existing,693.4967719685193,2,80,4,179,existing,727.2593190699293,2,81,4,179,existing,727.2593190699293,2,75,4,36,existing,1610.5095839245578,2,77,4,47,existing,1567.2550000975298,2,83,4,277,existing,1621.157215860138,2,84,4,36,existing,1610.5095839245578,2,82,4,46,existing,1878.5979423396766,2,85,4,45,existing,1977.0317601319757
3,3,66,5,165,existing,540.7923253280114,3,66,5,232,existing,466.46564963448077,3,66,5,227,allocated,413.47541321660367,3,88,5,265,existing,624.421670425427,3,87,5,140,existing,681.252791353123,3,81,5,179,existing,864.1524750983639,3,80,5,179,existing,864.1524750983639,3,75,5,36,existing,1747.4027399529925,3,77,5,47,existing,1704.1481561259643,3,83,5,277,existing,1758.0503718885727,3,84,5,36,existing,1747.4027399529925,3,85,5,45,existing,2113.9249161604102,3,82,5,46,existing,2015.4910983681111
4,4,70,6,2,existing,718.5442454926506,4,70,6,72,existing,597.1533602502336,4,70,6,220,allocated,495.9120405101322,4,86,6,122,existing,721.021846536192,4,76,6,67,existing,742.329476904214,4,82,6,46,existing,791.3427316842578,4,85,6,45,existing,889.7765494765572,4,84,6,36,existing,1320.1178919959814,4,77,6,47,existing,917.4911188189393,4,83,6,277,existing,1139.7293521495467,4,75,6,36,existing,1320.1178919959814,4,78,6,301,existing,1334.0108875403243,4,79,6,301,existing,1334.0108875403243
5,5,70,7,2,existing,617.6513880189577,5,70,7,72,existing,496.2605027765408,5,70,7,231,allocated,487.70043983572066,5,86,7,122,existing,666.8355685751001,5,82,7,46,existing,690.449874210565,5,77,7,47,existing,816.5982613452464,5,85,7,45,existing,788.8836920028643,5,83,7,277,existing,1038.8364946758538,5,84,7,36,existing,1219.2250345222885,5,75,7,36,existing,1219.2250345222885,5,76,7,67,existing,843.2223343779068,5,79,7,301,existing,1313.071994752772,5,78,7,301,existing,1313.071994752772
6,6,70,8,2,existing,1138.7963982798299,6,70,8,78,existing,644.9247110777076,6,70,8,107,allocated,170.01472059671556,6,76,8,67,existing,307.29748703315926,6,86,8,122,existing,893.8422311957522,6,82,8,46,existing,1193.1252936744652,6,85,8,45,existing,1122.7718592231913,6,83,8,277,existing,1574.7613420206014,6,78,8,301,existing,1222.9221038171574,6,77,8,47,existing,1352.523108689994,6,79,8,301,existing,1222.9221038171574,6,75,8,36,existing,1755.149881867036,6,84,8,36,existing,1755.149881867036
7,7,70,9,2,existing,1017.8145658162209,7,70,9,78,existing,780.6863806251918,7,70,9,107,allocated,305.7763901441999,7,76,9,67,existing,443.0591565806436,7,86,9,122,existing,848.2307204917631,7,82,9,46,existing,1090.6130520078282,7,85,9,45,existing,1077.1603485192022,7,79,9,301,existing,1358.6837733646416,7,77,9,47,existing,1216.7614391425095,7,78,9,301,existing,1358.6837733646416,7,83,9,277,existing,1438.9996724731172,7,75,9,36,existing,1619.3882123195517,7,84,9,36,existing,1619.3882123195517
8,8,70,10,2,existing,956.3269482172566,8,70,10,153,existing,86.47869783346074,8,70,10,11,allocated,114.60480753597916,8,76,10,67,existing,326.23267207346163,8,86,10,122,existing,607.4887339136527,8,79,10,301,existing,634.1355018726406,8,78,10,301,existing,634.1355018726406,8,77,10,47,existing,1246.1951219755379,8,82,10,46,existing,934.8521797333909,8,83,10,277,existing,1478.218409466212,8,85,10,45,existing,836.4183619410917,8,84,10,36,existing,1658.6069493126465,8,75,10,36,existing,1658.6069493126465
9,9,70,11,2,existing,848.8734634163898,9,70,11,153,existing,201.0835053694399,9,70,11,11,allocated,0.0,9,76,11,67,existing,440.8374796094408,9,86,11,122,existing,603.9192963323121,9,79,11,301,existing,748.7403094086199,9,78,11,301,existing,748.7403094086199,9,85,11,45,existing,832.8489243597512,9,82,11,46,existing,903.2023588110252,9,83,11,277,existing,1446.568588543846,9,77,11,47,existing,1214.545301053172,9,84,11,36,existing,1626.9571283902806,9,75,11,36,existing,1626.9571283902806
10,10,66,12,165,existing,324.5940034361905,10,66,12,232,existing,638.8957578597999,10,66,12,68,allocated,83.21435637579683,10,87,12,140,existing,465.0544694613021,10,88,12,265,existing,725.8505689719002,10,80,12,179,existing,965.5813736448371,10,81,12,179,existing,965.5813736448371,10,75,12,36,existing,1848.8316384994655,10,83,12,277,existing,1859.4792704350457,10,84,12,36,existing,1848.8316384994655,10,77,12,47,existing,1805.5770546724375,10,82,12,46,existing,2116.9199969145843,10,85,12,45,existing,2215.3538147068834
11,11,67,13,124,existing,332.93133232281883,11,67,13,232,existing,671.9666074657987,11,67,13,68,allocated,169.74950281942563,11,87,13,140,existing,551.5896159049308,11,88,13,265,existing,812.3857154155289,11,80,13,179,existing,1052.1165200884657,11,81,13,179,existing,1052.1165200884657,11,75,13,36,existing,1935.3667849430944,11,77,13,47,existing,1892.112201116066,11,84,13,36,existing,1935.3667849430944,11,83,13,277,existing,1946.0144168786746,11,82,13,46,existing,2203.455143358213,11,85,13,45,existing,2301.8889611505124
12,12,70,16,2,existing,806.3697109284138,12,70,16,72,existing,904.7601781022585,12,70,16,314,allocated,125.92732329920972,12,77,16,47,existing,778.9952418478317,12,83,16,277,existing,954.2175515744669,12,86,16,122,existing,1075.3352439008177,12,82,16,46,existing,1090.3381840899785,12,75,16,36,existing,1134.6060914209015,12,85,16,45,existing,1188.772001882278,12,81,16,179,existing,1575.4460050671134,12,84,16,36,existing,1134.6060914209015,12,76,16,67,existing,1611.50770335983,12,80,16,179,existing,1575.4460050671134
13,13,70,17,2,existing,865.8837318244127,13,70,17,72,existing,964.2741989982572,13,70,17,314,allocated,66.41330240321086,13,77,17,47,existing,838.5092627438305,13,83,17,277,existing,1013.7315724704658,13,86,17,122,existing,1134.8492647968164,13,82,17,46,existing,1149.8522049859773,13,84,17,36,existing,1194.1201123169003,13,81,17,179,existing,1634.9600259631122,13,85,17,45,existing,1248.2860227782767,13,75,17,36,existing,1194.1201123169003,13,76,17,67,existing,1671.021724255829,13,80,17,179,existing,1634.9600259631122
14,14,70,18,2,existing,360.7055062128937,14,70,18,72,existing,459.09597338673825,14,70,18,106,allocated,319.9700280864223,14,77,18,47,existing,493.97709707884354,14,86,18,122,existing,629.6710391852976,14,83,18,277,existing,716.2153304094511,14,82,18,46,existing,649.0069690578887,14,75,18,36,existing,896.6038702558857,14,85,18,45,existing,747.4407868501878,14,84,18,36,existing,896.6038702558857,14,76,18,67,existing,1182.0913098243586,14,79,18,301,existing,1275.9074653629696,14,78,18,301,existing,1275.9074653629696
15,15,67,19,124,existing,859.9535175701914,15,67,19,232,existing,646.4088231509334,15,67,19,227,allocated,808.9000001370721,15,87,19,140,existing,1310.9456115651792,15,88,19,265,existing,1566.2865743626103,15,81,19,179,existing,1806.0173790355473,15,80,19,179,existing,1806.0173790355473,15,77,19,47,existing,2646.0130600631473,15,84,19,36,existing,2689.267643890176,15,75,19,36,existing,2689.267643890176,15,83,19,277,existing,2699.915275825756,15,82,19,46,existing,2957.356002305294,15,85,19,45,existing,3055.7898200975937
16,16,67,20,124,existing,833.4118054778586,16,67,20,232,existing,672.9505352432661,16,67,20,124,allocated,833.4118054778586,16,87,20,140,existing,1337.487323657512,16,88,20,265,existing,1592.828286454943,16,80,20,179,existing,1832.55909112788,16,81,20,179,existing,1832.55909112788,16,75,20,36,existing,2715.8093559825084,16,83,20,277,existing,2726.456987918089,16,84,20,36,existing,2715.8093559825084,16,77,20,47,existing,2672.5547721554804,16,82,20,46,existing,2983.897714397627,16,85,20,45,existing,3082.3315321899263
17,17,67,21,124,existing,599.7588264092847,17,67,21,232,existing,315.95224599790015,17,67,21,227,allocated,478.4434229840389,17,87,21,140,existing,980.4890344121461,17,88,21,265,existing,1235.8299972095772,17,81,21,179,existing,1475.5608018825142,17,80,21,179,existing,1475.5608018825142,17,77,21,47,existing,2315.556482910114,17,83,21,277,existing,2369.4586986727227,17,84,21,36,existing,2358.8110667371425,17,75,21,36,existing,2358.8110667371425,17,82,21,46,existing,2626.899425152261,17,85,21,45,existing,2725.3332429445604
18,18,67,22,124,existing,375.3773876332318,18,67,22,232,existing,85.50478442411537,18,67,22,227,allocated,247.99596141025413,18,87,22,140,existing,750.0415728383614,18,88,22,265,existing,1005.3825356357925,18,80,22,179,existing,1245.1133403087292,18,81,22,179,existing,1245.1133403087292,18,77,22,47,existing,2085.1090213363295,18,84,22,36,existing,2128.363605163358,18,83,22,277,existing,2139.011237098938,18,75,22,36,existing,2128.363605163358,18,85,22,45,existing,2494.885781370776,18,82,22,46,existing,2396.4519635784764
19,19,70,23,2,existing,878.1269525325852,19,70,23,153,existing,409.4955145089765,19,70,23,220,allocated,81.8594336878531,19,86,23,122,existing,633.1727854485076,19,76,23,67,existing,649.2494887489773,19,82,23,46,existing,932.4558479272206,19,85,23,45,existing,862.1024134759466,19,83,23,277,existing,1475.8220776600415,19,78,23,301,existing,957.1523185481564,19,79,23,301,existing,957.1523185481564,19,77,23,47,existing,1243.7987901693673,19,75,23,36,existing,1656.210617506476,19,84,23,36,existing,1656.210617506476
