nia_id,nia_name,k_grocery,k_restaurant,k_school,k_healthcare,obj,dist_obj_grocery,dist_obj_restaurant,dist_obj_school,dist_obj_healthcare,solving_time,num_res,num_parking,num_cur_grocery,num_cur_restaurant,num_cur_school,num_cur_healthcare,model_status
28,Rustic,3,3,3,3,70.04067110575402,568.5286832283649,"[474.96242046251604, 834.1249018572349, 1231.7688681860466, 1528.4410890184854, 1737.711168876337, 2000.0, 2000.0, 2000.0, 2000.0, 2000.0]",481.70013669422866,534.6327158625761,0.9888110160827637,148,26,1,2,3,1,
