nia_id,nia_name,k_grocery,k_restaurant,k_school,k_healthcare,obj,dist_obj_grocery,dist_obj_restaurant,dist_obj_school,dist_obj_healthcare,solving_time,num_res,num_parking,num_cur_grocery,num_cur_restaurant,num_cur_school,num_cur_healthcare,model_status
27,York University Heights,3,3,3,3,71.25376803823013,526.9854198286444,"[576.6275191810486, 849.9488547405309, 1038.2883657096777, 1143.1094960108567, 1225.3022825244618, 1299.4755193808503, 1369.3545510271258, 1492.9846242552435, 1571.5971615598821, 1695.827916538082]",412.4735000931144,670.7542968338603,116.10296392440796,407,200,26,43,10,14,
