nia_id,nia_name,k_grocery,k_restaurant,k_school,k_healthcare,obj,dist_obj_grocery,dist_obj_restaurant,dist_obj_school,dist_obj_healthcare,solving_time,num_res,num_parking,num_cur_grocery,num_cur_restaurant,num_cur_school,num_cur_healthcare,model_status
154,Oakdale-Beverley Heights,0,0,0,0,74.28072600431693,651.6573148235082,908.6957274187778,478.37748350165174,960.8528476031503,1.7300000190734863,320,82,19,12,8,10,2
