,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant,4_assign_from_var_id_restaurant,4_assign_to_var_id_restaurant,4_assign_from_node_id_restaurant,4_assign_to_node_id_restaurant,4_assign_type_restaurant,4_dist_restaurant,5_assign_from_var_id_restaurant,5_assign_to_var_id_restaurant,5_assign_from_node_id_restaurant,5_assign_to_node_id_restaurant,5_assign_type_restaurant,5_dist_restaurant,6_assign_from_var_id_restaurant,6_assign_to_var_id_restaurant,6_assign_from_node_id_restaurant,6_assign_to_node_id_restaurant,6_assign_type_restaurant,6_dist_restaurant,7_assign_from_var_id_restaurant,7_assign_to_var_id_restaurant,7_assign_from_node_id_restaurant,7_assign_to_node_id_restaurant,7_assign_type_restaurant,7_dist_restaurant,8_assign_from_var_id_restaurant,8_assign_to_var_id_restaurant,8_assign_from_node_id_restaurant,8_assign_to_node_id_restaurant,8_assign_type_restaurant,8_dist_restaurant,9_assign_from_var_id_restaurant,9_assign_to_var_id_restaurant,9_assign_from_node_id_restaurant,9_assign_to_node_id_restaurant,9_assign_type_restaurant,9_dist_restaurant
50,50,55,119,75,existing,159.21208704423896,50,55,119,432,allocated,267.23333686913395,50,75,119,117,existing,173.64293557032252,50,74,119,432,existing,267.23333686913395,50,23,119,237,allocated,331.4879115996629,50,71,119,277,existing,311.92706379813103,50,72,119,348,existing,423.0138779281797,50,73,119,116,existing,356.85666179125417,50,24,119,238,allocated,380.53711514612655,50,16,119,192,allocated,636.2600438749294,50,76,119,357,existing,2112.729568433584,50,70,119,448,existing,1515.272801162946
51,51,57,121,277,existing,245.4595094152733,51,57,121,191,existing,307.9093198715784,51,23,121,237,allocated,161.7773412102408,51,24,121,238,allocated,210.82654475670446,51,71,121,277,existing,245.4595094152733,51,75,121,117,existing,299.9250683931326,51,73,121,116,existing,483.1387946140642,51,16,121,192,allocated,466.54947348550735,51,72,121,348,existing,491.0196376008663,51,74,121,432,existing,443.66261251128265,51,70,121,448,existing,1345.5622307735239,51,76,121,357,existing,1943.018998044162
52,52,55,122,75,existing,155.30496952217234,52,55,122,191,existing,163.1028336945892,52,23,122,237,allocated,16.970855033251585,52,24,122,238,allocated,66.02005857971527,52,16,122,192,allocated,321.7429873085181,52,71,122,277,existing,390.26599559226247,52,72,122,348,existing,635.8261237778555,52,74,122,432,existing,581.7503934355452,52,73,122,116,existing,627.9452807910534,52,75,122,117,existing,444.73155457012183,52,70,122,448,existing,1200.7557445965347,52,76,122,357,existing,1798.212511867173
53,53,55,123,75,existing,99.3883999821999,53,55,123,432,allocated,327.05702393117303,53,75,123,117,existing,233.46662263236158,53,23,123,237,allocated,271.66422453762385,53,24,123,238,allocated,320.7134280840875,53,74,123,432,existing,327.05702393117303,53,72,123,348,existing,482.8375649902187,53,71,123,277,existing,371.75075086017006,53,73,123,116,existing,416.68034885329325,53,16,123,192,allocated,576.4363568128904,53,76,123,357,existing,2052.905881371545,53,70,123,448,existing,1455.449114100907
54,54,30,124,284,allocated,378.231392414502,54,30,124,140,existing,159.86807225412025,54,16,124,192,allocated,392.6711354181755,54,70,124,448,existing,597.0915307967551,54,24,124,238,allocated,648.3940641469784,54,23,124,237,allocated,697.4432676934421,54,71,124,277,existing,1096.2059012827303,54,74,124,432,existing,1287.690299126013,54,76,124,357,existing,1185.7765335033855,54,75,124,117,existing,1150.6714602605896,54,73,124,116,existing,1333.8851864815213,54,72,124,348,existing,1300.4590362137942
55,55,30,125,284,allocated,338.74404956636056,55,30,125,140,existing,120.38072940597878,55,16,125,192,allocated,432.158478266317,55,70,125,448,existing,585.0820481460338,55,24,125,238,allocated,687.8814069951198,55,23,125,237,allocated,736.9306105415835,55,74,125,432,existing,1327.1776419741545,55,71,125,277,existing,1135.6932441308718,55,75,125,117,existing,1190.158803108731,55,76,125,357,existing,1157.8229084346756,55,72,125,348,existing,1339.9463790619357,55,73,125,116,existing,1373.3725293296627
56,56,59,127,348,existing,429.77924330695186,56,59,127,432,allocated,651.9719930755394,56,72,127,348,existing,429.77924330695186,56,73,127,116,existing,556.8428669365859,56,71,127,277,existing,675.3393714925448,56,74,127,432,existing,651.9719930755394,56,23,127,237,allocated,1082.576222118059,56,75,127,117,existing,679.150185664809,56,16,127,192,allocated,1366.8955398128849,56,24,127,238,allocated,1131.6254256645227,56,70,127,448,existing,2233.825882990821,56,76,127,357,existing,2478.362975011214
57,57,55,128,75,existing,279.1638877271697,57,55,128,191,existing,286.9617518995866,57,23,128,237,allocated,140.82977323824898,57,24,128,238,allocated,189.87897678471265,57,16,128,192,allocated,270.773231140797,57,71,128,277,existing,514.1249137972599,57,75,128,117,existing,559.0670654073515,57,74,128,432,existing,702.8046095255016,57,73,128,116,existing,742.2807916282832,57,72,128,348,existing,666.343065365136,57,70,128,448,existing,1137.703574318733,57,76,128,357,existing,1726.3885770253632
58,58,50,129,226,existing,105.41365745697223,58,50,129,456,existing,246.88388991409073,58,70,129,448,existing,324.7824448736965,58,16,129,192,allocated,734.4269587885069,58,76,129,357,existing,905.9511023029879,58,24,129,238,allocated,990.1498875173097,58,71,129,277,existing,1446.4359416892876,58,23,129,237,allocated,1039.1990910637735,58,69,129,316,existing,1151.0651054429227,58,75,129,117,existing,1500.9015006671468,58,77,129,314,existing,1653.8823526925244,58,74,129,432,existing,1637.9203395325703
59,59,54,131,448,existing,286.9128022101476,59,54,131,175,allocated,58.35859375246049,59,70,131,448,existing,286.9128022101476,59,76,131,357,existing,710.43886031711,59,69,131,316,existing,955.5528634570446,59,16,131,192,allocated,774.582228156285,59,77,131,314,existing,1458.3701107066463,59,71,131,277,existing,1486.5912110570657,59,24,131,238,allocated,1030.3051568850879,59,23,131,237,allocated,1079.3543604315516,59,66,131,374,existing,1656.2688553823273,59,75,131,117,existing,1541.0567700349252
60,60,30,132,284,allocated,414.16212737678273,60,30,132,140,existing,195.798807216401,60,16,132,192,allocated,227.10648783975785,60,24,132,238,allocated,482.8294165685607,60,23,132,237,allocated,531.8786201150244,60,70,132,448,existing,651.9062694482589,60,74,132,432,existing,1130.5998685838213,60,71,132,277,existing,939.1154707405385,60,75,132,117,existing,993.5810297183978,60,72,132,348,existing,1164.2227843456908,60,76,132,357,existing,1257.837253755123,60,73,132,116,existing,1176.7947559393294
61,61,50,133,226,existing,435.86798421057426,61,50,133,456,existing,187.2244619462599,61,16,133,192,allocated,300.3186069281562,61,24,133,238,allocated,556.0415356569591,61,70,133,448,existing,578.6941503598605,61,23,133,237,allocated,605.0907392034228,61,74,133,432,existing,1203.8119876722196,61,75,133,117,existing,1066.7931488067961,61,71,133,277,existing,1012.3275898289369,61,76,133,357,existing,1184.6251346667245,61,73,133,116,existing,1250.0068750277278,61,72,133,348,existing,1237.4349034340894
62,62,15,134,191,allocated,250.01564669457977,62,15,134,191,existing,250.01564669457977,62,23,134,237,allocated,390.304918576619,62,24,134,238,allocated,439.3541221230827,62,16,134,192,allocated,474.4537221013145,62,71,134,277,existing,795.3435257637834,62,74,134,432,existing,937.5192801228003,62,73,134,116,existing,1027.1426050449204,62,75,134,117,existing,843.9288788239888,62,72,134,348,existing,1040.9036539493763,62,70,134,448,existing,1108.9420551371495,62,76,134,357,existing,1734.2583007721353
63,63,30,136,284,allocated,213.70753534516214,63,30,136,140,existing,432.0708555055439,63,16,136,192,allocated,292.49191291573294,63,24,136,238,allocated,457.0646739891195,63,70,136,448,existing,810.5498496880492,63,23,136,237,allocated,506.1138775355832,63,72,136,348,existing,1105.815893716791,63,74,136,432,existing,1093.0471566290098,63,75,136,117,existing,956.0283177635864,63,71,136,277,existing,901.5627587857272,63,73,136,116,existing,1139.2420439845182,63,76,136,357,existing,1383.290709976691
64,64,30,137,284,allocated,157.18936708826297,64,30,137,140,existing,375.5526872486447,64,16,137,192,allocated,349.0100811726321,64,24,137,238,allocated,513.5828422460187,64,70,137,448,existing,754.03168143115,64,23,137,237,allocated,562.6320457924824,64,72,137,348,existing,1112.2832527776445,64,75,137,117,existing,1005.00725281986,64,71,137,277,existing,958.0809270426264,64,74,137,432,existing,1148.74479693801,64,76,137,357,existing,1326.772541719792,64,73,137,116,existing,1188.2209790407917
65,65,20,138,223,allocated,337.2041557123084,65,20,138,223,existing,337.2041557123084,65,23,138,237,allocated,758.3106821802764,65,24,138,238,allocated,807.3598857267402,65,75,138,117,existing,1091.625341602708,65,16,138,192,allocated,1063.082814455543,65,72,138,348,existing,1340.996283960565,65,74,138,432,existing,1141.774884476766,65,73,138,116,existing,1231.6432566374774,65,71,138,277,existing,1135.756568582263,65,76,138,357,existing,2543.7030848571735,65,70,138,448,existing,1942.0955717435597
66,66,20,139,223,allocated,414.37165784382336,66,20,139,223,existing,414.37165784382336,66,23,139,237,allocated,774.6800059586064,66,24,139,238,allocated,823.72920950507,66,75,139,117,existing,1107.994665381038,66,16,139,192,allocated,1079.452138233873,66,74,139,432,existing,1158.1442082550957,66,71,139,277,existing,1152.125892360593,66,73,139,116,existing,1248.0125804158072,66,72,139,348,existing,1357.365607738895,66,76,139,357,existing,2560.072408635503,66,70,139,448,existing,1958.4648955218897
67,67,55,141,75,existing,631.6054112183713,67,55,141,191,existing,715.0724551493133,67,23,141,237,allocated,568.9404764879756,67,24,141,238,allocated,617.9896800344393,67,75,141,117,existing,677.5696178634303,67,74,141,432,existing,729.1988209484233,67,73,141,116,existing,819.0671931091347,67,72,141,348,existing,926.9405602212873,67,16,141,192,allocated,873.7126087632423,67,71,141,277,existing,815.8537460912387,67,76,141,357,existing,2354.332879164873,67,70,141,448,existing,1752.7253660512588
68,68,55,142,75,existing,621.5059568362701,68,55,142,191,existing,704.9730007672122,68,23,142,237,allocated,558.8410221058745,68,24,142,238,allocated,607.8902256523381,68,75,142,117,existing,667.4701634813291,68,74,142,432,existing,739.2982753305245,68,73,142,116,existing,829.1666474912358,68,16,142,192,allocated,863.6131543811412,68,72,142,348,existing,916.8411058391862,68,71,142,277,existing,805.7542917091375,68,76,142,357,existing,2344.233424782771,68,70,142,448,existing,1742.6259116691576
69,69,54,143,448,existing,216.36017603775255,69,54,143,175,allocated,387.82252614574975,69,70,143,448,existing,216.36017603775255,69,76,143,357,existing,555.0550202531316,69,16,143,192,allocated,995.0922329287046,69,69,143,316,existing,800.1690233930663,69,77,143,314,existing,1302.986270642668,69,23,143,237,allocated,1299.864365203971,69,66,143,374,existing,1500.885015318349,69,24,143,238,allocated,1250.8151616575071,69,68,143,203,existing,1504.4702649071774,69,67,143,146,existing,1528.2980828739128
70,70,54,144,448,existing,303.40022220240803,70,54,144,175,allocated,300.7824799810943,70,70,144,448,existing,303.40022220240803,70,76,144,357,existing,468.0149740884761,70,69,144,316,existing,713.1289772284108,70,16,144,192,allocated,1017.0061143849189,70,23,144,237,allocated,1321.7782466601852,70,66,144,374,existing,1413.8449691536935,70,77,144,314,existing,1215.9462244780125,70,24,144,238,allocated,1272.7290431137214,70,67,144,146,existing,1441.2580367092573,70,68,144,203,existing,1417.430218742522
71,71,57,147,277,existing,228.8101968680465,71,57,147,432,allocated,376.3585551584608,71,71,147,277,existing,228.8101968680465,71,75,147,117,existing,232.62101104031063,71,72,147,348,existing,339.89701099809514,71,74,147,432,existing,376.3585551584608,71,16,147,192,allocated,781.1274372123933,71,23,147,237,allocated,636.0470474935605,71,24,147,238,allocated,685.0962510400243,71,73,147,116,existing,415.83473726124225,71,76,147,357,existing,2236.7427830969596,71,70,147,448,existing,1648.0577803903293
72,72,57,148,277,existing,478.02266780959474,72,57,148,191,existing,534.7935779233351,72,23,148,237,allocated,388.6615992619975,72,24,148,238,allocated,437.71080280846115,72,75,148,117,existing,481.8334819818589,72,71,148,277,existing,478.02266780959474,72,74,148,432,existing,625.571026100009,72,16,148,192,allocated,518.6050571645454,72,73,148,116,existing,665.0472082027904,72,72,148,348,existing,589.1094819396434,72,70,148,448,existing,1385.5354003424814,72,76,148,357,existing,1974.2204030491116
73,73,65,149,317,existing,637.7422179701132,73,65,149,317,allocated,637.7422179701132,73,73,149,116,existing,621.5545934591541,73,74,149,432,existing,659.303248572645,73,75,149,117,existing,803.0407926907951,73,72,149,348,existing,748.6182170887881,73,24,149,238,allocated,1201.516444912971,73,71,149,277,existing,941.3249209186035,73,16,149,192,allocated,1457.2393736417741,73,23,149,237,allocated,1152.4672413665073,73,76,149,357,existing,2797.20194879305,73,70,149,448,existing,2336.252130929791
74,74,61,150,432,existing,467.94042105771666,74,61,150,432,allocated,467.94042105771666,74,73,150,116,existing,430.19176594422584,74,74,150,432,existing,467.94042105771666,74,72,150,348,existing,557.2553895738598,74,75,150,117,existing,611.6779651758668,74,24,150,238,allocated,1010.1536173980428,74,16,150,192,allocated,1265.8765461268456,74,71,150,277,existing,749.9620934036752,74,23,150,237,allocated,961.104413851579,74,76,150,357,existing,2605.8391212781225,74,70,150,448,existing,2144.8893034148623
75,75,65,154,317,existing,564.6778831408741,75,65,154,317,allocated,564.6778831408741,75,73,154,116,existing,694.6189282883934,75,74,154,432,existing,732.3675834018841,75,75,154,117,existing,876.1051275200342,75,72,154,348,existing,821.6825519180273,75,16,154,192,allocated,1530.3037084710134,75,23,154,237,allocated,1225.5315761957465,75,71,154,277,existing,1014.3892557478428,75,24,154,238,allocated,1274.5807797422103,75,70,154,448,existing,2409.31646575903,75,76,154,357,existing,2870.26628362229
76,76,65,155,317,existing,476.6278748908047,76,65,155,317,allocated,476.6278748908047,76,73,155,116,existing,623.2640618890093,76,74,155,432,existing,669.2133316248357,76,75,155,117,existing,806.4777881099409,76,72,155,348,existing,750.3276855186433,76,71,155,277,existing,944.7619163377494,76,23,155,237,allocated,1267.9345800936326,76,24,155,238,allocated,1316.9837836400961,76,16,155,192,allocated,1572.7067123688992,76,76,155,357,existing,2798.9114172229056,76,70,155,448,existing,2451.719469656916
77,77,20,156,223,allocated,380.9033348473325,77,20,156,223,existing,380.9033348473325,77,74,156,432,existing,511.1415238151011,77,73,156,116,existing,601.0098959758125,77,72,156,348,existing,728.0735196054464,77,75,156,117,existing,654.8790679332512,77,71,156,277,existing,793.1631961610597,77,24,156,238,allocated,1048.983975859042,77,23,156,237,allocated,999.9347723125782,77,16,156,192,allocated,1304.706904587845,77,76,156,357,existing,2776.657251309709,77,70,156,448,existing,2183.7196618758617
78,78,51,157,432,existing,355.9041675472955,78,51,157,432,allocated,355.9041675472955,78,74,157,432,existing,355.9041675472955,78,73,157,116,existing,445.7725397080069,78,72,157,348,existing,572.8361633376409,78,75,157,117,existing,499.64171166544565,78,24,157,238,allocated,898.1173638876217,78,16,157,192,allocated,1153.8402926164244,78,71,157,277,existing,637.9258398932541,78,23,157,237,allocated,849.0681603411579,78,70,157,448,existing,2032.8530499044411,78,76,157,357,existing,2621.419895041903
79,79,57,160,277,existing,219.07720296780818,79,57,160,432,allocated,366.62556125822243,79,71,160,277,existing,219.07720296780818,79,75,160,117,existing,222.8880171400723,79,72,160,348,existing,330.1640170978568,79,74,160,432,existing,366.62556125822243,79,73,160,116,existing,406.1017433610039,79,16,160,192,allocated,790.8604311126315,79,23,160,237,allocated,626.3140535933222,79,24,160,238,allocated,675.3632571397859,79,70,160,448,existing,1657.7907742905677,79,76,160,357,existing,2246.475776997198
80,80,55,163,75,existing,240.93743269908174,80,55,163,191,existing,328.5552224729994,80,23,163,237,allocated,182.42324381166176,80,24,163,238,allocated,231.47244735812544,80,75,163,117,existing,511.58715739111767,80,16,163,192,allocated,487.1953760869283,80,71,163,277,existing,555.7183843706727,80,72,163,348,existing,760.9580997489747,80,73,163,116,existing,694.8008836120493,80,74,163,432,existing,605.1775586899291,80,70,163,448,existing,1366.208133374945,80,76,163,357,existing,1963.664900645583
81,81,65,171,317,existing,347.1564439687124,81,65,171,317,allocated,347.1564439687124,81,73,171,116,existing,506.39399996530955,81,72,171,348,existing,600.6309988380432,81,75,171,117,existing,689.6077261862412,81,74,171,432,existing,601.5231261042632,81,24,171,238,allocated,1200.3593393360782,81,16,171,192,allocated,1456.0822680648812,81,23,171,237,allocated,1151.3101357896146,81,71,171,277,existing,827.8918544140497,81,76,171,357,existing,2649.2147305423055,81,70,171,448,existing,2335.0950253528977
82,82,55,172,75,existing,536.9206872401319,82,55,172,191,existing,620.3877311710737,82,23,172,237,allocated,474.2557525097361,82,24,172,238,allocated,523.3049560561998,82,74,172,432,existing,676.4752951840021,82,75,172,117,existing,582.8848938851908,82,72,172,348,existing,832.2558362430478,82,73,172,116,existing,766.0986201061223,82,16,172,192,allocated,779.0278847850027,82,71,172,277,existing,721.1690221129992,82,70,172,448,existing,1658.0406420730192,82,76,172,357,existing,2259.648155186633
83,83,15,174,191,allocated,196.75189379352472,83,15,174,191,existing,196.75189379352472,83,23,174,237,allocated,342.88387245486234,83,24,174,238,allocated,391.933076001326,83,16,174,192,allocated,421.18996920025944,83,71,174,277,existing,750.1207230803764,83,70,174,448,existing,891.9045610719461,83,74,174,432,existing,941.6051209236591,83,73,174,116,existing,987.8000082791673,83,75,174,117,existing,804.5862820582356,83,72,174,348,existing,995.6808512659695,83,76,174,357,existing,1517.220806706932
84,84,54,175,448,existing,345.27139596260815,84,54,175,175,allocated,0.0,84,70,175,448,existing,345.27139596260815,84,76,175,357,existing,750.099437013522,84,69,175,316,existing,995.2134401534566,84,16,175,192,allocated,815.9351949224911,84,71,175,277,existing,1519.469960787046,84,77,175,314,existing,1498.0306874030584,84,24,175,238,allocated,1071.6581236512939,84,23,175,237,allocated,1120.7073271977576,84,75,175,117,existing,1573.9355197649052,84,66,175,374,existing,1695.9294320787394
85,85,54,176,448,existing,402.2405620477101,85,54,176,175,allocated,56.96916608510195,85,70,176,448,existing,402.2405620477101,85,76,176,357,existing,807.0686030986238,85,69,176,316,existing,1052.1826062385585,85,16,176,192,allocated,872.904361007593,85,77,176,314,existing,1554.9998534881602,85,24,176,238,allocated,1118.8965559035782,85,23,176,237,allocated,1167.945759450042,85,71,176,277,existing,1563.394640700186,85,72,176,348,existing,1717.5969664352042,85,75,176,117,existing,1610.3209664774195
86,86,30,177,284,allocated,245.61934870617003,86,30,177,140,existing,463.98266886655176,86,16,177,192,allocated,379.26535787907693,86,24,177,238,allocated,543.8381189524634,86,70,177,448,existing,842.461663049057,86,23,177,237,allocated,592.8873224989272,86,74,177,432,existing,1060.314815320103,86,72,177,348,existing,1023.8532711597375,86,75,177,117,existing,916.577271201953,86,71,177,277,existing,912.7664570296888,86,76,177,357,existing,1415.202523337699,86,73,177,116,existing,1099.7909974228846
87,87,55,178,75,existing,363.55761268718,87,55,178,432,allocated,484.965318506587,87,75,178,117,existing,391.3749172077755,87,23,178,237,allocated,443.26049795174094,87,74,178,432,existing,484.965318506587,87,24,178,238,allocated,492.3097014982046,87,73,178,116,existing,574.5886434287072,87,71,178,277,existing,529.659045435584,87,72,178,348,existing,640.7458595656326,87,16,178,192,allocated,748.0326302270075,87,70,178,448,existing,1627.0453875150242,87,76,178,357,existing,2228.652900628638
88,88,50,190,226,existing,435.39512640715964,88,50,190,456,existing,186.75160414284534,88,16,190,192,allocated,318.03744633180446,88,24,190,238,allocated,573.7603750606073,88,70,190,448,existing,578.2212925564459,88,23,190,237,allocated,622.809578607071,88,75,190,117,existing,1076.0377711742185,88,74,190,432,existing,1213.056610039642,88,71,190,277,existing,1021.5722121963593,88,76,190,357,existing,1166.9062952630763,88,72,190,348,existing,1225.8253471274231,88,73,190,116,existing,1259.2514973951502
89,89,15,191,191,allocated,0.0,89,15,191,191,existing,0.0,89,23,191,237,allocated,146.13197866133763,89,24,191,238,allocated,195.1811822078013,89,71,191,277,existing,553.3688292868517,89,16,191,192,allocated,224.4380754067347,89,74,191,432,existing,744.8532271301344,89,75,191,117,existing,607.8343882647109,89,73,191,116,existing,791.0481144856426,89,72,191,348,existing,798.9289574724447,89,76,191,357,existing,1709.3818170016154,89,70,191,448,existing,1088.656454865471
90,90,15,192,191,allocated,224.4380754067347,90,15,192,191,existing,224.4380754067347,90,16,192,192,allocated,0.0,90,24,192,238,allocated,255.72292872880286,90,71,192,277,existing,712.0089829007807,90,23,192,237,allocated,304.77213227526653,90,72,192,348,existing,937.116296505933,90,74,192,432,existing,903.4933807440634,90,75,192,117,existing,766.4745418786399,90,70,192,448,existing,879.0127572880167,90,76,192,357,existing,1484.9437415948807,90,73,192,116,existing,949.6882680995716
91,91,59,196,348,existing,503.9775753412823,91,59,196,317,allocated,519.233808559716,91,72,196,348,existing,503.9775753412823,91,73,196,116,existing,631.0411989709163,91,71,196,277,existing,749.5377035268754,91,74,196,432,existing,726.17032510987,91,16,196,192,allocated,1441.0938718472153,91,23,196,237,allocated,1156.7745541523896,91,75,196,117,existing,753.3485176991394,91,24,196,238,allocated,1205.8237576988531,91,70,196,448,existing,2308.0242150251515,91,76,196,357,existing,2552.5613070455447
92,92,55,198,75,existing,123.180563271273,92,55,198,191,existing,441.5883664880346,92,23,198,237,allocated,295.4563878266969,92,24,198,238,allocated,344.5055913731606,92,75,198,117,existing,393.83028796330893,92,74,198,432,existing,487.4206892621204,92,71,198,277,existing,532.1144161911175,92,73,198,116,existing,577.0440141842406,92,72,198,348,existing,643.2012303211661,92,16,198,192,allocated,600.2285201019633,92,70,198,448,existing,1479.24127738998,92,76,198,357,existing,2076.698044660618
93,93,62,200,432,existing,118.51573883043316,93,62,200,432,allocated,118.51573883043316,93,74,200,432,existing,118.51573883043316,93,73,200,116,existing,208.38411099114452,93,75,200,117,existing,262.25328294858326,93,72,200,348,existing,335.44773462077853,93,24,200,238,allocated,754.0734273825702,93,71,200,277,existing,400.5374111763918,93,23,200,237,allocated,705.0242238361066,93,16,200,192,allocated,1009.7963561113731,93,70,200,448,existing,1888.8091133993898,93,76,200,357,existing,2384.031466325041
94,94,20,201,223,allocated,282.24464330972665,94,20,201,223,existing,282.24464330972665,94,74,201,432,existing,609.8002153527069,94,73,201,116,existing,699.6685875134183,94,72,201,348,existing,826.7322111430523,94,75,201,117,existing,753.537759470857,94,23,201,237,allocated,1098.593463850184,94,71,201,277,existing,891.8218876986655,94,16,201,192,allocated,1403.3655961254506,94,24,201,238,allocated,1147.6426673966478,94,76,201,357,existing,2875.3159428473145,94,70,201,448,existing,2282.3783534134673
95,95,20,202,223,allocated,411.9958192649867,95,20,202,223,existing,411.9958192649867,95,74,202,432,existing,739.551391307967,95,73,202,116,existing,829.4197634686784,95,72,202,348,existing,956.4833870983124,95,75,202,117,existing,883.2889354261172,95,23,202,237,allocated,1228.344639805444,95,24,202,238,allocated,1277.3938433519077,95,71,202,277,existing,1021.5730636539256,95,16,202,192,allocated,1533.1167720807107,95,76,202,357,existing,3005.067118802575,95,70,202,448,existing,2412.129529368727
96,96,30,205,284,allocated,124.90895365288503,96,30,205,140,existing,315.6340567482581,96,16,205,192,allocated,499.2050367096946,96,24,205,238,allocated,663.7777977830812,96,70,205,448,existing,721.7512679957721,96,23,205,237,allocated,712.8270013295448,96,75,205,117,existing,1155.2022083569223,96,76,205,357,existing,1294.492128284414,96,71,205,277,existing,1108.2758825796889,96,72,205,348,existing,1262.478208314707,96,74,205,432,existing,1298.9397524750725,96,73,205,116,existing,1338.415934577854
97,97,30,206,284,allocated,65.95168260204278,97,30,206,140,existing,284.3150027624245,97,16,206,192,allocated,440.24776565885236,97,24,206,238,allocated,604.8205267322389,97,23,206,237,allocated,653.8697302787026,97,70,206,448,existing,662.7939969449299,97,76,206,357,existing,1235.5348572335718,97,71,206,277,existing,1049.3186115288465,97,72,206,348,existing,1203.5209372638647,97,75,206,117,existing,1096.2449373060801,97,74,206,432,existing,1239.9824814242302,97,73,206,116,existing,1279.4586635270118
98,98,15,207,191,allocated,438.01938632379654,98,15,207,456,existing,278.5526414561958,98,16,207,192,allocated,371.29501920185396,98,23,207,237,allocated,584.1513649851341,98,24,207,238,allocated,627.0179479306568,98,70,207,448,existing,670.0223298697963,98,75,207,117,existing,1045.8537745885073,98,74,207,432,existing,1182.872613453931,98,73,207,116,existing,1229.067500809439,98,71,207,277,existing,991.3882156106482,98,76,207,357,existing,1275.9533141766603,98,72,207,348,existing,1236.9483437962413
99,99,65,208,317,existing,351.35034318509,99,65,208,317,allocated,351.35034318509,99,72,208,348,existing,464.2560973892546,99,73,208,116,existing,591.3197210188887,99,74,208,432,existing,686.4488471578422,99,71,208,277,existing,709.8162255748477,99,23,208,237,allocated,1117.0530762003618,99,75,208,117,existing,713.6270397471118,99,16,208,192,allocated,1401.3723938951875,99,24,208,238,allocated,1166.1022797468254,99,70,208,448,existing,2268.3027370731234,99,76,208,357,existing,2512.839829093517
100,100,65,209,317,existing,545.558706601466,100,65,209,317,allocated,545.558706601466,100,72,209,348,existing,658.4644608056307,100,73,209,116,existing,785.5280844352646,100,74,209,432,existing,880.6572105742182,100,71,209,277,existing,904.0245889912237,100,75,209,117,existing,907.8354031634879,100,23,209,237,allocated,1311.2614396167378,100,24,209,238,allocated,1360.3106431632013,100,16,209,192,allocated,1595.5807573115635,100,70,209,448,existing,2462.5111004894998,100,76,209,357,existing,2474.821755028011
101,101,50,217,226,existing,289.3297589088902,101,50,217,456,existing,71.81954189107033,101,70,217,448,existing,432.1559250581764,101,16,217,192,allocated,446.8568322298402,101,23,217,237,allocated,751.6289645051068,101,24,217,238,allocated,702.5797609586431,101,75,217,117,existing,1213.3313741084803,101,76,217,357,existing,1038.164256243555,101,71,217,277,existing,1158.8658151306208,101,69,217,316,existing,1283.2782593834895,101,74,217,432,existing,1350.3502129739036,101,72,217,348,existing,1371.8907146256925
102,102,50,218,226,existing,343.6875407548414,102,50,218,456,existing,126.1773237370215,102,70,218,448,existing,398.70435618689487,102,16,218,192,allocated,501.2146140757914,102,24,218,238,allocated,756.9375428045943,102,23,218,237,allocated,805.986746351058,102,71,218,277,existing,1213.223596976572,102,75,218,117,existing,1267.6891559544315,102,76,218,357,existing,983.8064743976037,102,69,218,316,existing,1228.9204775375383,102,74,218,432,existing,1404.7079948198548,102,72,218,348,existing,1426.2484964716436
103,103,50,220,226,existing,407.51340098412874,103,50,220,456,existing,158.86987871981444,103,16,220,192,allocated,345.91917175483536,103,70,220,448,existing,550.3395671334149,103,23,220,237,allocated,650.691304030102,103,24,220,238,allocated,601.6421004836382,103,74,220,432,existing,1240.938335462673,103,75,220,117,existing,1103.9194965972495,103,71,220,277,existing,1049.4539376193902,103,76,220,357,existing,1139.0245698400454,103,73,220,116,existing,1287.1332228181811,103,72,220,348,existing,1253.707072550454
104,104,30,221,284,allocated,277.16858177258894,104,30,221,175,allocated,223.4060461865502,104,70,221,448,existing,319.67373257029806,104,16,221,192,allocated,651.0666922192636,104,76,221,357,existing,892.41459285894,104,24,221,238,allocated,906.7896209480664,104,71,221,277,existing,1354.3828151878204,104,23,221,237,allocated,955.8388244945301,104,69,221,316,existing,1137.5285959988746,104,75,221,117,existing,1408.8483741656796,104,74,221,432,existing,1545.8672130311031,104,72,221,348,existing,1546.6412016384963
