nia_id,nia_name,k_grocery,k_restaurant,k_school,k_healthcare,obj,dist_obj_grocery,dist_obj_restaurant,dist_obj_school,dist_obj_healthcare,solving_time,num_res,num_parking,num_cur_grocery,num_cur_restaurant,num_cur_school,num_cur_healthcare,model_status
112,Beechborough-Greenbrook,0,0,0,0,53.42874462611801,597.1912623280598,"[626.8081746389281, 0, 0, 0, 0, 0, 0, 0, 0, 0]",532.5324542718057,606.0415570867841,,96,,5,1,2,2,
