,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare
0,0,26,2,132,existing,2059.667403595045,0,26,2,131,existing,1890.1692316865224,0,26,2,121,existing,1096.7723113256957,0,26,2,157,existing,1362.13023384167
1,1,26,4,132,existing,2257.4348917213783,1,26,4,131,existing,2087.9367198128557,1,26,4,73,existing,1055.773844970812,1,26,4,157,existing,1559.8977219680032
2,2,26,5,132,existing,1832.8697361785605,2,26,5,131,existing,1663.371564270038,2,26,5,121,existing,1322.2150144037823,2,26,5,157,existing,1135.3325664251854
3,3,26,6,132,existing,1925.7210318646642,3,26,6,131,existing,1756.2228599561417,3,26,6,121,existing,1229.3637187176782,3,26,6,157,existing,1228.183862111289
4,4,26,7,132,existing,1324.782978647298,4,26,7,131,existing,1155.2848067387754,4,26,7,121,existing,82.39683371943602,4,26,7,157,existing,952.6765429335912
5,5,26,8,132,existing,1446.9926700358205,5,26,8,131,existing,1277.494498127298,5,26,8,72,existing,48.42078524908231,5,26,8,157,existing,1074.8862343221138
6,6,26,9,132,existing,743.2532885098879,6,26,9,131,existing,573.7551166013653,6,26,9,121,existing,499.13285641797427,6,26,9,157,existing,443.547143065294
7,7,26,10,132,existing,892.9009723957288,7,26,10,131,existing,723.4028004872062,7,26,10,121,existing,349.4851725321334,7,26,10,157,existing,593.1948269511348
8,8,26,11,132,existing,2251.258655151535,8,26,11,131,existing,2081.7604832430125,8,26,11,73,existing,762.8499337564019,8,26,11,157,existing,1585.1772479926722
9,9,26,12,132,existing,2098.067977324943,9,26,12,131,existing,1928.5698054164204,9,26,12,73,existing,609.6592559298099,9,26,12,157,existing,1443.8960668549944
10,10,26,13,132,existing,1990.4114987243513,10,26,13,131,existing,1820.9133268158287,10,26,13,73,existing,793.3736121304728,10,26,13,157,existing,1297.1069559426173
11,11,26,14,132,existing,1963.206462320085,11,26,14,131,existing,1793.7082904115623,11,26,14,73,existing,664.225244888939,11,26,14,157,existing,1269.9019195383507
12,12,26,15,132,existing,1386.782793242223,12,26,15,131,existing,1507.2155938347125,12,26,15,73,existing,452.9326190013024,12,26,15,157,existing,1772.9373869641965
13,13,26,16,132,existing,1462.1065241922572,13,26,16,131,existing,1582.5393247847467,13,26,16,73,existing,377.60888805126825,13,26,16,157,existing,1697.6136560141624
14,14,26,17,132,existing,1243.8851963752913,14,26,17,131,existing,1364.3179969677808,14,26,17,73,existing,385.6196142149283,14,26,17,157,existing,1705.6243821778226
15,15,26,18,132,existing,1324.0911513605497,15,26,18,131,existing,1444.5239519530392,15,26,18,73,existing,465.82556920018675,15,26,18,157,existing,1785.830337163081
16,16,26,19,132,existing,2004.851592487368,16,26,19,131,existing,1835.3534205788455,16,26,19,73,existing,1040.7127590150812,16,26,19,157,existing,1307.3144227339928
17,17,26,20,132,existing,1937.1384519930652,17,26,20,131,existing,1767.6402800845426,17,26,20,73,existing,448.72973059793196,17,26,20,157,existing,1282.9665415231166
18,18,26,21,132,existing,2049.7078289291794,18,26,21,131,existing,1880.2096570206568,18,26,21,121,existing,1425.5335408867793,18,26,21,157,existing,1352.1706591758043
19,19,26,22,132,existing,1994.9328077719651,19,26,22,131,existing,1825.4346358634425,19,26,22,121,existing,1370.7585197295653,19,26,22,157,existing,1297.39563801859
20,20,26,23,132,existing,1470.4160203234833,20,26,23,131,existing,1300.9178484149606,20,26,23,121,existing,446.68335951567667,20,26,23,157,existing,777.1114775417491
21,21,26,24,132,existing,1552.7190517522713,21,26,24,131,existing,1383.2208798437487,21,26,24,121,existing,528.9863909444648,21,26,24,157,existing,859.4145089705373
22,22,26,25,132,existing,1632.8381969559778,22,26,25,131,existing,1463.3400250474551,22,26,25,121,existing,609.105536148171,22,26,25,157,existing,939.5336541742436
23,23,26,26,132,existing,1534.0345496105406,23,26,26,131,existing,1364.536377702018,23,26,26,121,existing,510.3018888027342,23,26,26,157,existing,840.7300068288066
24,24,26,27,132,existing,1617.4321828280545,24,26,27,131,existing,1447.9340109195318,24,26,27,73,existing,445.22874889695106,24,26,27,157,existing,924.1276400463205
25,25,26,28,132,existing,1862.8050541267849,25,26,28,131,existing,1693.3068822182622,25,26,28,73,existing,563.8238366956391,25,26,28,157,existing,1169.5005113450509
26,26,26,29,132,existing,1308.392362762916,26,26,29,131,existing,1138.8941908543934,26,26,29,121,existing,284.65970195510937,26,26,29,157,existing,615.0878199811818
27,27,26,30,132,existing,2489.4239972941314,27,26,30,131,existing,2319.9258253856087,27,26,30,73,existing,1218.1862471406,27,26,30,157,existing,1791.8868275407563
28,28,26,31,132,existing,2300.335224202915,28,26,31,131,existing,2130.8370522943924,28,26,31,73,existing,1039.398661202813,28,26,31,157,existing,1602.79805444954
29,29,26,32,132,existing,1571.652762168918,29,26,32,131,existing,1402.1545902603953,29,26,32,121,existing,1276.0684928004193,29,26,32,157,existing,874.1155924155428
30,30,26,33,132,existing,1656.7535519098076,30,26,33,131,existing,1487.2553800012852,30,26,33,121,existing,1190.9677030595299,30,26,33,157,existing,959.2163821564325
31,31,26,34,132,existing,1671.8578111475963,31,26,34,131,existing,1502.3596392390739,31,26,34,121,existing,899.0847820644549,31,26,34,157,existing,974.3206413942213
32,32,26,35,132,existing,1578.4714278439012,32,26,35,131,existing,1408.9732559353788,32,26,35,121,existing,805.6983987607597,32,26,35,157,existing,880.9342580905261
33,33,26,37,132,existing,425.8175104575909,33,26,37,131,existing,288.2343017095375,33,26,37,121,existing,848.4259772816197,33,26,37,157,existing,816.2732995543901
34,34,26,38,132,existing,327.3007522915327,34,26,38,131,existing,157.80258038301014,34,26,38,121,existing,978.857698608147,34,26,38,157,existing,685.8415782278628
35,35,26,39,132,existing,408.74434900547783,35,26,39,131,existing,239.24617709695525,35,26,39,121,existing,897.414101894202,35,26,39,157,existing,767.2851749418078
36,36,26,41,132,existing,1923.6417273363757,36,26,41,131,existing,1754.143555427853,36,26,41,73,existing,435.23300594124237,36,26,41,157,existing,1269.4698168664268
37,37,26,42,132,existing,2076.576654997332,37,26,42,131,existing,1907.0784830888092,37,26,42,121,existing,1113.6815627279825,37,26,42,157,existing,1379.0394852439567
38,38,26,43,132,existing,2162.518765900989,38,26,43,131,existing,1993.0205939924663,38,26,43,121,existing,1199.6236736316396,38,26,43,157,existing,1464.9815961476138
39,39,26,48,132,existing,1660.3539191019938,39,26,48,131,existing,1691.7235848824087,39,26,48,73,existing,169.11055311433017,39,26,48,157,existing,1489.1153210772245
40,40,26,49,132,existing,1519.9270672127454,40,26,49,131,existing,1640.359867805235,40,26,49,73,existing,279.044431741013,40,26,49,157,existing,1599.0491997039073
41,41,26,50,132,existing,1754.34195369343,41,26,50,131,existing,1612.5412301871884,41,26,50,73,existing,263.09858770576625,41,26,50,157,existing,1409.932966382004
42,42,26,53,132,existing,1590.964091923021,42,26,53,131,existing,1561.1537504352768,42,26,53,73,existing,38.54071866719836,42,26,53,157,existing,1358.5454866300927
43,43,26,55,132,existing,1580.5413414022096,43,26,55,131,existing,1611.9110071826242,43,26,55,73,existing,89.29797541454573,43,26,55,157,existing,1409.30274337744
44,44,26,56,132,existing,1463.391522281029,44,26,56,131,existing,1293.8933503725063,44,26,56,121,existing,221.00537735316686,44,26,56,157,existing,1091.2850865673222
45,45,26,57,132,existing,1548.2652575476568,45,26,57,131,existing,1378.7670856391342,45,26,57,121,existing,305.87911261979457,45,26,57,157,existing,1176.1588218339498
46,46,26,58,132,existing,1910.4480369349883,46,26,58,131,existing,1740.9498650264657,46,26,58,73,existing,860.8384007139548,46,26,58,157,existing,1217.1434941532543
47,47,26,59,132,existing,1621.8871642333975,47,26,59,131,existing,1452.3889923248748,47,26,59,121,existing,623.8767199815331,47,26,59,157,existing,924.3499944800224
48,48,26,60,132,existing,1638.2391153086737,48,26,60,131,existing,1468.740943400151,48,26,60,121,existing,614.5064545008672,48,26,60,157,existing,944.9345725269397
49,49,26,61,132,existing,1824.268592677644,49,26,61,131,existing,1654.7704207691213,49,26,61,121,existing,800.5359318698374,49,26,61,157,existing,1130.96404989591
50,50,26,62,132,existing,1257.1443106162078,50,26,62,131,existing,1087.6461387076852,50,26,62,121,existing,532.105284015659,50,26,62,157,existing,559.6071408628326
51,51,26,63,132,existing,1393.6300194418654,51,26,63,131,existing,1224.131847533343,51,26,63,121,existing,395.61957519000117,51,26,63,157,existing,696.0928496884904
