,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare
0,0,91,0,276,existing,964.446411511515,0,91,0,273,existing,1323.5583105368999,0,91,0,149,existing,759.9658562739091,0,91,0,223,existing,748.5976671541746
1,1,92,1,276,existing,879.811141284705,1,92,1,273,existing,1238.9230403100898,1,92,1,149,existing,675.3305860470991,1,92,1,223,existing,663.9623969273647
2,2,89,3,273,existing,771.8191295857703,2,89,3,273,existing,771.8191295857703,2,89,3,375,existing,361.36511552354403,2,89,3,329,existing,749.4389225290797
3,3,90,4,273,existing,778.2466467789923,3,90,4,394,existing,610.8061061716555,3,90,4,44,existing,435.262032402258,3,90,4,273,existing,778.2466467789923
4,4,89,5,273,existing,707.3736999610633,4,89,5,394,existing,681.6790529895845,4,89,5,44,existing,434.7414765164995,4,89,5,273,existing,707.3736999610633
5,5,89,6,273,existing,574.8045864289983,5,89,6,273,existing,574.8045864289983,5,89,6,44,existing,396.189845778524,5,89,6,273,existing,574.8045864289983
6,6,90,8,273,existing,605.6830660348891,6,90,8,273,existing,605.6830660348891,6,90,8,44,existing,365.31136617263326,6,90,8,273,existing,605.6830660348891
7,7,90,9,273,existing,653.4990295434469,7,90,9,273,existing,653.4990295434469,7,90,9,44,existing,275.0839601015959,7,90,9,273,existing,653.4990295434469
8,8,90,13,273,existing,572.6214429885744,8,90,13,273,existing,572.6214429885744,8,90,13,155,existing,593.4230149162048,8,90,13,273,existing,572.6214429885744
9,9,90,14,273,existing,633.4634681509439,9,90,14,273,existing,633.4634681509439,9,90,14,219,existing,487.3614552561488,9,90,14,329,existing,611.0832610942533
10,10,89,15,273,existing,679.9513553000365,10,89,15,273,existing,679.9513553000365,10,89,15,219,existing,533.8493424052416,10,89,15,329,existing,657.571148243346
11,11,90,18,273,existing,977.9034126036976,11,90,18,394,existing,837.3774008655644,11,90,18,44,existing,436.4540510671161,11,90,18,273,existing,977.9034126036976
12,12,90,19,273,existing,1026.4254817452108,12,90,19,394,existing,788.8553317240511,12,90,19,44,existing,387.9319819256028,12,90,19,273,existing,1026.4254817452108
