,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare
0,0,92,22,124,existing,58.691359995527684,0,92,22,94,existing,410.85907152520286,0,92,22,81,existing,384.1011734318715,0,92,22,196,existing,288.17560541743654
1,1,92,23,124,existing,280.93748840656406,1,92,23,195,existing,310.34384712709203,1,92,23,540,existing,199.92861257906543,1,92,23,196,existing,65.92947700640018
2,2,92,27,124,existing,693.1846898917383,2,92,27,94,existing,708.9049861558025,2,92,27,231,existing,570.2590036638021,2,92,27,238,existing,1036.1399787229657
3,3,92,28,124,existing,674.3875802546953,3,92,28,94,existing,690.1078765187594,3,92,28,231,existing,589.0561133008453,3,92,28,238,existing,1017.3428690859225
4,4,90,29,379,existing,616.3801430380493,4,90,29,379,existing,616.3801430380493,4,90,29,320,existing,1383.0362182940255,4,90,29,341,existing,697.908609745848
5,5,90,30,379,existing,532.3067279888535,5,90,30,379,existing,532.3067279888535,5,90,30,320,existing,1298.9628032448295,5,90,30,341,existing,613.8351946966523
6,6,92,32,124,existing,1058.9611745927282,6,92,32,94,existing,1074.6814708567924,6,92,32,231,existing,94.36311018125447,6,92,32,196,existing,1295.7324897342075
7,7,89,34,284,existing,97.79513810479105,7,89,34,71,existing,245.68511789017148,7,89,34,283,existing,857.96144915261,7,89,34,179,existing,277.65110568157223
8,8,92,38,124,existing,661.6136783737951,8,92,38,94,existing,677.3339746378592,8,92,38,231,existing,601.8300151817455,8,92,38,238,existing,1004.5689672050223
9,9,92,39,124,existing,1193.9780244029605,9,92,39,379,existing,1377.1341419710252,9,92,39,320,existing,203.9211493062041,9,92,39,196,existing,1416.9197729374555
