,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school
0,0,51,0,432,existing,296.48192454242303,0,51,0,116,existing,258.7332694289322,0,51,0,432,allocated,296.48192454242303
1,1,62,1,432,existing,218.0058431521466,1,62,1,432,existing,218.0058431521466,1,62,1,432,allocated,218.0058431521466
2,2,59,4,348,existing,353.4980892217159,2,59,4,348,existing,353.4980892217159,2,59,4,317,allocated,368.7543224401495
3,3,59,5,348,existing,447.76488988877736,3,59,5,348,existing,447.76488988877736,3,59,5,317,allocated,463.021123107211
4,4,20,6,223,allocated,534.992222710598,4,20,6,116,existing,627.3604564721977,4,20,6,223,existing,534.992222710598
5,5,20,7,223,allocated,472.3963789044123,5,20,7,116,existing,569.5257379259755,5,20,7,223,existing,472.3963789044123
6,6,55,10,75,existing,264.4449187143209,6,55,10,123,allocated,178.44297472663294,6,55,10,118,allocated,267.18865182524706
7,7,55,11,75,existing,246.26229857820962,7,55,11,123,allocated,160.26035459052167,7,55,11,118,allocated,249.0060316891358
8,8,16,12,192,allocated,430.7939894824906,8,16,12,284,allocated,242.43667421475058,8,16,12,140,existing,198.10633618639258
9,9,16,13,192,allocated,327.7964741761284,9,16,13,284,allocated,313.47214104041217,9,16,13,140,existing,95.10882088003044
10,10,6,14,92,allocated,179.60859513384835,10,6,14,191,allocated,351.7439620261028,10,6,14,191,existing,351.7439620261028
11,11,6,15,92,allocated,97.2339208912031,11,6,15,280,allocated,315.97665720028016,11,6,15,320,allocated,292.84500146429014
12,12,23,18,237,allocated,392.52753693575863,12,23,18,191,allocated,353.4920358733428,12,23,18,191,existing,353.4920358733428
13,13,23,19,237,allocated,297.4202791030074,13,23,19,191,allocated,258.3847780405915,13,23,19,191,existing,258.3847780405915
14,14,59,20,348,existing,506.60448428838794,14,59,20,348,existing,506.60448428838794,14,59,20,317,allocated,628.9222916868407
15,15,59,21,348,existing,350.97242802240686,15,59,21,348,existing,350.97242802240686,15,59,21,432,allocated,573.1651777909944
16,16,20,22,223,allocated,531.4876005205765,16,20,22,70,allocated,505.1591370527397,16,20,22,223,existing,531.4876005205765
17,17,20,23,223,allocated,560.4149031267698,17,20,23,70,allocated,534.086439658933,17,20,23,223,existing,560.4149031267698
18,18,23,24,237,allocated,303.36247796286955,18,23,24,238,allocated,352.4116815093332,18,23,24,277,allocated,392.7235465104668
19,19,23,25,237,allocated,206.74332764636074,19,23,25,238,allocated,255.7925311928244,19,23,25,191,existing,352.87530630769834
20,20,59,32,348,existing,389.97160254160394,20,59,32,348,existing,389.97160254160394,20,59,32,432,allocated,612.1643523101916
21,21,56,34,277,existing,108.78011890150118,21,56,34,277,existing,108.78011890150118,21,56,34,277,allocated,108.78011890150118
22,22,3,64,63,allocated,17.138928036309753,22,3,64,263,allocated,110.10672764671453,22,3,64,456,existing,177.96605849740027
23,23,65,72,317,existing,140.74895458194072,23,65,72,116,existing,447.8950871267643,23,65,72,317,allocated,140.74895458194072
24,24,20,79,223,allocated,512.3820822151822,24,20,79,70,allocated,135.6977657415978,24,20,79,223,existing,512.3820822151822
25,25,13,80,175,allocated,197.5784303990737,25,13,80,448,existing,264.55657875301426,25,13,80,456,existing,260.32510117090203
26,26,13,81,175,allocated,139.14662380433379,26,13,81,448,existing,206.12477215827437,26,13,81,448,allocated,206.12477215827437
27,27,3,82,63,allocated,235.91706298449378,27,3,82,263,allocated,141.27649083170894,27,3,82,456,existing,73.41715998102319
28,28,3,83,63,allocated,241.4889529369682,28,3,83,263,allocated,146.84838078418335,28,3,83,456,existing,88.58058627960732
29,29,23,85,237,allocated,162.48633189900974,29,23,85,238,allocated,211.5355354454734,29,23,85,191,existing,308.61831056034737
30,30,3,86,63,allocated,299.1950742292754,30,3,86,263,allocated,204.55450207649056,30,3,86,456,existing,146.28670757191452
31,31,13,87,175,allocated,220.57887192932318,31,13,87,263,allocated,294.17680518052555,31,13,87,140,existing,208.08279036865804
32,32,23,88,237,allocated,281.34731592260295,32,23,88,238,allocated,330.3965194690666,32,23,88,191,existing,427.47929458394054
33,33,23,89,237,allocated,408.81450961689126,33,23,89,191,allocated,413.5151337069726,33,23,89,191,existing,413.5151337069726
34,34,59,90,348,existing,220.55723973149,34,59,90,348,existing,220.55723973149,34,59,90,432,allocated,442.7499895000776
