,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school
0,0,98,0,67,existing,276.825276927457,0,98,0,82,existing,250.9334312488847,0,98,0,398,existing,315.22283152005656
1,1,98,1,67,existing,363.95260175085355,1,98,1,82,existing,338.0607560722812,1,98,1,398,existing,402.3501563434531
2,2,24,2,167,allocated,174.3527146242758,2,24,2,278,existing,935.8745596345666,2,24,2,459,existing,381.6048701147138
3,3,93,4,155,existing,255.07186993432936,3,93,4,157,allocated,230.80568190766235,3,93,4,270,existing,695.4837148186991
4,4,93,5,155,existing,486.2413012703091,4,93,5,157,allocated,461.9751132436421,4,93,5,270,existing,464.3142834827194
5,5,24,6,167,allocated,523.9856758486886,5,24,6,278,existing,610.5155140750414,5,24,6,459,existing,201.23838145259953
6,6,83,7,278,existing,497.8088965575329,6,83,7,278,existing,497.8088965575329,6,83,7,459,existing,56.460792962319964
7,7,85,8,35,existing,547.3133720029391,7,85,8,435,existing,332.0258524888715,7,85,8,398,existing,175.92943912373087
8,8,94,9,35,existing,527.1180215468997,8,94,9,435,existing,311.8305020328321,8,94,9,398,existing,155.73408866769145
9,9,93,14,155,existing,1089.3257896859939,9,93,14,157,allocated,1065.0596016593267,9,93,14,270,existing,552.5236725021218
10,10,93,15,155,existing,1106.1032087087074,10,93,15,157,allocated,1081.8370206820402,10,93,15,270,existing,569.3010915248353
11,11,93,16,155,existing,1389.824598165057,11,93,16,157,allocated,1365.5584101383902,11,93,16,270,existing,853.0224809811851
12,12,93,17,155,existing,1504.8216616916304,12,93,17,157,allocated,1480.5554736649633,12,93,17,270,existing,968.0195445077584
13,13,93,20,155,existing,613.1623684504943,13,93,20,157,allocated,588.8961804238273,13,93,20,270,existing,171.43529700488708
14,14,93,21,155,existing,741.2020489501892,14,93,21,157,allocated,716.9358609235221,14,93,21,270,existing,299.4749775045819
15,15,93,22,155,existing,598.3922085795857,15,93,22,157,allocated,605.501724071436,15,93,22,270,existing,188.04084065249583
16,16,93,23,155,existing,692.5029090251762,16,93,23,157,allocated,699.6124245170266,16,93,23,270,existing,282.1515410980864
17,17,98,24,67,existing,361.06749874926,17,98,24,82,existing,386.9593444278323,17,98,24,339,existing,401.57896202058885
18,18,98,25,67,existing,284.51259305697386,18,98,25,82,existing,310.4044387355462,18,98,25,339,existing,387.8226023350356
19,19,98,26,67,existing,676.3378494429578,19,98,26,435,existing,478.3855642163048,19,98,26,339,existing,437.7364863190399
20,20,98,27,67,existing,858.8682358605251,20,98,27,435,existing,729.589010066829,20,98,27,339,existing,186.53304046851565
21,21,98,28,67,existing,411.9214150724748,21,98,28,82,existing,437.81326075104715,21,98,28,339,existing,474.9467578024148
22,22,91,29,49,existing,469.1928940708858,22,91,29,35,existing,476.0183725839772,22,91,29,465,existing,493.545587389989
23,23,91,30,49,existing,587.3432952161415,23,91,30,35,existing,594.168773729233,23,91,30,465,existing,375.3951862447332
24,24,91,31,49,existing,288.817071768631,24,91,31,440,existing,590.5845017182924,24,91,31,465,existing,549.2384949547792
