,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school
0,0,77,0,368,existing,71.24366018691816,0,77,0,419,existing,264.3621153233852,0,77,0,394,allocated,245.17372104357725
1,1,77,1,368,existing,50.79959502001224,1,77,1,419,existing,243.91805015647924,1,77,1,394,allocated,265.61778621048313
2,2,8,2,68,allocated,117.89630376028143,2,8,2,197,allocated,266.8200376187725,2,8,2,195,allocated,419.82250480879156
3,3,8,3,68,allocated,42.309866155499584,3,8,3,197,allocated,342.40647522355437,3,8,3,157,existing,363.42602001224515
4,4,8,4,68,allocated,735.0880858190475,4,8,4,98,allocated,838.7229602966745,4,8,4,157,existing,687.6106177873564
5,5,25,5,145,allocated,711.3438362897821,5,25,5,98,allocated,551.0932220894219,5,25,5,28,allocated,436.76283748268503
6,6,77,6,368,existing,129.88931025054868,6,77,6,419,existing,323.00776538701564,6,77,6,394,allocated,186.5280709799467
7,7,1,9,23,allocated,538.9780849017299,7,1,9,91,allocated,149.92746405440968,7,1,9,10,existing,94.27221558358637
8,8,1,10,23,allocated,633.2503004853162,8,1,10,91,allocated,244.19967963799604,8,1,10,10,existing,0.0
9,9,54,11,311,allocated,485.2150836211471,9,54,11,229,allocated,535.9912322240114,9,54,11,311,existing,485.2150836211471
10,10,54,12,311,allocated,394.7507394218079,10,54,12,229,allocated,445.5268880246722,10,54,12,311,existing,394.7507394218079
11,11,54,13,311,allocated,101.46657198137214,11,54,13,229,allocated,152.2427205842365,11,54,13,311,existing,101.46657198137214
12,12,54,14,311,allocated,123.99641682500133,12,54,14,229,allocated,129.7128757406073,12,54,14,311,existing,123.99641682500133
13,13,25,15,145,allocated,593.7208564451912,13,25,15,27,existing,494.7942676917618,13,25,15,28,allocated,317.20340445470015
14,14,25,16,145,allocated,442.704798260268,14,25,16,27,existing,343.7782095068386,14,25,16,28,allocated,166.18734626977695
15,15,57,17,319,allocated,175.27585034423706,15,57,17,91,allocated,716.7002832351544,15,57,17,10,existing,472.50060359715826
16,16,57,18,319,allocated,85.00458481422893,16,57,18,229,allocated,737.4341660371697,16,57,18,10,existing,562.7718691271664
17,17,49,19,260,allocated,461.1983087892449,17,49,19,91,allocated,500.07703273416155,17,49,19,249,allocated,546.0618303616495
18,18,49,20,260,allocated,472.0382792831009,18,49,20,91,allocated,489.2370622403055,18,49,20,249,allocated,535.2218598677935
19,19,54,22,311,allocated,552.8792605792634,19,54,22,229,allocated,533.6787871397967,19,54,22,153,allocated,151.42981963770274
20,20,1,23,23,allocated,0.0,20,1,23,151,allocated,429.4346148462314,20,1,23,106,allocated,425.46062824624414
21,21,1,25,23,allocated,348.575000704962,21,1,25,91,allocated,315.30012278621365,21,1,25,10,existing,284.6752997803542
22,22,1,26,23,allocated,429.2774497890984,22,1,26,91,allocated,234.5976737020773,22,1,26,10,existing,203.97285069621785
23,23,25,27,145,allocated,636.1756977886016,23,25,27,27,existing,0.0,23,25,27,28,allocated,182.4664672456383
24,24,77,29,368,existing,422.87253252850934,24,77,29,141,allocated,407.61499701591936,24,77,29,277,existing,312.7175760937288
25,25,5,30,56,allocated,360.0697368747401,25,5,30,351,allocated,575.531925014,25,5,30,58,allocated,516.4290074063223
26,26,8,32,68,allocated,387.50242585855244,26,8,32,197,allocated,398.67461991929156,26,8,32,195,allocated,551.6770871093106
27,27,76,33,106,existing,196.5144420661661,27,76,33,197,allocated,691.9787429408925,27,76,33,106,allocated,196.5144420661661
28,28,76,34,106,existing,296.8995990870238,28,76,34,91,allocated,703.8366952148934,28,76,34,106,allocated,296.8995990870238
29,29,57,35,319,allocated,160.78476383732738,29,57,35,229,allocated,491.64481738561335,29,57,35,189,existing,543.4079819059779
30,30,57,36,319,allocated,257.7975671108707,30,57,36,229,allocated,394.63201411207,30,57,36,189,existing,446.3951786324345
31,31,76,37,106,existing,597.2033121560721,31,76,37,91,allocated,672.8176417714968,31,76,37,106,allocated,597.2033121560721
32,32,76,38,106,existing,605.9345240014018,32,76,38,91,allocated,664.0864299261673,32,76,38,106,allocated,605.9345240014018
33,33,57,39,319,allocated,239.76972078612394,33,57,39,91,allocated,813.0517189627894,33,57,39,10,existing,568.8520393247934
34,34,57,40,319,allocated,162.75851605729574,34,57,40,91,allocated,736.0405142339612,34,57,40,10,existing,491.84083459596513
35,35,49,41,260,allocated,375.5211817158368,35,49,41,91,allocated,360.5463255425327,35,49,41,249,allocated,406.5311231700208
36,36,49,42,260,allocated,446.12232462829974,36,49,42,91,allocated,431.14746845499565,36,49,42,249,allocated,477.13226608248374
37,37,49,43,260,allocated,407.53914588756226,37,49,43,91,allocated,553.7361956358442,37,49,43,249,allocated,599.7209932633322
