,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare
0,0,79,0,20,existing,595.6253773680803,0,79,0,135,existing,644.7804759755866,0,79,0,12,existing,386.02416571152673,0,79,0,20,existing,595.6253773680803
1,1,79,2,20,existing,365.9448837289134,1,79,2,133,existing,426.72015779137473,1,79,2,223,existing,271.82720225931837,1,79,2,20,existing,365.9448837289134
2,2,79,3,20,existing,431.6103970977354,2,79,3,133,existing,492.3856711601967,2,79,3,223,existing,264.9771667174074,2,79,3,20,existing,431.6103970977354
3,3,79,4,20,existing,616.15095636827,3,79,4,365,existing,638.8714544594002,3,79,4,223,existing,80.43660744687286,3,79,4,20,existing,616.15095636827
4,4,72,5,365,existing,534.6655086715715,4,72,5,365,existing,534.6655086715715,4,72,5,223,existing,323.66567585523535,4,72,5,320,existing,494.5729073808536
5,5,74,7,359,existing,162.5918661815063,5,74,7,135,existing,671.9787689018426,5,74,7,201,existing,870.8208361996573,5,74,7,125,existing,627.5739048569485
6,6,76,8,135,existing,604.0031931157081,6,76,8,135,existing,604.0031931157081,6,76,8,201,existing,608.4573925261791,6,76,8,135,existing,604.0031931157081
7,7,76,9,135,existing,773.3927419065076,7,76,9,135,existing,773.3927419065076,7,76,9,201,existing,777.8469413169785,7,76,9,320,existing,693.2840604143944
8,8,76,10,135,existing,763.8839920400957,8,76,10,135,existing,763.8839920400957,8,76,10,201,existing,768.3381914505667,8,76,10,135,existing,763.8839920400957
9,9,76,11,135,existing,780.8030940077367,9,76,11,135,existing,780.8030940077367,9,76,11,201,existing,785.2572934182078,9,76,11,135,existing,780.8030940077367
10,10,78,12,132,existing,397.24536210693145,10,78,12,264,existing,407.7265107473404,10,78,12,12,existing,0.0,10,78,12,265,existing,246.76666200938
11,11,79,13,20,existing,363.5859859137612,11,79,13,133,existing,424.3612599762225,11,79,13,12,existing,153.9847742572075,11,79,13,20,existing,363.5859859137612
12,12,75,16,359,existing,367.58801301197934,12,75,16,135,existing,564.5182297952192,12,75,16,201,existing,665.8246893691843,12,75,16,125,existing,520.1133657503251
13,13,66,17,69,existing,366.1977031352317,13,66,17,135,existing,506.2894517927366,13,66,17,201,existing,583.2622501673965,13,66,17,125,existing,461.8845877478425
14,14,94,18,212,existing,19.11865790666662,14,94,18,212,existing,19.11865790666662,14,94,18,55,existing,677.3496294707497,14,94,18,230,existing,127.84127578210081
15,15,79,21,20,existing,48.40664843463313,15,79,21,133,existing,117.04274749582348,15,79,21,12,existing,469.1641117363356,15,79,21,20,existing,48.40664843463313
16,16,66,22,69,existing,405.8568604600589,16,66,22,135,existing,419.64688874420216,16,66,22,201,existing,435.3927350093188,16,66,22,125,existing,377.68834973424185
17,17,66,23,69,existing,371.61849668681634,17,66,23,135,existing,371.9892483618992,17,66,23,201,existing,387.7350946270159,17,66,23,125,existing,330.03070935193887
18,18,66,24,69,existing,215.62650965270052,18,66,24,135,existing,215.99726132778335,18,66,24,201,existing,231.74310759290003,18,66,24,125,existing,174.03872231782307
19,19,89,25,234,existing,196.84326968468082,19,89,25,271,existing,646.6065306267283,19,89,25,213,existing,1505.297569400157,19,89,25,81,existing,1118.4282496864587
20,20,89,26,234,existing,148.5748676352443,20,89,26,271,existing,598.3381285772917,20,89,26,213,existing,1457.0291673507204,20,89,26,81,existing,1070.1598476370223
21,21,84,29,232,existing,342.1439732292491,21,84,29,271,existing,263.9087641153636,21,84,29,213,existing,869.4030582123794,21,84,29,81,existing,441.1867505099192
22,22,74,30,359,existing,358.4876815184866,22,74,30,135,existing,1061.1052226567126,22,74,30,201,existing,1363.4248102412016,22,74,30,125,existing,1016.7003586118184
23,23,75,31,359,existing,437.9341290908737,23,75,31,135,existing,1140.5516702290995,23,75,31,201,existing,1442.8712578135887,23,75,31,125,existing,1096.1468061842054
24,24,75,32,359,existing,255.33509351857109,24,75,32,135,existing,947.9753493700902,24,75,32,201,existing,1255.2532179581858,24,75,32,125,existing,875.6996941771278
25,25,74,33,359,existing,190.11704558369024,25,74,33,135,existing,882.7573014352092,25,74,33,201,existing,1190.035170023305,25,74,33,125,existing,810.4816462422468
26,26,76,35,135,existing,836.9175151282762,26,76,35,135,existing,836.9175151282762,26,76,35,12,existing,760.8226274722804,26,76,35,320,existing,545.3507742796821
27,27,94,36,212,existing,349.5654903933223,27,94,36,212,existing,349.5654903933223,27,94,36,55,existing,347.99939747575866,27,94,36,365,existing,390.6936355132038
28,28,93,37,212,existing,162.11838321207745,28,93,37,212,existing,162.11838321207745,28,93,37,55,existing,534.349904165339,28,93,37,230,existing,270.84100108751164
29,29,88,40,158,existing,121.61502847689225,29,88,40,271,existing,367.3700983316283,29,88,40,213,existing,1226.0611371050568,29,88,40,81,existing,839.1918173913589
30,30,88,41,158,existing,201.9244427365222,30,88,41,271,existing,447.67951259125823,30,88,41,213,existing,1306.370551364687,30,88,41,81,existing,919.5012316509888
31,31,88,45,158,existing,275.8952209111991,31,88,45,271,existing,412.0554299976635,31,88,45,213,existing,1234.9618450750718,31,88,45,81,existing,871.2360192201868
32,32,88,46,158,existing,322.0640519053151,32,88,46,271,existing,458.2242609917796,32,88,46,213,existing,1281.1306760691878,32,88,46,81,existing,917.4048502143028
33,33,76,47,135,existing,367.9579721580498,33,76,47,135,existing,367.9579721580498,33,76,47,201,existing,372.4121715685209,33,76,47,135,existing,367.9579721580498
34,34,76,48,135,existing,551.404115552721,34,76,48,135,existing,551.404115552721,34,76,48,201,existing,555.858314963192,34,76,48,135,existing,551.404115552721
35,35,76,49,135,existing,390.69515613840167,35,76,49,135,existing,390.69515613840167,35,76,49,201,existing,395.1493555488727,35,76,49,135,existing,390.69515613840167
36,36,74,50,359,existing,333.7499554366923,36,74,50,135,existing,1036.3674965749183,36,74,50,201,existing,1338.6870841594073,36,74,50,125,existing,991.962632530024
37,37,90,53,310,existing,730.3146491596971,37,90,53,317,existing,814.304546425614,37,90,53,55,existing,488.6361167928336,37,90,53,320,existing,172.64982118571152
38,38,69,54,91,existing,517.0425900091606,38,69,54,91,existing,517.0425900091606,38,69,54,55,existing,99.50147180078761,38,69,54,320,existing,216.48482380633442
39,39,91,55,91,existing,417.54111820837295,39,91,55,91,existing,417.54111820837295,39,91,55,55,existing,0.0,39,91,55,320,existing,315.9862956071221
40,40,84,57,232,existing,358.0509355564355,40,84,57,232,existing,358.0509355564355,40,84,57,12,existing,556.0259466750931,40,84,57,351,existing,363.08285458046174
41,41,84,58,232,existing,237.03969381707697,41,84,58,232,existing,237.03969381707697,41,84,58,12,existing,677.0371884144517,41,84,58,81,existing,336.082471097747
42,42,76,59,135,existing,176.57502153770668,42,76,59,135,existing,176.57502153770668,42,76,59,201,existing,181.0292209481777,42,76,59,135,existing,176.57502153770668
43,43,72,63,365,existing,313.1065782607409,43,72,63,365,existing,313.1065782607409,43,72,63,55,existing,425.5864547282215,43,72,63,365,existing,313.1065782607409
44,44,74,65,359,existing,231.17675383238458,44,74,65,135,existing,634.1215135836723,44,74,65,201,existing,962.0272378927162,44,74,65,125,existing,557.1109920099448
45,45,66,69,69,existing,0.0,45,66,69,135,existing,140.09174865750492,45,66,69,201,existing,447.3696172456006,45,66,69,125,existing,98.13320964754463
46,46,66,70,69,existing,72.69091886928231,46,66,70,135,existing,212.78266752678724,46,66,70,201,existing,520.0605361148829,46,66,70,125,existing,170.82412851682693
47,47,81,77,80,existing,400.24581174055703,47,81,77,131,existing,382.7436758871624,47,81,77,12,existing,452.67612043635205,47,81,77,351,existing,299.3288709070221
48,48,81,80,80,existing,0.0,48,81,80,131,existing,17.502135853394662,48,81,80,12,existing,426.39014225604285,48,81,80,80,existing,0.0
49,49,79,82,20,existing,208.6481064763664,49,79,82,133,existing,269.4233805388277,49,79,82,12,existing,308.92265369460233,49,79,82,20,existing,208.6481064763664
50,50,79,83,20,existing,195.28308975360548,50,79,83,133,existing,256.05836381606673,50,79,83,12,existing,323.4435735794988,50,79,83,20,existing,195.28308975360548
