,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare
0,0,37,0,131,existing,350.15594653835404,0,37,0,94,existing,315.01829307521837,0,37,0,66,existing,525.4109265068405,0,37,0,150,existing,418.43665688299257
1,1,37,1,131,existing,336.3945110536635,1,37,1,94,existing,301.25685759052783,1,37,1,66,existing,511.64949102214996,1,37,1,150,existing,404.675221398302
2,2,31,5,134,existing,280.9186660199199,2,31,5,94,existing,396.5220476405496,2,31,5,66,existing,360.4501179156643,2,31,5,77,existing,466.1803519303112
3,3,31,8,134,existing,322.1389156825701,3,31,8,94,existing,437.74229730319973,3,31,8,66,existing,401.6703675783144,3,31,8,77,existing,485.82262326161526
4,4,34,9,77,existing,389.75558139738655,4,34,9,94,existing,533.8093391674286,4,34,9,66,existing,497.7374094425432,4,34,9,77,existing,389.75558139738655
5,5,34,15,77,existing,390.5180960996274,5,34,15,94,existing,567.2091649566632,5,34,15,66,existing,609.9804927210137,5,34,15,77,existing,390.5180960996274
6,6,31,18,134,existing,352.98450908823975,6,31,18,94,existing,489.17276459859687,6,31,18,66,existing,453.10083487371156,6,31,18,77,existing,558.8310688883585
7,7,31,19,134,existing,448.96655615797323,7,31,19,94,existing,585.1548116683302,7,31,19,66,existing,549.082881943445,7,31,19,77,existing,519.3168860844935
8,8,33,25,136,existing,236.50741976302453,8,33,25,68,existing,34.739304585730494,8,33,25,66,existing,261.47101235856803,8,33,25,22,existing,73.96817895967682
9,9,36,40,51,existing,243.42810248251487,9,36,40,94,existing,135.6693056662384,9,36,40,66,existing,91.28868229598069,9,36,40,150,existing,116.08026466285304
10,10,36,41,51,existing,164.7750644120543,10,36,41,94,existing,57.016267595777805,10,36,41,66,existing,169.9417203664413,10,36,41,150,existing,64.27581545970384
11,11,33,43,136,existing,393.63961092549624,11,33,43,68,existing,164.9775231459311,11,33,43,66,existing,391.70923091876864,11,33,43,22,existing,235.92934956212417
12,12,34,48,77,existing,80.58698939001877,12,34,48,94,existing,259.94737367596304,12,34,48,66,existing,486.90536163818217,12,34,48,77,existing,80.58698939001877
13,13,34,49,77,existing,120.59375592334392,13,34,49,94,existing,299.9541402092882,13,34,49,66,existing,526.9121281715073,13,34,49,77,existing,120.59375592334392
14,14,36,50,51,existing,90.43499242060011,14,36,50,94,existing,17.52085051631375,14,36,50,66,existing,244.28179235789548,14,36,50,150,existing,137.3075227340475
15,15,31,53,134,existing,128.0118479189468,15,31,53,68,existing,432.3792202397829,15,31,53,66,existing,399.6766255142795,15,31,53,22,existing,494.7183474400308
16,16,31,54,134,existing,176.2963468554048,16,31,54,68,existing,480.66371917624093,16,31,54,66,existing,447.96112445073754,16,31,54,22,existing,543.0028463764888
17,17,31,58,134,existing,340.93996043010964,17,31,58,94,existing,456.54334205073934,17,31,58,66,existing,420.47141232585403,17,31,58,77,existing,526.2016463405009
18,18,32,60,72,existing,144.89845612901874,18,32,60,68,existing,450.15600321394686,18,32,60,66,existing,417.45340848844353,18,32,60,70,existing,432.07809673942097
19,19,33,64,136,existing,202.32823367639867,19,33,64,68,existing,196.48936053604513,19,33,64,66,existing,293.9449490784432,19,33,64,22,existing,128.9995181402618
20,20,33,67,136,existing,517.912151162117,20,33,67,68,existing,290.6287327240217,20,33,67,66,existing,517.3604404968593,20,33,67,22,existing,360.26588091517556
21,21,33,70,136,existing,18.638129480385487,21,33,70,90,existing,89.21652054398437,21,33,70,66,existing,473.94728251626964,21,33,70,70,existing,0.0
22,22,34,78,77,existing,60.95947266280334,22,34,78,94,existing,237.65054151983904,22,34,78,66,existing,367.9480203096893,22,34,78,77,existing,60.95947266280334
23,23,33,90,136,existing,70.57839106359889,23,33,90,90,existing,0.0,23,33,90,66,existing,563.163803060254,23,33,90,140,existing,60.3915831768677
24,24,33,91,136,existing,186.45451440798325,24,33,91,90,existing,119.66034414244314,24,33,91,66,existing,447.82408734932307,24,33,91,140,existing,180.05192731931083
25,25,36,95,51,existing,334.9057292255063,25,36,95,94,existing,227.14693240922983,25,36,95,66,existing,109.48173097888179,25,36,95,150,existing,134.27331334575413
