,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare
0,0,44,0,193,existing,174.11392034311757,0,44,0,126,existing,102.02889760505185,0,44,0,4,existing,694.6007774755575,0,44,0,156,existing,328.79286916735555
1,1,44,3,193,existing,224.31093939313982,1,44,3,126,existing,152.22591665507412,1,44,3,6,existing,741.466420138536,1,44,3,156,existing,378.9898882173778
2,2,41,4,190,existing,69.03589019572694,2,41,4,190,existing,69.03589019572694,2,41,4,4,existing,0.0,2,41,4,138,existing,340.47644850670156
3,3,41,5,190,existing,220.89124070198466,3,41,5,190,existing,220.89124070198466,3,41,5,4,existing,151.8553505062577,3,41,5,156,existing,213.9525578019443
4,4,39,6,230,existing,265.3283319639532,4,39,6,74,existing,339.602074216328,4,39,6,6,existing,0.0,4,39,6,156,existing,880.5043996706303
5,5,39,7,230,existing,149.61457923245868,5,39,7,74,existing,455.31582694782253,5,39,7,6,existing,115.71375273149452,5,39,7,156,existing,996.2181524021248
6,6,41,8,190,existing,240.0708512168145,6,41,8,190,existing,240.0708512168145,6,41,8,4,existing,171.03496102108755,6,41,8,156,existing,194.77294728711442
7,7,43,10,234,existing,140.756501854069,7,43,10,138,existing,159.24223623994192,7,43,10,4,existing,483.47838437891727,7,43,10,156,existing,117.67047607071532
8,8,46,11,74,existing,369.7652430705639,8,46,11,64,existing,172.20083636310602,8,46,11,116,existing,426.83816467484235,8,46,11,156,existing,783.8021924626112
9,9,46,12,74,existing,230.32935167424105,9,46,12,64,existing,32.764944966783176,9,46,12,116,existing,287.4022732785195,9,46,12,156,existing,923.238083858934
10,10,40,20,248,existing,89.40869712702174,10,40,20,190,existing,296.54325260333593,10,40,20,4,existing,330.4314888054517,10,40,20,138,existing,540.0145683749863
11,11,40,21,248,existing,292.57530893412974,11,40,21,190,existing,499.7098644104439,11,40,21,4,existing,533.5981006125596,11,40,21,138,existing,743.1811801820943
