,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant,4_assign_from_var_id_restaurant,4_assign_to_var_id_restaurant,4_assign_from_node_id_restaurant,4_assign_to_node_id_restaurant,4_assign_type_restaurant,4_dist_restaurant,5_assign_from_var_id_restaurant,5_assign_to_var_id_restaurant,5_assign_from_node_id_restaurant,5_assign_to_node_id_restaurant,5_assign_type_restaurant,5_dist_restaurant,6_assign_from_var_id_restaurant,6_assign_to_var_id_restaurant,6_assign_from_node_id_restaurant,6_assign_to_node_id_restaurant,6_assign_type_restaurant,6_dist_restaurant,7_assign_from_var_id_restaurant,7_assign_to_var_id_restaurant,7_assign_from_node_id_restaurant,7_assign_to_node_id_restaurant,7_assign_type_restaurant,7_dist_restaurant
45,45,9,167,48,allocated,354.1610636067146,45,9,167,185,allocated,80.3864235394079,45,9,167,183,allocated,61.52126802579525,45,55,167,183,allocated,61.52126802579525,45,40,167,131,allocated,930.2699436656935,45,73,167,159,existing,1023.4458420563855,45,72,167,160,existing,978.3120366314686,45,76,167,41,existing,1422.5307627536317,45,74,167,170,existing,1043.7222576852505,45,75,167,136,existing,1200.240119833757,45,39,167,130,allocated,1121.849458514913
46,46,9,168,48,allocated,401.7890833414641,46,9,168,130,allocated,609.8796582396595,46,9,168,48,allocated,401.7890833414641,46,40,168,131,allocated,418.30014339044004,46,39,168,130,allocated,609.8796582396595,46,55,168,183,allocated,694.4288789223834,46,73,168,159,existing,787.1155378452735,46,74,168,170,existing,807.3919534741385,46,75,168,136,existing,963.9098156226449,46,76,168,41,existing,910.5609624783782,46,72,168,160,existing,832.2493432701904
47,47,9,169,48,allocated,459.1066389037372,47,9,169,130,allocated,667.1972138019327,47,9,169,48,allocated,459.1066389037372,47,40,169,131,allocated,475.6176989527131,47,39,169,130,allocated,667.1972138019327,47,73,169,159,existing,844.4330934075465,47,55,169,183,allocated,751.7464344846564,47,74,169,170,existing,864.7095090364116,47,72,169,160,existing,889.5668988324635,47,76,169,41,existing,967.8785180406512,47,75,169,136,existing,1021.227371184918
48,48,9,171,48,allocated,423.7307903792116,48,9,171,54,existing,132.47208528913887,48,9,171,171,allocated,0.0,48,72,171,160,existing,505.8814667513355,48,73,171,159,existing,551.0152721762524,48,74,171,170,existing,571.2916878051174,48,55,171,183,allocated,555.7688953620575,48,76,171,41,existing,1212.3744512029282,48,39,171,130,allocated,911.6931469642095,48,75,171,136,existing,727.8095499536239,48,40,171,131,allocated,720.11363211499
49,49,47,173,154,allocated,73.9601489613159,49,47,173,130,allocated,543.3376049847775,49,47,173,173,allocated,0.0,49,39,173,130,allocated,543.3376049847775,49,40,173,131,allocated,734.917119833997,49,76,173,41,existing,816.7746735789428,49,55,173,183,allocated,896.4739906671148,49,73,173,159,existing,1155.926915424154,49,74,173,170,existing,1167.863837613386,49,75,173,136,existing,1321.4668542501986,49,72,173,160,existing,1201.060720849071
50,50,71,180,170,existing,319.9826839521078,50,71,180,130,allocated,312.88304211613365,50,71,180,118,allocated,47.446834251133104,50,40,180,131,allocated,121.3035272669141,50,73,180,159,existing,299.70626832324274,50,74,180,170,existing,319.9826839521078,50,39,180,130,allocated,312.88304211613365,50,55,180,183,allocated,937.857801771489,50,75,180,136,existing,476.5005461006142,50,76,180,41,existing,613.5643463548524,50,72,180,160,existing,344.8400737481596
51,51,9,184,48,allocated,382.2797550628707,51,9,184,185,allocated,27.25301917550589,51,9,184,184,allocated,0.0,51,55,184,183,allocated,89.63995948195137,51,40,184,131,allocated,958.3886351218496,51,73,184,159,existing,1051.5645335125416,51,72,184,160,existing,1006.4307280876247,51,39,184,130,allocated,1149.9681499710691,51,75,184,136,existing,1228.358811289913,51,76,184,41,existing,1450.6494542097878,51,74,184,170,existing,1071.8409491414068
52,52,9,185,48,allocated,355.02673588736485,52,9,185,185,allocated,0.0,52,9,185,185,allocated,0.0,52,55,185,183,allocated,62.386940306445474,52,40,185,131,allocated,931.1356159463437,52,73,185,159,existing,1024.3115143370358,52,72,185,160,existing,979.1777089121188,52,74,185,170,existing,1044.5879299659007,52,39,185,130,allocated,1122.7151307955633,52,76,185,41,existing,1423.396435034282,52,75,185,136,existing,1201.1057921144072
53,53,20,191,73,allocated,377.10232009291434,53,20,191,130,allocated,221.69362948755196,53,20,191,191,allocated,0.0,53,76,191,41,existing,187.27560919085437,53,39,191,130,allocated,221.69362948755196,53,40,191,131,allocated,413.2731443367715,53,73,191,159,existing,834.2829399269283,53,75,191,136,existing,849.8114471305412,53,72,191,160,existing,879.4167453518453,53,55,191,183,allocated,1282.0218199766698,53,74,191,170,existing,846.2198621161604
54,54,68,197,226,existing,152.6462819621781,54,68,197,143,existing,109.02249091803677,54,68,197,197,allocated,0.0,54,75,197,136,existing,510.04155767894497,54,74,197,170,existing,666.5594198274514,54,72,197,160,existing,731.9696408812333,54,73,197,159,existing,686.8358354563164,54,76,197,41,existing,1547.1286140003406,54,55,197,183,allocated,929.3364529564018,54,40,197,131,allocated,1093.6811897093344,54,39,197,130,allocated,1285.2607045585537
55,55,47,199,154,allocated,485.09761406892204,55,47,199,130,allocated,40.10791690991814,55,47,199,84,allocated,35.38291408698761,55,39,199,130,allocated,40.10791690991814,55,40,199,131,allocated,231.6874317591377,55,73,199,159,existing,627.4461218191985,55,76,199,41,existing,299.1000426414592,55,55,199,183,allocated,1090.998765521571,55,72,199,160,existing,672.5799272441154,55,74,199,170,existing,639.3830440084306,55,75,199,136,existing,779.6882813318999
56,56,20,204,73,allocated,420.6016133215538,56,20,204,130,allocated,135.05649818191353,56,20,204,204,allocated,0.0,56,39,204,130,allocated,135.05649818191353,56,76,204,41,existing,165.6248060568052,56,40,204,131,allocated,326.6360130311331,56,73,204,159,existing,747.6458086212899,56,55,204,183,allocated,1195.3846886710312,56,75,204,136,existing,913.1635179165539,56,74,204,170,existing,759.5827308105219,56,72,204,160,existing,792.7796140462068
57,57,47,209,154,allocated,818.9771979564199,57,47,209,138,allocated,266.8026279517235,57,47,209,138,allocated,266.8026279517235,57,39,209,130,allocated,970.5377695372391,57,40,209,131,allocated,1162.1172843864586,57,55,209,183,allocated,1555.6702076712984,57,76,209,41,existing,1226.6734184886843,57,73,209,159,existing,1583.1270799766155,57,72,209,160,existing,1628.2608854015323,57,75,209,136,existing,1748.6447892718795,57,74,209,170,existing,1595.0640021658473
58,58,47,211,154,allocated,464.4060480225449,58,47,211,130,allocated,22.272827643636674,58,47,211,130,allocated,22.272827643636674,58,39,211,130,allocated,22.272827643636674,58,40,211,131,allocated,213.85234249285622,58,76,211,41,existing,278.40847659508205,58,73,211,159,existing,634.8621380830131,58,74,211,170,existing,646.799060272245,58,75,211,136,existing,800.3798473782771,58,55,211,183,allocated,1082.6010181327545,58,72,211,160,existing,679.99594350793
59,59,9,213,48,allocated,415.4293304801044,59,9,213,185,allocated,60.402594592739554,59,9,213,184,allocated,33.14957541723366,59,55,213,183,allocated,122.78953489918503,59,40,213,131,allocated,991.5382105390834,59,73,213,159,existing,1084.7141089297752,59,72,213,160,existing,1039.5803035048584,59,39,213,130,allocated,1183.117725388303,59,75,213,136,existing,1261.5083867071467,59,76,213,41,existing,1483.7990296270216,59,74,213,170,existing,1104.9905245586403
60,60,9,215,48,allocated,394.57044916946467,60,9,215,130,allocated,373.11794573873385,60,9,215,175,allocated,179.36537084149654,60,40,215,131,allocated,181.5384308895143,60,39,215,130,allocated,373.11794573873385,60,74,215,170,existing,570.6302409732128,60,73,215,159,existing,550.3538253443478,60,55,215,183,allocated,687.2102447503839,60,72,215,160,existing,595.4876307692647,60,76,215,41,existing,673.7992499774525,60,75,215,136,existing,727.1481031217193
61,61,9,217,48,allocated,279.7989100050015,61,9,217,130,allocated,487.889484903197,61,9,217,48,allocated,279.7989100050015,61,40,217,131,allocated,296.30997005397745,61,39,217,130,allocated,487.889484903197,61,55,217,183,allocated,572.4387055859208,61,73,217,159,existing,665.1253645088109,61,74,217,170,existing,685.4017801376759,61,75,217,136,existing,841.9196422861824,61,72,217,160,existing,710.2591699337278,61,76,217,41,existing,788.5707891419156
62,62,68,219,226,existing,521.8351116401649,62,68,219,225,existing,201.3259607322301,62,68,219,219,allocated,0.0,62,72,219,160,existing,700.4563298318155,62,73,219,159,existing,745.5901352567324,62,74,219,170,existing,765.8665508855976,62,55,219,183,allocated,792.9870232984772,62,76,219,41,existing,1449.592579139348,62,40,219,131,allocated,957.3317600514098,62,39,219,130,allocated,1148.9112749006295,62,75,219,136,existing,864.8348955915087
63,63,9,220,48,allocated,572.7281435456772,63,9,220,54,existing,281.46943845560446,63,9,220,220,allocated,0.0,63,72,220,160,existing,654.8788199178011,63,73,220,159,existing,700.012625342718,63,55,220,183,allocated,704.7662485285231,63,74,220,170,existing,720.289040971583,63,76,220,41,existing,1361.3718043693939,63,40,220,131,allocated,869.1109852814556,63,39,220,130,allocated,1060.690500130675,63,75,220,136,existing,876.8069031200895
64,64,9,221,48,allocated,454.6649487632799,64,9,221,130,allocated,433.21244533254907,64,9,221,175,allocated,239.45987043531173,64,40,221,131,allocated,241.6329304833295,64,39,221,130,allocated,433.21244533254907,64,74,221,170,existing,630.724740567028,64,73,221,159,existing,610.448324938163,64,55,221,183,allocated,747.3047443441992,64,72,221,160,existing,655.5821303630798,64,75,221,136,existing,787.2426027155344,64,76,221,41,existing,733.8937495712677
