,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant,4_assign_from_var_id_restaurant,4_assign_to_var_id_restaurant,4_assign_from_node_id_restaurant,4_assign_to_node_id_restaurant,4_assign_type_restaurant,4_dist_restaurant,5_assign_from_var_id_restaurant,5_assign_to_var_id_restaurant,5_assign_from_node_id_restaurant,5_assign_to_node_id_restaurant,5_assign_type_restaurant,5_dist_restaurant,6_assign_from_var_id_restaurant,6_assign_to_var_id_restaurant,6_assign_from_node_id_restaurant,6_assign_to_node_id_restaurant,6_assign_type_restaurant,6_dist_restaurant
42,42,20,75,75,existing,0.0,42,20,75,34,existing,249.51019423299334,42,20,75,58,allocated,175.3691549071393,42,4,75,58,allocated,175.3691549071393,42,16,75,182,allocated,260.5347877258298,42,29,75,12,existing,679.1522543713771,42,13,75,142,allocated,274.934633286276,42,28,75,79,existing,780.1493410421087,42,27,75,80,existing,881.9733611363446,42,26,75,80,existing,881.9733611363446
43,43,19,76,28,existing,169.03807344470252,43,19,76,155,existing,78.8664087383464,43,19,76,81,allocated,94.03777248588015,43,13,76,142,allocated,448.4431612272988,43,4,76,58,allocated,587.6393084113319,43,29,76,12,existing,1112.537780847975,43,16,76,182,allocated,672.8049412300223,43,28,76,79,existing,1213.5348675187067,43,26,76,80,existing,1315.3588876129425,43,27,76,80,existing,1315.3588876129425
44,44,22,77,143,existing,302.3048923037163,44,22,77,113,allocated,559.7080351070639,44,22,77,113,allocated,559.7080351070639,44,4,77,58,allocated,859.5615904574963,44,16,77,182,allocated,944.7272232761868,44,27,77,80,existing,1400.3868321464026,44,13,77,142,allocated,1072.244027646786,44,26,77,80,existing,1400.3868321464026,44,29,77,12,existing,1593.532070301477,44,28,77,79,existing,1501.4904111724036
45,45,22,78,143,existing,353.6291577618247,45,22,78,113,allocated,611.0323005651722,45,22,78,113,allocated,611.0323005651722,45,4,78,58,allocated,910.8858559156047,45,16,78,182,allocated,996.0514887342952,45,27,78,80,existing,1451.711097604511,45,13,78,142,allocated,1123.568293104894,45,29,78,12,existing,1644.8563357595854,45,28,78,79,existing,1552.814676630512,45,26,78,80,existing,1451.711097604511
46,46,24,83,25,existing,252.25888926452234,46,24,83,141,allocated,220.07916794705994,46,24,83,145,allocated,187.42651913654055,46,26,83,80,existing,341.1266929838262,46,27,83,80,existing,341.1266929838262,46,29,83,12,existing,544.829334375979,46,28,83,79,existing,442.950713078062,46,4,83,58,allocated,824.4275123951978,46,13,83,142,allocated,1037.1099495844874,46,16,83,182,allocated,739.2618795765073
47,47,25,84,80,existing,93.18188255474043,47,25,84,141,allocated,172.95989888851224,47,25,84,19,allocated,51.02729628436264,47,27,84,80,existing,93.18188255474043,47,26,84,80,existing,93.18188255474043,47,29,84,12,existing,296.5974418457086,47,28,84,79,existing,195.00590264897622,47,16,84,182,allocated,709.5404469649303,47,13,84,142,allocated,1007.3885169729105,47,4,84,58,allocated,794.7060797836208
48,48,23,85,79,existing,174.22806870189413,48,23,85,141,allocated,394.33799812930107,48,23,85,53,allocated,93.29422221260302,48,29,85,12,existing,73.23098203116245,48,28,85,79,existing,174.22806870189413,48,27,85,80,existing,276.0520887961299,48,26,85,80,existing,276.0520887961299,48,13,85,142,allocated,873.421935002108,48,4,85,58,allocated,660.7394978128183,48,16,85,182,allocated,575.5738649941278
49,49,23,86,79,existing,123.805530700066,49,23,86,141,allocated,343.25344330744844,49,23,86,79,existing,123.805530700066,49,28,86,79,existing,123.805530700066,49,29,86,12,existing,124.31553685301512,49,27,86,80,existing,225.6295507943018,49,26,86,80,existing,225.6295507943018,49,4,86,58,allocated,711.8240526346709,49,13,86,142,allocated,924.5064898239606,49,16,86,182,allocated,626.6584198159804
50,50,21,87,185,existing,228.6649557879291,50,21,87,34,existing,402.42661691770945,50,21,87,81,allocated,479.33590988932093,50,4,87,58,allocated,479.78264379828136,50,16,87,182,allocated,564.948276616972,50,13,87,142,allocated,579.3481221774181,50,29,87,12,existing,874.9556039063767,50,28,87,79,existing,975.9526905771083,50,26,87,80,existing,1077.776710671344,50,27,87,80,existing,1077.776710671344
51,51,21,88,185,existing,154.12005633163903,51,21,88,34,existing,327.8817174614194,51,21,88,81,allocated,404.79101043303086,51,4,88,58,allocated,405.2377443419913,51,16,88,182,allocated,490.4033771606818,51,13,88,142,allocated,504.803222721128,51,29,88,12,existing,800.4107044500867,51,26,88,80,existing,1003.2318112150541,51,27,88,80,existing,1003.2318112150541,51,28,88,79,existing,901.4077911208183
52,52,22,89,143,existing,379.2954853153949,52,22,89,180,existing,646.5383687472782,52,22,89,70,allocated,578.7580424943142,52,4,89,58,allocated,977.0954917642455,52,16,89,182,allocated,1062.261124582936,52,13,89,142,allocated,1189.7779289535351,52,27,89,80,existing,1326.1129345557515,52,28,89,79,existing,1427.2165135817527,52,26,89,80,existing,1326.1129345557515,52,29,89,12,existing,1527.5401332729623
53,53,22,90,143,existing,399.18181630980644,53,22,90,180,existing,626.6520377528667,53,22,90,70,allocated,558.8717114999026,53,4,90,58,allocated,957.2091607698339,53,16,90,182,allocated,1042.3747935885244,53,27,90,80,existing,1306.2266035613402,53,13,90,142,allocated,1169.8915979591234,53,28,90,79,existing,1407.330182587341,53,26,90,80,existing,1306.2266035613402,53,29,90,12,existing,1507.6538022785508
54,54,20,91,75,existing,202.53243020370215,54,20,91,34,existing,452.0426244366955,54,20,91,142,allocated,72.40220308257385,54,13,91,142,allocated,72.40220308257385,54,4,91,58,allocated,140.2802341067158,54,29,91,12,existing,874.2507139506966,54,16,91,182,allocated,225.4458669254063,54,27,91,80,existing,1028.168196445077,54,26,91,80,existing,1028.168196445077,54,28,91,79,existing,975.2478006214283
55,55,20,92,75,existing,120.0998342206185,55,20,92,34,existing,369.61002845361185,55,20,92,58,allocated,57.84763812363214,55,4,92,58,allocated,57.84763812363214,55,16,92,182,allocated,143.01327094232266,55,29,92,12,existing,791.8181179676129,55,13,92,142,allocated,154.83479906565748,55,28,92,79,existing,892.8152046383445,55,27,92,80,existing,945.7356004619933,55,26,92,80,existing,945.7356004619933
56,56,23,94,79,existing,366.1212855445622,56,23,94,141,allocated,203.13574588027225,56,23,94,141,allocated,203.13574588027225,56,29,94,12,existing,265.12419887383055,56,28,94,79,existing,366.1212855445622,56,27,94,80,existing,467.945305638798,56,16,94,182,allocated,383.68064815145965,56,13,94,142,allocated,681.5287181594398,56,4,94,58,allocated,468.84628097015013,56,26,94,80,existing,467.945305638798
57,57,20,95,75,existing,369.1219581623702,57,20,95,141,allocated,331.6355841857677,57,20,95,182,allocated,204.9449638906503,57,16,95,182,allocated,204.9449638906503,57,4,95,58,allocated,290.1105967093408,57,29,95,12,existing,542.1967704871417,57,13,95,142,allocated,502.7930338986305,57,28,95,79,existing,643.1938571578735,57,27,95,80,existing,597.7773656290203,57,26,95,80,existing,597.7773656290203
58,58,6,98,70,allocated,428.60882972981074,58,6,98,180,existing,496.3891559827748,58,6,98,70,allocated,428.60882972981074,58,4,98,58,allocated,933.0056801169533,58,16,98,182,allocated,1018.1713129356438,58,27,98,80,existing,1175.9637217912482,58,13,98,142,allocated,1145.688117306243,58,26,98,80,existing,1175.9637217912482,58,29,98,12,existing,1377.3909205084587,58,28,98,79,existing,1277.0673008172491
59,59,24,102,25,existing,151.41536333159758,59,24,102,141,allocated,320.9226938799847,59,24,102,145,allocated,86.58299320361579,59,27,102,80,existing,240.28316705090145,59,26,102,80,existing,240.28316705090145,59,28,102,79,existing,342.10718714513723,59,29,102,12,existing,443.9858084430542,59,13,102,142,allocated,1137.9534755174122,59,4,102,58,allocated,925.2710383281226,59,16,102,182,allocated,840.1054055094321
60,60,6,103,70,allocated,233.97403370504338,60,6,103,141,allocated,289.6451964353361,60,6,103,70,allocated,233.97403370504338,60,27,103,80,existing,536.3908307694064,60,26,103,80,existing,536.3908307694064,60,4,103,58,allocated,629.1633746096177,60,16,103,182,allocated,543.9977417909272,60,28,103,79,existing,638.2148508636421,60,29,103,12,existing,740.0934721615591,60,13,103,142,allocated,841.8458117989073
61,61,10,105,121,allocated,114.00218147974843,61,10,105,127,allocated,334.6804107632206,61,10,105,142,allocated,108.6471966134861,61,13,105,142,allocated,108.6471966134861,61,4,105,58,allocated,321.3296338027757,61,16,105,182,allocated,406.49526662146627,61,29,105,12,existing,1051.5661402953497,61,26,105,80,existing,1209.217596141137,61,27,105,80,existing,1209.217596141137,61,28,105,79,existing,1152.5632269660814
62,62,10,106,121,allocated,189.4039786961597,62,10,106,127,allocated,410.08220797963185,62,10,106,142,allocated,33.24539939707484,62,13,106,142,allocated,33.24539939707484,62,4,106,58,allocated,245.92783658636444,62,16,106,182,allocated,331.093469405055,62,29,106,12,existing,979.8983164303453,62,26,106,80,existing,1133.8157989247256,62,28,106,79,existing,1080.895403101077,62,27,106,80,existing,1133.8157989247256
63,63,23,107,79,existing,315.33402388900765,63,23,107,141,allocated,51.91133658024602,63,23,107,141,allocated,51.91133658024602,63,28,107,79,existing,315.33402388900765,63,26,107,80,existing,317.54482345810135,63,27,107,80,existing,317.54482345810135,63,29,107,12,existing,415.65764358021755,63,4,107,58,allocated,620.0706902701763,63,16,107,182,allocated,534.9050574514858,63,13,107,142,allocated,832.753127459466
64,64,23,111,79,existing,265.73267951097023,64,23,111,141,allocated,101.51268095828338,64,23,111,141,allocated,101.51268095828338,64,28,111,79,existing,265.73267951097023,64,29,111,12,existing,366.0562992021801,64,26,111,80,existing,367.1461678361387,64,27,111,80,existing,367.1461678361387,64,4,111,58,allocated,570.469345892139,64,13,111,142,allocated,783.1517830814287,64,16,111,182,allocated,485.30371307344853
65,65,23,112,79,existing,73.8987239309356,65,23,112,141,allocated,293.346636538318,65,23,112,79,existing,73.8987239309356,65,28,112,79,existing,73.8987239309356,65,29,112,12,existing,174.2223436221455,65,26,112,80,existing,175.72274402517138,65,27,112,80,existing,175.72274402517138,65,4,112,58,allocated,761.7308594038013,65,13,112,142,allocated,974.413296593091,65,16,112,182,allocated,676.5652265851108
66,66,20,118,75,existing,13.928227846969737,66,20,118,34,existing,260.97324814603513,66,20,118,58,allocated,161.44092706016954,66,4,118,58,allocated,161.44092706016954,66,16,118,182,allocated,246.60655987886008,66,29,118,12,existing,665.2240265244073,66,13,118,142,allocated,288.8628611332457,66,28,118,79,existing,766.221113195139,66,27,118,80,existing,868.0451332893748,66,26,118,80,existing,868.0451332893748
67,67,20,119,75,existing,55.93244129724303,67,20,119,34,existing,218.96903469576182,67,20,119,58,allocated,203.44514051044285,67,4,119,58,allocated,203.44514051044285,67,16,119,182,allocated,288.6107733291334,67,29,119,12,existing,623.2198130741341,67,13,119,142,allocated,330.867074583519,67,28,119,79,existing,724.2168997448657,67,26,119,80,existing,826.0409198391015,67,27,119,80,existing,826.0409198391015
68,68,20,120,75,existing,234.11803242799158,68,20,120,155,existing,266.98493262329487,68,20,120,142,allocated,246.9430501094671,68,13,120,142,allocated,246.9430501094671,68,4,120,58,allocated,386.13919729350016,68,29,120,12,existing,913.2702867993687,68,16,120,182,allocated,471.3048301121907,68,27,120,80,existing,1116.0913935643362,68,26,120,80,existing,1116.0913935643362,68,28,120,79,existing,1014.2673734701004
69,69,10,121,121,allocated,0.0,69,10,121,127,allocated,244.05089308248188,69,10,121,121,allocated,0.0,69,13,121,142,allocated,222.64937809323453,69,4,121,58,allocated,435.33181528252413,69,29,121,12,existing,1165.5683217750977,69,16,121,182,allocated,520.4974481012147,69,28,121,79,existing,1266.5654084458295,69,27,121,80,existing,1323.2197776208855,69,26,121,80,existing,1323.2197776208855
70,70,21,122,185,existing,100.47824914672807,70,21,122,34,existing,106.36811632319147,70,21,122,58,allocated,316.0460588830132,70,4,122,58,allocated,316.0460588830132,70,16,122,182,allocated,401.2116917017037,70,29,122,12,existing,545.8123989717195,70,13,122,142,allocated,443.46799295608935,70,27,122,80,existing,748.633505736687,70,28,122,79,existing,646.8094856424511,70,26,122,80,existing,748.633505736687
71,71,6,125,70,allocated,152.97852028918334,71,6,125,180,existing,85.1981940362193,71,6,125,70,allocated,152.97852028918334,71,16,125,182,allocated,659.0499851193667,71,27,125,80,existing,670.8392212070285,71,4,125,58,allocated,744.2156179380572,71,26,125,80,existing,670.8392212070285,71,13,125,142,allocated,956.8980551273469,71,28,125,79,existing,771.9428002330294,71,29,125,12,existing,872.2664199242392
72,72,22,126,143,existing,307.3882816516348,72,22,126,180,existing,718.4455724110383,72,22,126,70,allocated,650.6652461580743,72,4,126,58,allocated,1023.4837267444796,72,16,126,182,allocated,1108.64935956317,72,13,126,142,allocated,1236.166163933769,72,27,126,80,existing,1398.0201382195116,72,26,126,80,existing,1398.0201382195116,72,28,126,79,existing,1499.1237172455126,72,29,126,12,existing,1599.4473369367224
73,73,17,127,127,existing,0.0,73,17,127,127,allocated,0.0,73,17,127,127,allocated,0.0,73,13,127,142,allocated,443.3276073767067,73,4,127,58,allocated,656.0100445659963,73,29,127,12,existing,1386.24655105857,73,16,127,182,allocated,741.1756773846869,73,26,127,80,existing,1543.8980069043575,73,28,127,79,existing,1487.2436377293018,73,27,127,80,existing,1543.8980069043575
74,74,22,129,143,existing,96.38353571428775,74,22,129,113,allocated,319.8583540281245,74,22,129,113,allocated,319.8583540281245,74,4,129,58,allocated,619.7119093785569,74,16,129,182,allocated,704.8775421972474,74,29,129,12,existing,1353.6823892225375,74,13,129,142,allocated,832.3943465678465,74,27,129,80,existing,1394.0083387393183,74,26,129,80,existing,1394.0083387393183,74,28,129,79,existing,1454.6794758932692
75,75,23,130,79,existing,205.76578404119752,75,23,130,141,allocated,363.49124738363696,75,23,130,53,allocated,124.83193755190638,75,29,130,12,existing,104.76869737046584,75,28,130,79,existing,205.76578404119752,75,26,130,80,existing,307.58980413543327,75,27,130,80,existing,307.58980413543327,75,13,130,142,allocated,841.8842196628045,75,16,130,182,allocated,544.0361496548244,75,4,130,58,allocated,629.2017824735149
76,76,23,131,79,existing,144.06251465573507,76,23,131,141,allocated,424.50355217546013,76,23,131,53,allocated,63.128668166443944,76,29,131,12,existing,43.065427985003396,76,28,131,79,existing,144.06251465573507,76,26,131,80,existing,245.88653474997085,76,27,131,80,existing,245.88653474997085,76,16,131,182,allocated,605.7394190402869,76,4,131,58,allocated,690.9050518589773,76,13,131,142,allocated,903.587489048267
77,77,25,141,80,existing,266.1417814432527,77,25,141,141,allocated,0.0,77,25,141,141,allocated,0.0,77,26,141,80,existing,266.1417814432527,77,27,141,80,existing,266.1417814432527,77,29,141,12,existing,467.5689801604635,77,28,141,79,existing,367.2453604692536,77,16,141,182,allocated,536.580548076418,77,4,141,58,allocated,621.7461808951085,77,13,141,142,allocated,834.4286180843982
78,78,10,142,121,allocated,222.64937809323453,78,10,142,127,allocated,443.3276073767067,78,10,142,142,allocated,0.0,78,13,142,142,allocated,0.0,78,4,142,58,allocated,212.6824371892896,78,29,142,12,existing,946.6529170332705,78,16,142,182,allocated,297.84807000798014,78,27,142,80,existing,1100.5703995276508,78,28,142,79,existing,1047.650003704002,78,26,142,80,existing,1100.5703995276508
79,79,22,143,143,existing,0.0,79,22,143,113,allocated,416.2418897424123,79,22,143,113,allocated,416.2418897424123,79,4,143,58,allocated,716.0954450928447,79,16,143,182,allocated,801.2610779115352,79,29,143,12,existing,1450.0659249368255,79,13,143,142,allocated,928.7778822821342,79,27,143,80,existing,1490.3918744536063,79,28,143,79,existing,1551.0630116075572,79,26,143,80,existing,1490.3918744536063
80,80,24,144,25,existing,104.51128713279026,80,24,144,141,allocated,367.82677007879204,80,24,144,145,allocated,39.67891700480847,80,27,144,80,existing,193.37909085209412,80,26,144,80,existing,193.37909085209412,80,29,144,12,existing,397.0817322442469,80,28,144,79,existing,295.2031109463299,80,4,144,58,allocated,972.17511452693,80,16,144,182,allocated,887.0094817082395,80,13,144,142,allocated,1184.8575517162196
81,81,24,146,25,existing,224.15940130480396,81,24,146,141,allocated,51.06178294832474,81,24,146,141,allocated,51.06178294832474,81,27,146,80,existing,316.435238104097,81,26,146,80,existing,316.435238104097,81,29,146,12,existing,518.6307631087882,81,28,146,79,existing,418.25925819833276,81,4,146,58,allocated,672.8079638434333,81,13,146,142,allocated,885.490401032723,81,16,146,182,allocated,587.6423310247428
82,82,23,147,79,existing,315.869140134339,82,23,147,141,allocated,151.64914158165215,82,23,147,141,allocated,151.64914158165215,82,28,147,79,existing,315.869140134339,82,29,147,12,existing,316.61080317245063,82,26,147,80,existing,417.28262845950746,82,27,147,80,existing,417.28262845950746,82,13,147,142,allocated,733.0153224580599,82,16,147,182,allocated,435.1672524500798,82,4,147,58,allocated,520.3328852687703
83,83,6,149,70,allocated,114.74709557179617,83,6,149,180,existing,46.96676931883213,83,6,149,70,allocated,114.74709557179617,83,16,149,182,allocated,620.8185604019795,83,27,149,80,existing,632.6077964896413,83,4,149,58,allocated,705.98419322067,83,26,149,80,existing,632.6077964896413,83,28,149,79,existing,733.7113755156422,83,29,149,12,existing,834.034995206852,83,13,149,142,allocated,918.6666304099597
84,84,24,151,25,existing,265.56151925745087,84,24,151,141,allocated,92.46390090097162,84,24,151,141,allocated,92.46390090097162,84,27,151,80,existing,357.8373560567439,84,26,151,80,existing,357.8373560567439,84,29,151,12,existing,560.0328810614351,84,28,151,79,existing,459.66137615097966,84,13,151,142,allocated,926.8925189853699,84,4,151,58,allocated,714.2100817960802,84,16,151,182,allocated,629.0444489773897
85,85,22,153,143,existing,40.42199688742987,85,22,153,113,allocated,375.8198928549824,85,22,153,113,allocated,375.8198928549824,85,4,153,58,allocated,675.6734482054148,85,16,153,182,allocated,760.8390810241053,85,29,153,12,existing,1409.6439280493955,85,13,153,142,allocated,888.3558853947044,85,27,153,80,existing,1449.9698775661764,85,26,153,80,existing,1449.9698775661764,85,28,153,79,existing,1510.6410147201273
86,86,21,154,185,existing,114.30085543374094,86,21,154,34,existing,120.19072261020433,86,21,154,58,allocated,302.22345259600036,86,4,154,58,allocated,302.22345259600036,86,16,154,182,allocated,387.3890854146909,86,29,154,12,existing,531.9897926847067,86,13,154,142,allocated,429.6453866690765,86,28,154,79,existing,632.9868793554383,86,26,154,80,existing,734.8108994496741,86,27,154,80,existing,734.8108994496741
87,87,22,157,143,existing,374.09834089423055,87,22,157,113,allocated,790.3402306366427,87,22,157,70,allocated,744.7860158663692,87,4,157,58,allocated,1090.1937859870752,87,16,157,182,allocated,1175.3594188057657,87,13,157,142,allocated,1302.8762231763649,87,27,157,80,existing,1492.1409079278064,87,26,157,80,existing,1492.1409079278064,87,28,157,79,existing,1593.2444869538076,87,29,157,12,existing,1693.5681066450172
88,88,21,158,185,existing,199.29153632133847,88,21,158,34,existing,205.18140349780185,88,21,158,58,allocated,387.2141334835979,88,4,158,58,allocated,387.2141334835979,88,29,158,12,existing,446.99911179710915,88,16,158,182,allocated,458.8720982941668,88,13,158,142,allocated,514.6360675566741,88,28,158,79,existing,547.9961984678408,88,27,158,80,existing,649.8202185620767,88,26,158,80,existing,649.8202185620767
89,89,15,159,160,allocated,74.29845451907838,89,15,159,113,allocated,369.0253882385018,89,15,159,160,allocated,74.29845451907838,89,4,159,58,allocated,357.7608647650775,89,16,159,182,allocated,442.92649758376797,89,27,159,80,existing,801.8035415538241,89,13,159,142,allocated,570.443301954367,89,29,159,12,existing,1003.230740271035,89,26,159,80,existing,801.8035415538241,89,28,159,79,existing,902.907120579825
90,90,15,160,160,allocated,0.0,90,15,160,180,existing,350.113341305074,90,15,160,160,allocated,0.0,90,4,160,58,allocated,432.0593192841559,90,16,160,182,allocated,517.2249521028464,90,13,160,142,allocated,644.7417564734454,90,26,160,80,existing,727.5050870347457,90,28,160,79,existing,828.6086660607466,90,27,160,80,existing,727.5050870347457,90,29,160,12,existing,928.9322857519566
91,91,15,161,160,allocated,54.15731825864163,91,15,161,180,existing,295.9560230464324,91,15,161,160,allocated,54.15731825864163,91,4,161,58,allocated,486.21663754279746,91,16,161,182,allocated,571.382270361488,91,27,161,80,existing,673.3477687761041,91,26,161,80,existing,673.3477687761041,91,13,161,142,allocated,698.899074732087,91,28,161,79,existing,774.451347802105,91,29,161,12,existing,874.774967493315
92,92,15,162,160,allocated,138.31981018416246,92,15,162,180,existing,211.79353112091155,92,15,162,160,allocated,138.31981018416246,92,4,162,58,allocated,570.3791294683183,92,16,162,182,allocated,577.3960407629216,92,27,162,80,existing,589.1852768505833,92,26,162,80,existing,589.1852768505833,92,29,162,12,existing,790.6124755677941,92,13,162,142,allocated,783.061566657608,92,28,162,79,existing,690.2888558765842
93,93,24,164,25,existing,234.93708602196165,93,24,164,141,allocated,237.4009711896206,93,24,164,145,allocated,170.10471589397986,93,26,164,80,existing,323.8048897412655,93,27,164,80,existing,323.8048897412655,93,28,164,79,existing,425.6289098355013,93,29,164,12,existing,527.5075311334183,93,13,164,142,allocated,1054.431752827048,93,4,164,58,allocated,841.7493156377585,93,16,164,182,allocated,756.583682819068
94,94,20,172,75,existing,297.8775733737597,94,20,172,155,existing,200.99277460830143,94,20,172,81,allocated,216.2795428895997,94,13,172,142,allocated,312.9352081244606,94,4,172,58,allocated,452.13135530849365,94,16,172,182,allocated,537.2969881271841,94,29,172,12,existing,977.0298277451368,94,27,172,80,existing,1179.8509345101043,94,26,172,80,existing,1179.8509345101043,94,28,172,79,existing,1078.0269144158685
95,95,22,178,143,existing,99.71091634668188,95,22,178,113,allocated,515.9528060890941,95,22,178,113,allocated,515.9528060890941,95,4,178,58,allocated,815.8063614395267,95,16,178,182,allocated,900.9719942582171,95,29,178,12,existing,1549.7768412835073,95,13,178,142,allocated,1028.4887986288163,95,27,178,80,existing,1590.102790800288,95,26,178,80,existing,1590.102790800288,95,28,178,79,existing,1650.773927954239
96,96,20,181,75,existing,289.62402694189046,96,20,181,34,existing,318.9835570700335,96,20,181,182,allocated,345.06994472193514,96,16,181,182,allocated,345.06994472193514,96,29,181,12,existing,423.3494358892711,96,4,181,58,allocated,430.2355775406256,96,28,181,79,existing,524.3465225600028,96,13,181,142,allocated,564.5586602281664,96,27,181,80,existing,626.1705426542385,96,26,181,80,existing,626.1705426542385
97,97,20,182,75,existing,260.5347877258298,97,20,182,113,allocated,481.69813325025495,97,20,182,182,allocated,0.0,97,16,182,182,allocated,0.0,97,4,182,58,allocated,85.16563281869051,97,29,182,12,existing,648.8048470252903,97,13,182,142,allocated,297.84807000798014,97,28,182,79,existing,749.8019336960219,97,26,182,80,existing,802.7223295196707,97,27,182,80,existing,802.7223295196707
98,98,22,183,143,existing,190.1492182506541,98,22,183,113,allocated,606.3911079930663,98,22,183,113,allocated,606.3911079930663,98,4,183,58,allocated,906.2446633434988,98,16,183,182,allocated,991.4102961621893,98,29,183,12,existing,1640.2151431874795,98,13,183,142,allocated,1118.9271005327885,98,26,183,80,existing,1676.090030571383,98,27,183,80,existing,1676.090030571383,98,28,183,79,existing,1741.2122298582112
99,99,21,185,185,existing,0.0,99,21,185,34,existing,173.76166112978035,99,21,185,58,allocated,251.11768801035225,99,4,185,58,allocated,251.11768801035225,99,16,185,182,allocated,336.2833208290428,99,29,185,12,existing,646.2906481184476,99,13,185,142,allocated,350.683166389489,99,28,185,79,existing,747.2877347891792,99,26,185,80,existing,849.1117548834151,99,27,185,80,existing,849.1117548834151
100,100,24,186,25,existing,314.2641081488963,100,24,186,141,allocated,158.07394906268593,100,24,186,141,allocated,158.07394906268593,100,26,186,80,existing,403.1319118682002,100,27,186,80,existing,403.1319118682002,100,28,186,79,existing,504.955931962436,100,29,186,12,existing,606.834553260353,100,13,186,142,allocated,992.5025671470842,100,4,186,58,allocated,779.8201299577945,100,16,186,182,allocated,694.654497139104
101,101,21,187,185,existing,378.92446662571126,101,21,187,34,existing,384.81433380217464,101,21,187,81,allocated,424.89507632453825,101,13,187,142,allocated,547.0744593915464,101,4,187,58,allocated,627.5769807021355,101,16,187,182,allocated,712.7426135208261,101,29,187,12,existing,857.3433207908419,101,26,187,80,existing,1060.1644275558092,101,28,187,79,existing,958.3404074615735,101,27,187,80,existing,1060.1644275558092
102,102,19,195,28,existing,308.7017488104988,102,19,195,155,existing,208.64960494065875,102,19,195,81,allocated,193.36283665936048,102,13,195,142,allocated,722.5775876734208,102,4,195,58,allocated,857.3653899977119,102,16,195,182,allocated,942.5310228164024,102,29,195,12,existing,1361.1484894619493,102,26,195,80,existing,1563.969596226917,102,28,195,79,existing,1462.145576132681,102,27,195,80,existing,1563.969596226917
