,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant
111,111,91,179,276,existing,977.2717753808822,111,91,179,215,existing,458.59669524454665,111,91,179,204,allocated,344.1072344821829,111,95,179,273,existing,1476.530525426591,111,93,179,47,existing,2089.935783992938,111,94,179,394,existing,2865.5832783772394
112,112,90,180,273,existing,858.1243380031627,112,90,180,155,existing,448.9756350326328,112,90,180,320,allocated,542.0320929742833,112,94,180,394,existing,750.5149386697678,112,95,180,273,existing,858.1243380031627,112,93,180,47,existing,1788.7280556455335
113,113,90,181,273,existing,800.8829857888668,113,90,181,155,existing,391.73428281833685,113,90,181,320,allocated,484.79074075998733,113,95,181,273,existing,800.8829857888668,113,94,181,394,existing,807.7562908840637,113,93,181,47,existing,1845.9694078598295
114,114,92,184,276,existing,435.33552469527046,114,92,184,149,existing,521.0047154906531,114,92,184,31,allocated,139.97935578061765,114,93,184,47,existing,1353.3883830773284,114,95,184,273,existing,1373.4623046480401,114,94,184,394,existing,2751.57945735593
115,115,88,185,34,existing,482.6366519453171,115,88,185,149,existing,580.719441429994,115,88,185,31,allocated,80.26462984127666,115,93,185,47,existing,1293.6736571379874,115,95,185,273,existing,1433.177030587381,115,94,185,394,existing,2811.2941832952715
116,116,92,190,276,existing,938.5640719633698,116,92,190,149,existing,734.083516725764,116,92,190,320,allocated,478.6314349427281,116,95,190,273,existing,1297.6759709887547,116,93,190,47,existing,1686.4490564283474,116,94,190,394,existing,1771.178466586779
117,117,92,191,276,existing,986.776319248775,117,92,191,149,existing,782.2957640111692,117,92,191,320,allocated,526.8436822281334,117,95,191,273,existing,1345.88821827416,117,93,191,47,existing,1734.6613037137527,117,94,191,394,existing,1819.3907138721843
118,118,89,192,273,existing,728.9850647585504,118,89,192,219,existing,290.99388946343305,118,89,192,96,allocated,306.3136777249047,118,95,192,273,existing,728.9850647585504,118,94,192,394,existing,1682.887101590197,118,93,192,47,existing,1911.8302709628601
119,119,89,193,273,existing,812.9958214896135,119,89,193,219,existing,206.98313273236994,119,89,193,96,allocated,222.3029209938416,119,95,193,273,existing,812.9958214896135,119,94,193,394,existing,1598.876344859134,119,93,193,47,existing,1827.8195142317968
120,120,90,194,273,existing,917.6661226712579,120,90,194,155,existing,508.51741970072794,120,90,194,320,allocated,601.5738776423784,120,94,194,394,existing,810.0567233378629,120,95,194,273,existing,917.6661226712579,120,93,194,47,existing,1729.1862709774382
121,121,89,195,273,existing,544.0252302779716,121,89,195,90,existing,302.1715754344655,121,89,195,195,allocated,0.0,121,95,195,273,existing,544.0252302779716,121,94,195,394,existing,1897.917337500294,121,93,195,47,existing,2341.9275539224077
122,122,90,196,273,existing,616.0156090131945,122,90,196,375,existing,205.5615949509683,122,90,196,196,allocated,0.0,122,95,196,273,existing,616.0156090131945,122,94,196,394,existing,2005.0683619638423,122,93,196,47,existing,2231.1590088688736
123,123,92,197,276,existing,899.6173512040672,123,92,197,215,existing,380.94227106773167,123,92,197,197,allocated,0.0,123,95,197,273,existing,1539.5216570482012,123,93,197,47,existing,1996.5730308648967,123,94,197,394,existing,2928.5744099988488
124,124,89,198,273,existing,590.3746670065316,124,89,198,219,existing,515.1048492823811,124,89,198,234,allocated,278.77574030541695,124,95,198,273,existing,590.3746670065316,124,94,198,394,existing,1375.8150332540904,124,93,198,47,existing,2056.3878639181444
125,125,90,199,273,existing,968.8843297492731,125,90,199,219,existing,375.307623188643,125,90,199,320,allocated,337.5432370191197,125,95,199,273,existing,968.8843297492731,125,94,199,394,existing,1283.5863899223182,125,93,199,47,existing,1935.9638205713227
126,126,89,200,273,existing,868.2138716303597,126,89,200,219,existing,475.9780813075564,126,89,200,320,allocated,236.87277890020624,126,95,200,273,existing,868.2138716303597,126,94,200,394,existing,1182.9159318034046,126,93,200,47,existing,2036.634278690236
127,127,90,201,273,existing,796.6523334552738,127,90,201,219,existing,495.2419390373767,127,90,201,320,allocated,308.4343170752921,127,95,201,273,existing,796.6523334552738,127,94,201,394,existing,1254.4774699784905,127,93,201,47,existing,2095.366965842336
128,128,91,204,276,existing,757.2458623263033,128,91,204,215,existing,238.57078218996784,128,91,204,204,allocated,0.0,128,95,204,273,existing,1397.1501681704374,128,93,204,47,existing,1869.909870938359,128,94,204,394,existing,2786.2029211210847
129,129,92,206,276,existing,704.5844818687806,129,92,206,215,existing,265.74163462235,129,92,206,215,allocated,265.74163462235,129,95,206,273,existing,1066.5320465552045,129,93,206,47,existing,1798.765461947192,129,94,206,394,existing,2455.584799505852
130,130,91,208,276,existing,478.44787648100623,130,91,208,149,existing,623.5800547409599,130,91,208,223,existing,209.45767635390362,130,93,208,47,existing,1173.1914051762217,130,95,208,273,existing,1329.651461238217,130,94,208,394,existing,2095.166020353439
131,131,92,210,276,existing,400.5803083314893,131,92,210,149,existing,545.7124865914429,131,92,210,223,existing,131.59010820438667,131,93,210,47,existing,1095.3238370267047,131,95,210,273,existing,1251.7838930887,131,94,210,394,existing,2173.033588502956
132,132,92,216,276,existing,593.1391057446984,132,92,216,215,existing,255.39062550263142,132,92,216,368,allocated,176.42420803256357,132,95,216,273,existing,1413.970011483101,132,93,216,47,existing,1628.243275939796,132,94,216,394,existing,2803.0227644337483
133,133,92,217,276,existing,649.3026408028995,133,92,217,215,existing,199.22709044443027,133,92,217,215,allocated,199.22709044443027,133,95,217,273,existing,1357.8064764248998,133,93,217,47,existing,1684.406810997997,133,94,217,394,existing,2746.8592293755473
134,134,89,219,273,existing,989.9812772856474,134,89,219,219,existing,0.0,134,89,219,96,allocated,382.4361006373483,134,95,219,273,existing,989.9812772856474,134,94,219,394,existing,1658.8940131109612,134,93,219,47,existing,1887.837182483624
135,135,89,221,273,existing,890.9266093076868,135,89,221,375,existing,480.4725952454606,135,89,221,42,allocated,260.45404595971024,135,95,221,273,existing,890.9266093076868,135,93,221,47,existing,2216.947641208144,135,94,221,394,existing,2279.9793622583347
136,136,90,226,273,existing,779.9483812606198,136,90,226,155,existing,383.0351126492613,136,90,226,108,allocated,354.616519704999,136,95,226,273,existing,779.9483812606198,136,94,226,394,existing,1166.9559684358283,136,93,226,47,existing,2205.1690854115936
137,137,89,227,273,existing,670.1588650116387,137,89,227,155,existing,273.2455964002801,137,89,227,108,allocated,244.8270034560178,137,95,227,273,existing,670.1588650116387,137,94,227,394,existing,1231.4020826156857,137,93,227,47,existing,2314.958601660575
138,138,90,228,273,existing,589.6305116571299,138,90,228,219,existing,431.0632120713797,138,90,228,234,allocated,287.9745978629297,138,95,228,273,existing,589.6305116571299,138,94,228,394,existing,1291.7733960430892,138,93,228,47,existing,2031.1882388763388
139,139,89,229,273,existing,870.7082086050084,139,89,229,44,existing,342.80047057624193,139,89,229,59,allocated,74.32353526438847,139,94,229,394,existing,522.4517824656587,139,95,229,273,existing,870.7082086050084,139,93,229,47,existing,2360.9770620072322
140,140,90,231,273,existing,690.5654327067014,140,90,231,44,existing,417.93320926213767,140,90,231,231,allocated,0.0,140,95,231,273,existing,690.5654327067014,140,94,231,394,existing,698.4873202439464,140,93,231,47,existing,2537.0125997855193
141,141,90,232,273,existing,723.7824334133418,141,90,232,44,existing,418.4934814549675,141,90,232,5,allocated,16.72073435037372,141,94,232,394,existing,693.082823251946,141,95,232,273,existing,723.7824334133418,141,93,232,47,existing,2531.608102793519
142,142,90,234,273,existing,311.5989267011147,142,90,234,155,existing,302.6588549909492,142,90,234,234,allocated,0.0,142,95,234,273,existing,311.5989267011147,142,94,234,394,existing,1429.2005254967764,142,93,234,47,existing,1936.8556368483523
143,143,91,235,276,existing,711.559163104154,143,91,235,149,existing,375.47747603652664,143,91,235,236,allocated,56.78778551003115,143,95,235,273,existing,1219.8615708773586,143,93,235,47,existing,1797.1785715129026,143,94,235,394,existing,2608.9143238280067
144,144,92,236,276,existing,654.7713775941229,144,92,236,149,existing,318.6896905264955,144,92,236,236,allocated,0.0,144,95,236,273,existing,1171.1472796838825,144,93,236,47,existing,1740.3907860028714,144,94,236,394,existing,2560.2000326345305
145,145,90,237,273,existing,1088.5529993619941,145,90,237,44,existing,526.2088321783722,145,90,237,158,allocated,82.40430859904714,145,94,237,394,existing,705.860144067789,145,95,237,273,existing,1088.5529993619941,145,93,237,47,existing,2544.385423609362
146,146,91,238,276,existing,357.32197192855006,146,91,238,149,existing,170.4983173061908,146,91,238,147,allocated,70.14586510602659,146,95,238,273,existing,1022.9559064635777,146,93,238,47,existing,1469.985980540606,146,94,238,394,existing,2401.0730591714682
147,147,92,239,276,existing,249.28487030190678,147,92,239,149,existing,278.5354189328341,147,92,239,163,allocated,163.09022377605987,147,95,239,273,existing,1130.9930080902209,147,93,239,47,existing,1361.9488789139627,147,94,239,394,existing,2509.1101607981113
148,148,91,240,276,existing,1063.174097091641,148,91,240,215,existing,544.4990169553056,148,91,240,204,allocated,305.9282347653377,148,95,240,273,existing,1374.8640798948336,148,93,240,47,existing,2175.8381057036972,148,94,240,394,existing,2763.916832845482
149,149,91,241,276,existing,52.63699098336734,149,91,241,149,existing,318.27496465165444,149,91,241,241,allocated,0.0,149,95,241,273,existing,1079.3125548745256,149,93,241,47,existing,1165.3009995954233,149,94,241,394,existing,2457.125270357751
150,150,89,242,273,existing,764.3727193135398,150,89,242,155,existing,355.29765174071736,150,89,242,320,allocated,311.8617005053054,150,95,242,273,existing,764.3727193135398,150,94,242,394,existing,1005.5921009764747,150,93,242,47,existing,2043.8052179522404
151,151,90,243,273,existing,831.9630911300692,151,90,243,155,existing,422.8880235572467,151,90,243,320,allocated,244.27132868877607,151,95,243,273,existing,831.9630911300692,151,94,243,394,existing,1073.182472793004,151,93,243,47,existing,2111.3955897687697
152,152,90,244,273,existing,683.8719048990574,152,90,244,155,existing,274.7968373262348,152,90,244,320,allocated,392.36251491978794,152,95,244,273,existing,683.8719048990574,152,94,244,394,existing,925.0912865619921,152,93,244,47,existing,1963.304403537758
153,153,91,245,276,existing,718.9161930313192,153,91,245,149,existing,514.4356377937132,153,91,245,248,allocated,289.6081138018849,153,95,245,273,existing,1078.028092056704,153,93,245,47,existing,1466.8011774962968,153,94,245,394,existing,2113.4118007078387
154,154,89,246,273,existing,852.4899273342821,154,89,246,155,existing,481.4540279567319,154,89,246,320,allocated,185.70532428929084,154,95,246,273,existing,852.4899273342821,154,94,246,394,existing,1131.7484771924892,154,93,246,47,existing,2087.8017333011517
155,155,91,247,276,existing,522.5711274120616,155,91,247,149,existing,309.8793605547152,155,91,247,248,allocated,75.88009497888316,155,95,247,273,existing,872.4478725779181,155,93,247,47,existing,1287.606018803603,155,94,247,394,existing,1931.9441916900378
156,156,92,248,276,existing,598.4512223909448,156,92,248,149,existing,385.7594555335984,156,92,248,248,allocated,0.0,156,95,248,273,existing,884.9684497669807,156,93,248,47,existing,1363.4861137824862,156,94,248,394,existing,2002.5700485626426
157,157,92,249,276,existing,591.2770765107729,157,92,249,149,existing,378.5853096534264,157,92,249,249,allocated,0.0,157,95,249,273,existing,766.7222809570646,157,93,249,47,existing,1367.661027837921,157,94,249,394,existing,2017.9343170457419
158,158,88,250,34,existing,756.2491275578911,158,88,250,149,existing,1367.9175786748615,158,88,250,250,allocated,0.0,158,93,250,47,existing,54.78787763477897,158,94,250,394,existing,1893.3131571763522,158,95,250,273,existing,2073.988985172118
159,159,89,254,273,existing,629.2759607342508,159,89,254,44,existing,565.3128908484719,159,89,254,116,allocated,182.23374365060505,159,95,254,273,existing,629.2759607342508,159,94,254,394,existing,1014.3493440182348,159,93,254,47,existing,2479.308816417592
160,160,89,259,273,existing,1531.5816591908895,160,89,259,375,existing,1121.1276451286635,160,89,259,359,allocated,213.11767490676166,160,95,259,273,existing,1531.5816591908895,160,93,259,47,existing,2859.3347388580023,160,94,259,394,existing,2920.6344121415377
161,161,89,260,273,existing,1459.7829654948678,161,89,260,375,existing,1049.3289514326416,161,89,260,359,allocated,141.31898121073985,161,95,260,273,existing,1459.7829654948678,161,93,260,47,existing,2787.536045161981,161,94,260,394,existing,2848.835718445516
162,162,89,262,273,existing,806.423121097709,162,89,262,219,existing,183.55815618793832,162,89,262,96,allocated,198.87794444941,162,95,262,273,existing,806.423121097709,162,94,262,394,existing,1575.4513683147024,162,93,262,47,existing,1804.3945376873653
163,163,89,263,273,existing,920.5040349936374,163,89,263,219,existing,197.5235586921872,163,89,263,96,allocated,312.95885834533846,163,95,263,273,existing,920.5040349936374,163,94,263,394,existing,1568.7054161244832,163,93,263,47,existing,1690.3136237914368
164,164,88,265,34,existing,1012.7715447231599,164,88,265,215,existing,553.7067520167982,164,88,265,264,allocated,120.3391110418359,164,95,265,273,existing,1712.2861379972678,164,93,265,47,existing,1823.80854991583,164,94,265,394,existing,3101.3388909479154
165,165,92,269,276,existing,756.1386161918683,165,92,269,149,existing,551.6580609542624,165,92,269,248,allocated,326.830536962434,165,95,269,273,existing,1115.2505152172532,165,93,269,47,existing,1504.023600656846,165,94,269,394,existing,1836.098061000951
166,166,90,270,273,existing,351.4475306466233,166,90,270,375,existing,250.05813842615402,166,90,270,177,allocated,179.29883060080473,166,95,270,273,existing,351.4475306466233,166,94,270,394,existing,1740.5002835972712,166,93,270,47,existing,1777.3293321602741
167,167,91,271,276,existing,297.43810579155195,167,91,271,149,existing,73.19309133006495,167,91,271,271,allocated,0.0,167,95,271,273,existing,779.264497827322,167,93,271,47,existing,1349.5123649795753,167,94,271,394,existing,2168.31725077797
168,168,90,272,273,existing,232.55163326122445,168,90,272,90,existing,474.4052881047305,168,90,272,272,allocated,0.0,168,95,272,273,existing,232.55163326122445,168,94,272,394,existing,1156.5011196894234,168,93,272,47,existing,2361.3284960681217
169,169,89,280,273,existing,219.94961334125975,169,89,280,90,existing,52.51942943414596,169,89,280,83,allocated,117.95953435821454,169,95,280,273,existing,219.94961334125975,169,94,280,394,existing,1543.2263326316825,169,93,280,47,existing,2347.3233364058774
170,170,91,282,276,existing,598.4593452647399,170,91,282,149,existing,385.76757840739344,170,91,282,248,allocated,151.7683128315614,170,95,282,273,existing,948.3360904305964,170,93,282,47,existing,1363.4942366562814,170,94,282,394,existing,1856.0559738373595
171,171,89,284,273,existing,288.94896458554683,171,89,284,90,existing,121.51878067843306,171,89,284,83,allocated,186.95888560250165,171,95,284,273,existing,288.94896458554683,171,94,284,394,existing,1612.2256838759695,171,93,284,47,existing,2416.3226876501644
172,172,90,286,273,existing,715.6958654614633,172,90,286,375,existing,305.24185139923713,172,90,286,287,allocated,68.40498248269014,172,95,286,273,existing,715.6958654614633,172,94,286,394,existing,2104.7486184121108,172,93,286,47,existing,2330.8392653171422
173,173,89,287,273,existing,784.1008479441534,173,89,287,375,existing,373.64683388192725,173,89,287,287,allocated,0.0,173,95,287,273,existing,784.1008479441534,173,94,287,394,existing,2173.1536008948015,173,93,287,47,existing,2384.2199173444737
174,174,91,290,276,existing,273.99599653488326,174,91,290,149,existing,350.07306941293405,174,91,290,163,allocated,91.55257329595989,174,95,290,273,existing,1202.530658570321,174,93,290,47,existing,1309.1001667299809,174,94,290,394,existing,2580.647811278211
175,175,92,291,276,existing,320.8441740987885,175,92,291,149,existing,396.92124697683926,175,92,291,163,allocated,138.40075085986513,175,95,291,273,existing,1249.3788361342263,175,93,291,47,existing,1355.948344293886,175,94,291,394,existing,2627.4959888421163
176,176,89,292,273,existing,507.43971357288183,176,89,292,219,existing,482.5415637127654,176,89,292,96,allocated,100.1054630754171,176,95,292,273,existing,507.43971357288183,176,94,292,394,existing,1625.0413123685437,176,93,292,47,existing,1741.014849976585
177,177,89,293,273,existing,544.4974038137653,177,89,293,219,existing,445.48387347188196,177,89,293,96,allocated,63.04777283453362,177,95,293,273,existing,544.4974038137653,177,94,293,394,existing,1662.0990026094273,177,93,293,47,existing,1703.9571597357017
178,178,89,294,273,existing,910.2894099232872,178,89,294,44,existing,497.54351988261305,178,89,294,108,allocated,484.9575483676664,178,95,294,273,existing,910.2894099232872,178,94,294,394,existing,1106.0809812458174,178,93,294,47,existing,2245.314299004717
179,179,89,295,273,existing,825.0462887953917,179,89,295,155,existing,428.1330201840331,179,89,295,108,allocated,399.7144272397708,179,95,295,273,existing,825.0462887953917,179,94,295,394,existing,1121.8580609010564,179,93,295,47,existing,2160.071177876822
180,180,91,296,276,existing,825.8401597042302,180,91,296,215,existing,386.9973124577997,180,91,296,100,allocated,328.01578269522815,180,95,296,273,existing,1187.7877243906541,180,93,296,47,existing,1920.021139782642,180,94,296,394,existing,2576.840477341302
181,181,89,297,273,existing,327.14945107106325,181,89,297,155,existing,347.9510229986937,181,89,297,297,allocated,0.0,181,95,297,273,existing,327.14945107106325,181,94,297,394,existing,1210.489708885912,181,93,297,47,existing,2177.1823067544046
182,182,90,299,273,existing,680.2189294594267,182,90,299,155,existing,271.07022648889676,182,90,299,108,allocated,335.6156528394357,182,95,299,273,existing,680.2189294594267,182,94,299,394,existing,1129.925177723823,182,93,299,47,existing,2168.138294699588
183,183,89,300,273,existing,656.5607616045573,183,89,300,155,existing,259.6474929931988,183,89,300,108,allocated,231.22890004893645,183,95,300,273,existing,656.5607616045573,183,94,300,394,existing,1234.3119305143223,183,93,300,47,existing,2272.5250474900877
184,184,89,301,273,existing,538.8768432990092,184,89,301,44,existing,165.9977062903028,184,89,301,108,allocated,113.54498174338838,184,95,301,273,existing,538.8768432990092,184,94,301,394,existing,996.813530177348,184,93,301,47,existing,2369.242632167781
185,185,89,302,273,existing,579.4665142042671,185,89,302,155,existing,170.3178112337372,185,89,302,108,allocated,436.3680680945953,185,95,302,273,existing,579.4665142042671,185,94,302,394,existing,1029.1727624686634,185,93,302,47,existing,2067.385879444429
186,186,90,303,273,existing,702.9000048317035,186,90,303,219,existing,477.79092882075287,186,90,303,303,allocated,0.0,186,95,303,273,existing,702.9000048317035,186,93,303,47,existing,1545.5545587177635,186,94,303,394,existing,1820.5016036273655
187,187,89,304,273,existing,826.7832163331848,187,89,304,44,existing,121.90866674387269,187,89,304,59,allocated,295.2153390967577,187,94,304,394,existing,708.9071571431725,187,95,304,273,existing,826.7832163331848,187,93,304,47,existing,2547.432436684746
188,188,92,307,276,existing,1106.3234104222076,188,92,307,215,existing,634.7745858629485,188,92,307,100,allocated,218.1089827447788,188,95,307,273,existing,1138.392825555536,188,93,307,47,existing,2200.504390500619,188,94,307,394,existing,2527.445578506184
189,189,92,308,276,existing,669.1278868179747,189,92,308,219,existing,453.67440427410776,189,92,308,248,allocated,222.43685438479628,189,95,308,273,existing,1019.0046319838312,189,93,308,47,existing,1434.162778209516,189,94,308,394,existing,1785.3874322841243
190,190,91,309,276,existing,780.9206684666026,190,91,309,219,existing,565.4671859227357,190,91,309,248,allocated,334.22963603342413,190,95,309,273,existing,1130.7974136324592,190,93,309,47,existing,1545.9555598581442,190,94,309,394,existing,1673.5946506354967
191,191,91,310,276,existing,706.5576424395983,191,91,310,219,existing,491.1041598957314,191,91,310,248,allocated,259.8666100064199,191,95,310,273,existing,1056.434387605455,191,93,310,47,existing,1471.59253383114,191,94,310,394,existing,1747.957676662501
192,192,92,311,276,existing,682.6579440159685,192,92,311,149,existing,478.1773887783626,192,92,311,248,allocated,253.34986478653423,192,95,311,273,existing,1041.7698430413534,192,93,311,47,existing,1430.542928480946,192,94,311,394,existing,1909.5787331768506
193,193,89,314,273,existing,916.5853587190626,193,89,314,155,existing,507.43665574853264,193,89,314,158,allocated,573.4961320360025,193,95,314,273,existing,916.5853587190626,193,94,314,394,existing,1170.5931795378713,193,93,314,47,existing,2208.806296513637
194,194,89,315,273,existing,809.3731382795833,194,89,315,155,existing,400.2244353090533,194,89,315,320,allocated,538.9446982294912,194,95,315,273,existing,809.3731382795833,194,94,315,394,existing,1063.380959098392,194,93,315,47,existing,2101.594076074158
195,195,89,316,273,existing,677.3157279270608,195,89,316,155,existing,268.16702495653095,195,89,316,320,allocated,406.8872878769688,195,95,316,273,existing,677.3157279270608,195,94,316,394,existing,931.3235487458696,195,93,316,47,existing,1969.5366657216352
196,196,89,317,273,existing,1046.4181205868967,196,89,317,219,existing,323.4376442854466,196,89,317,96,allocated,438.87294393859787,196,95,317,273,existing,1046.4181205868967,196,94,317,394,existing,1694.6195017177427,196,93,317,47,existing,1816.227709384696
197,197,89,318,273,existing,966.7564255985708,197,89,318,219,existing,243.77594929712046,197,89,318,96,allocated,359.21124895027174,197,95,318,273,existing,966.7564255985708,197,94,318,394,existing,1614.9578067294165,197,93,318,47,existing,1736.56601439637
198,198,92,319,276,existing,833.8748469848306,198,92,319,219,existing,555.7721530268033,198,92,319,248,allocated,387.18381455165206,198,95,319,273,existing,1183.7515921506872,198,93,319,47,existing,1598.909738376372,198,94,319,394,existing,1726.5488291537245
199,199,89,320,273,existing,1038.1952516235729,199,89,320,155,existing,667.1593522460228,199,89,320,320,allocated,0.0,199,95,320,273,existing,1038.1952516235729,199,94,320,394,existing,1292.547031644051,199,93,320,47,existing,2047.574630013746
200,200,91,321,276,existing,980.8548539510576,200,91,321,215,existing,536.1909928341938,200,91,321,321,allocated,0.0,200,95,321,273,existing,1694.7703788146634,200,93,321,47,existing,1805.2980251013837,200,94,321,394,existing,3083.823131765311
201,201,92,325,276,existing,514.9140733041744,201,92,325,149,existing,178.83238623654705,201,92,325,150,allocated,95.60295425046763,201,95,325,273,existing,1031.2899753939341,201,93,325,47,existing,1600.533481712923,201,94,325,394,existing,2420.3427283445817
202,202,92,326,276,existing,617.0814872338512,202,92,326,215,existing,219.12003949947126,202,92,326,150,allocated,197.77036818014443,202,95,326,273,existing,953.712304418709,202,93,326,47,existing,1702.7008956425998,202,94,326,394,existing,2342.765057369357
203,203,89,327,273,existing,938.3935080130316,203,89,327,375,existing,527.9394939508053,203,89,327,376,allocated,305.7485004355164,203,95,327,273,existing,938.3935080130316,203,93,327,47,existing,2194.0125637772917,203,94,327,394,existing,2327.4462609636794
204,204,90,328,273,existing,214.10061849027747,204,90,328,155,existing,238.21738830006095,204,90,328,234,allocated,97.4983082108372,204,95,328,273,existing,214.10061849027747,204,94,328,394,existing,1364.7590588058883,204,93,328,47,existing,2020.8362860777747
205,205,89,329,273,existing,22.380207056690576,205,89,329,90,existing,219.47344778681546,205,89,329,329,existing,0.0,205,95,329,273,existing,22.380207056690576,205,94,329,394,existing,1411.4329600073384,205,93,329,47,existing,2106.3966557502067
206,206,90,330,273,existing,795.9536236601054,206,90,330,155,existing,386.8049206895755,206,90,330,108,allocated,441.177407213246,206,95,330,273,existing,795.9536236601054,206,94,330,394,existing,1080.3950809275811,206,93,330,47,existing,2118.608197903347
207,207,90,331,273,existing,662.0989097027274,207,90,331,155,existing,252.95020673219747,207,90,331,320,allocated,414.2091455138253,207,95,331,273,existing,662.0989097027274,207,94,331,394,existing,946.5403669702032,207,93,331,47,existing,1984.7534839459686
208,208,90,333,273,existing,409.95057402002004,208,90,333,155,existing,401.0105023098546,208,90,333,234,allocated,98.35164731890539,208,95,333,273,existing,409.95057402002004,208,94,333,394,existing,1527.5521728156818,208,93,333,47,existing,1838.5039895294472
209,209,92,334,276,existing,987.8827926583748,209,92,334,215,existing,589.9213449239949,209,92,334,42,allocated,554.9934834303261,209,95,334,273,existing,1185.4660467783028,209,93,334,47,existing,2073.5022010671237,209,94,334,394,existing,2574.5187997289504
210,210,92,335,276,existing,820.992948605279,210,92,335,219,existing,301.80934248680353,210,92,335,248,allocated,374.3019161721005,210,95,335,273,existing,1024.7898187882538,210,93,335,47,existing,1586.0278399968206,210,94,335,394,existing,1672.9911999190997
211,211,90,336,273,existing,909.0910667855122,211,90,336,155,existing,499.9423638149823,211,90,336,320,allocated,592.9988217566328,211,95,336,273,existing,909.0910667855122,211,94,336,394,existing,915.9643718807092,211,93,336,47,existing,1954.1774888564748
212,212,89,337,273,existing,898.5158203975432,212,89,337,155,existing,527.479921019993,212,89,337,320,allocated,204.1702709015208,212,95,337,273,existing,898.5158203975432,212,94,337,394,existing,1152.8676004180213,212,93,337,47,existing,2133.8276263644125
213,213,92,338,276,existing,703.3909777121219,213,92,338,149,existing,490.6992108547754,213,92,338,248,allocated,104.93975532117705,213,95,338,273,existing,989.9082050881577,213,93,338,47,existing,1468.4258691036634,213,94,338,394,existing,2107.5098038838196
214,214,90,342,273,existing,848.7463070312026,214,90,342,44,existing,143.8717574418905,214,90,342,59,allocated,273.2522483987399,214,94,342,394,existing,686.9440664451547,214,95,342,273,existing,848.7463070312026,214,93,342,47,existing,2525.4693459867276
215,215,90,343,273,existing,718.3431549807902,215,90,343,44,existing,13.46860539147821,215,90,343,108,allocated,293.01129342516936,215,95,343,273,existing,718.3431549807902,215,94,343,394,existing,844.2844292785235,215,93,343,47,existing,2548.708943849562
216,216,89,344,273,existing,662.5882502888377,216,89,344,44,existing,452.9600290727504,216,89,344,6,allocated,87.78366385983936,216,95,344,273,existing,662.5882502888377,216,94,344,394,existing,901.9964822425134,216,93,344,47,existing,2591.6616781933135
217,217,89,345,273,existing,827.5427206014122,217,89,345,375,existing,417.0887065391859,217,89,345,345,allocated,0.0,217,95,345,273,existing,827.5427206014122,217,94,345,394,existing,2216.59547355206,217,93,345,47,existing,2340.778044687215
218,218,89,346,273,existing,880.5282797024084,218,89,346,375,existing,470.07426564018226,218,89,346,100,allocated,39.75556310834882,218,95,346,273,existing,880.5282797024084,218,94,346,394,existing,2269.5810326530564,218,93,346,47,existing,2287.792485586219
219,219,92,349,276,existing,422.4126707094337,219,92,349,215,existing,498.37936446947424,219,92,349,163,allocated,239.9692474705103,219,95,349,273,existing,1350.9473327448713,219,93,349,47,existing,1457.5168409045311,219,94,349,394,existing,2729.064485452762
220,220,92,350,276,existing,479.33700131833837,220,92,350,215,existing,555.303695078379,220,92,350,430,allocated,207.5005521183629,220,95,350,273,existing,1407.871663353776,220,93,350,47,existing,1514.4411715134358,220,94,350,394,existing,2785.988816061666
221,221,90,351,273,existing,261.91192092977974,221,90,351,90,existing,445.0423267721053,221,90,351,351,allocated,0.0,221,95,351,273,existing,261.91192092977974,221,94,351,394,existing,1189.39582718671,221,93,351,47,existing,2389.285643994397
222,222,89,353,273,existing,780.5949501849868,222,89,353,44,existing,327.90369178385214,222,89,353,231,allocated,90.0295174782855,222,95,353,273,existing,780.5949501849868,222,94,353,394,existing,783.6726129230614,222,93,353,47,existing,2622.1978924646346
223,223,90,354,273,existing,265.71619154848383,223,90,354,155,existing,289.83296135826737,223,90,354,234,allocated,149.1138812690436,223,95,354,273,existing,265.71619154848383,223,94,354,394,existing,1416.3746318640947,223,93,354,47,existing,1969.220713019568
224,224,91,356,276,existing,817.5851952630006,224,91,356,215,existing,298.9101151266651,224,91,356,204,allocated,184.42065436430133,224,95,356,273,existing,1361.882920491017,224,93,356,47,existing,1930.2492038750565,224,94,356,394,existing,2750.935673441665
225,225,89,357,273,existing,980.489461307146,225,89,357,44,existing,457.33255357900043,225,89,357,230,allocated,18.962317258065557,225,94,357,394,existing,408.56329164350177,225,95,357,273,existing,980.489461307146,225,93,357,47,existing,2247.088571185075
