,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant
81,81,21,155,96,allocated,528.1889871659083,81,21,155,18,allocated,804.6550341981874,81,21,155,20,allocated,147.29177314072317,81,16,155,74,allocated,1392.2543526630466,81,40,155,74,existing,1392.2543526630466,81,17,155,81,allocated,1450.48555603276,81,17,155,81,allocated,1450.48555603276
82,82,10,156,47,allocated,391.89450781768795,82,10,156,81,allocated,318.4222972774159,82,10,156,156,allocated,0.0,82,17,156,81,allocated,318.4222972774159,82,17,156,81,allocated,318.4222972774159,82,16,156,74,allocated,983.6977609951847,82,40,156,74,existing,983.6977609951847
83,83,21,161,96,allocated,310.8444750976396,83,21,161,18,allocated,587.3105221299188,83,21,161,96,allocated,310.8444750976396,83,40,161,74,existing,925.8853571546025,83,16,161,74,allocated,925.8853571546025,83,17,161,81,allocated,984.1165605243161,83,17,161,81,allocated,984.1165605243161
84,84,10,162,47,allocated,124.510346535017,84,10,162,81,allocated,197.98255707528904,84,10,162,162,allocated,0.0,84,17,162,81,allocated,197.98255707528904,84,17,162,81,allocated,197.98255707528904,84,16,162,74,allocated,625.8389696100081,84,40,162,74,existing,625.8389696100081
85,85,21,163,96,allocated,261.7078579800678,85,21,163,18,allocated,538.173905012347,85,21,163,96,allocated,261.7078579800678,85,16,163,74,allocated,889.582240808521,85,40,163,74,existing,889.582240808521,85,17,163,81,allocated,947.8134441782345,85,17,163,81,allocated,947.8134441782345
86,86,21,164,96,allocated,195.04156763713448,86,21,164,18,allocated,471.5076146694136,86,21,164,96,allocated,195.04156763713448,86,40,164,74,existing,822.9159504655877,86,16,164,74,allocated,822.9159504655877,86,17,164,81,allocated,881.1471538353012,86,17,164,81,allocated,881.1471538353012
87,87,0,169,2,allocated,346.9282824514829,87,0,169,4,existing,316.56126343985096,87,0,169,2,allocated,346.9282824514829,87,16,169,74,allocated,391.03432828153774,87,40,169,74,existing,391.03432828153774,87,17,169,81,allocated,470.8322430503111,87,17,169,81,allocated,470.8322430503111
88,88,10,188,47,allocated,297.1042059054164,88,10,188,81,allocated,223.63199536514435,88,10,188,188,allocated,0.0,88,17,188,81,allocated,223.63199536514435,88,17,188,81,allocated,223.63199536514435,88,16,188,74,allocated,888.9074590829131,88,40,188,74,existing,888.9074590829131
89,89,38,189,73,existing,471.5770558623635,89,38,189,18,allocated,488.0837239856173,89,38,189,74,existing,474.4438577873193,89,16,189,74,allocated,474.4438577873193,89,40,189,74,existing,474.4438577873193,89,17,189,81,allocated,968.2658483654651,89,17,189,81,allocated,968.2658483654651
90,90,10,190,47,allocated,135.46113824577344,90,10,190,68,existing,162.9545642552154,90,10,190,153,allocated,96.25534887322351,90,17,190,81,allocated,208.93334878604549,90,17,190,81,allocated,208.93334878604549,90,16,190,74,allocated,460.825494738016,90,40,190,74,existing,460.825494738016
91,91,10,191,47,allocated,310.84404782295263,91,10,191,81,allocated,384.3162583632247,91,10,191,191,allocated,0.0,91,17,191,81,allocated,384.3162583632247,91,17,191,81,allocated,384.3162583632247,91,16,191,74,allocated,897.7182542461239,91,40,191,74,existing,897.7182542461239
92,92,38,192,73,existing,130.6042275464488,92,38,192,92,allocated,302.23756079673075,92,38,192,92,existing,302.23756079673075,92,16,192,74,allocated,520.0812194641777,92,40,192,74,existing,520.0812194641777,92,17,192,81,allocated,1111.4670972384629,92,17,192,81,allocated,1111.4670972384629
93,93,21,193,96,allocated,472.581590276636,93,21,193,18,allocated,423.7830870928411,93,21,193,18,allocated,423.7830870928411,93,16,193,74,allocated,724.8877475384912,93,40,193,74,existing,724.8877475384912,93,17,193,81,allocated,807.5968205730555,93,17,193,81,allocated,807.5968205730555
94,94,37,194,45,existing,79.76474891668852,94,37,194,68,existing,340.69088642774733,94,37,194,74,allocated,42.81995594494673,94,40,194,74,existing,42.81995594494673,94,16,194,74,allocated,42.81995594494673,94,17,194,81,allocated,708.0954196627154,94,17,194,81,allocated,708.0954196627154
95,95,38,200,73,existing,126.1014612336783,95,38,200,92,allocated,297.73479448396023,95,38,200,92,existing,297.73479448396023,95,40,200,74,existing,515.5784531514072,95,16,200,74,allocated,515.5784531514072,95,17,200,81,allocated,1077.7339356595808,95,17,200,81,allocated,1077.7339356595808
