,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant
10,10,22,23,143,existing,137.76436600758745,10,22,23,180,existing,919.281117123569,10,22,23,113,allocated,361.2391843214242,10,29,23,12,existing,1395.0632195158373,10,27,23,80,existing,1435.3891690326182,10,28,23,79,existing,1496.060306186569,10,26,23,80,existing,1435.3891690326182
11,11,24,24,25,existing,49.3228677907984,11,24,24,180,existing,635.6908734183568,11,24,24,25,allocated,49.3228677907984,11,27,24,80,existing,141.59870459009142,11,26,24,80,existing,141.59870459009142,11,28,24,79,existing,243.4227246843272,11,29,24,12,existing,345.01426388105955
12,12,21,26,185,existing,328.53863892610104,12,21,26,34,existing,334.4285061025644,12,21,26,81,allocated,374.5092486249281,12,29,26,12,existing,806.9574930912316,12,28,26,79,existing,907.9545797619633,12,26,26,80,existing,1009.7785998561991,12,27,26,80,existing,1009.7785998561991
13,13,21,27,185,existing,83.93589697665848,13,21,27,34,existing,89.82576415312188,13,21,27,58,allocated,332.5884110530828,13,29,27,12,existing,562.3547511417892,13,28,27,79,existing,663.3518378125209,13,26,27,80,existing,765.1758579067566,13,27,27,80,existing,765.1758579067566
14,14,19,28,28,existing,0.0,14,19,28,155,existing,108.8209623976636,14,19,28,81,allocated,115.33891215113836,14,29,28,12,existing,1260.9070073669693,14,28,28,79,existing,1361.904094037701,14,26,28,80,existing,1463.7281141319368,14,27,28,80,existing,1463.7281141319368
15,15,19,29,28,existing,95.16960655498036,15,19,29,155,existing,13.65135584268324,15,19,29,81,allocated,20.16930559615799,15,29,29,12,existing,1165.737400811989,15,28,29,79,existing,1266.7344874827206,15,26,29,80,existing,1368.5585075769563,15,27,29,80,existing,1368.5585075769563
16,16,19,30,28,existing,108.68077700693743,16,19,30,155,existing,21.944903425499177,16,19,30,81,allocated,6.65813514420092,16,29,30,12,existing,1174.4437879467898,16,28,30,79,existing,1275.4408746175216,16,26,30,80,existing,1377.2648947117573,16,27,30,80,existing,1377.2648947117573
17,17,20,31,75,existing,160.0328282738009,17,20,31,155,existing,341.0701367774856,17,20,31,142,allocated,179.9137009786584,17,29,31,12,existing,839.1850826451781,17,28,31,79,existing,940.1821693159097,17,26,31,80,existing,1042.0061894101455,17,27,31,80,existing,1042.0061894101455
18,18,20,32,75,existing,12.963153739371034,18,20,32,34,existing,262.47334797236437,18,20,32,58,allocated,164.9843186048796,18,29,32,12,existing,692.1154081107481,18,28,32,79,existing,793.1124947814799,18,26,32,80,existing,894.9365148757156,18,27,32,80,existing,894.9365148757156
19,19,19,33,28,existing,153.81525779548627,19,19,33,155,existing,72.29700708318914,19,19,33,81,allocated,78.8149568366639,19,29,33,12,existing,1107.0917495714832,19,28,33,79,existing,1208.088836242215,19,26,33,80,existing,1309.9128563364507,19,27,33,80,existing,1309.9128563364507
20,20,20,35,75,existing,299.120174382739,20,20,35,34,existing,546.1651946818045,20,20,35,182,allocated,69.00351648324758,20,29,35,12,existing,579.8013305420427,20,28,35,79,existing,680.7984172127744,20,26,35,80,existing,733.7188130364232,20,27,35,80,existing,733.7188130364232
21,21,19,36,28,existing,14.086935429871227,21,19,36,155,existing,116.90860412806452,21,19,36,81,allocated,101.62183584676627,21,29,36,12,existing,1269.4074886493552,21,28,36,79,existing,1370.404575320087,21,26,36,80,existing,1472.2285954143226,21,27,36,80,existing,1472.2285954143226
22,22,20,38,75,existing,217.78435610036615,22,20,38,34,existing,380.82094949888494,22,20,38,182,allocated,273.23027388041083,22,29,38,12,existing,461.36789827101086,22,28,38,79,existing,562.3649849417425,22,26,38,80,existing,664.1890050359783,22,27,38,80,existing,664.1890050359783
23,23,25,42,80,existing,407.2557828036662,23,25,42,180,existing,272.31878300480713,23,25,42,141,allocated,141.1140013604135,23,27,42,80,existing,407.2557828036662,23,26,42,80,existing,407.2557828036662,23,28,42,79,existing,508.35936182966714,23,29,42,12,existing,608.682981520877
24,24,22,48,143,existing,777.0781897022193,24,22,48,180,existing,334.23253757106755,24,22,48,70,allocated,266.45221131810354,24,27,48,80,existing,1013.8071033795409,24,26,48,80,existing,1013.8071033795409,24,28,48,79,existing,1114.9106824055418,24,29,48,12,existing,1215.2343020967517
25,25,20,50,75,existing,284.86356652278147,25,20,50,155,existing,188.48306362713237,25,20,50,81,allocated,203.76983190843063,25,29,50,12,existing,964.0158208941585,25,28,50,79,existing,1065.0129075648902,25,27,50,80,existing,1166.836927659126,25,26,50,80,existing,1166.836927659126
26,26,17,51,127,existing,100.87828099165115,26,17,51,155,existing,459.75466251970647,26,17,51,127,allocated,100.87828099165115,26,29,51,12,existing,1487.1248320502211,26,28,51,79,existing,1588.1219187209529,26,26,51,80,existing,1644.7762878960086,26,27,51,80,existing,1644.7762878960086
27,27,22,55,143,existing,490.21497204584773,27,22,55,180,existing,532.9021865957978,27,22,55,70,allocated,465.12186034283377,27,27,55,80,existing,1212.4767524042713,27,26,55,80,existing,1212.4767524042713,27,28,55,79,existing,1313.580331430272,27,29,55,12,existing,1413.903951121482
28,28,20,57,75,existing,258.0683355861955,28,20,57,34,existing,505.1133558852609,28,20,57,58,allocated,82.6991806790562,28,29,57,12,existing,816.669660523037,28,28,57,79,existing,917.6667471937687,28,26,57,80,existing,970.5871430174174,28,27,57,80,existing,970.5871430174174
29,29,20,58,75,existing,175.3691549071393,29,20,58,34,existing,422.4141752062047,29,20,58,58,allocated,0.0,29,29,58,12,existing,733.9704798439808,29,28,58,79,existing,834.9675665147124,29,26,58,80,existing,887.8879623383611,29,27,58,80,existing,887.8879623383611
30,30,20,60,75,existing,161.17901773893686,30,20,60,34,existing,410.6892119719302,30,20,60,58,allocated,16.768454605313774,30,29,60,12,existing,750.7389344492946,30,28,60,79,existing,851.7360211200262,30,26,60,80,existing,904.6564169436749,30,27,60,80,existing,904.6564169436749
31,31,17,61,127,existing,74.12897111496953,31,17,61,155,existing,433.1371106490824,31,17,61,127,allocated,74.12897111496953,31,29,61,12,existing,1458.719819205902,31,28,61,79,existing,1559.7169058766337,31,26,61,80,existing,1616.3712750516895,31,27,61,80,existing,1616.3712750516895
32,32,20,62,75,existing,84.16608090364231,32,20,62,34,existing,331.2111012027077,32,20,62,58,allocated,91.20307400349698,32,29,62,12,existing,701.8376936151413,32,28,62,79,existing,802.834780285873,32,26,62,80,existing,882.7332428877482,32,27,62,80,existing,882.7332428877482
33,33,19,63,28,existing,175.72886706114411,33,19,63,155,existing,72.17561512190481,33,19,63,81,allocated,87.46238340320306,33,29,63,12,existing,1105.8469872315334,33,28,63,79,existing,1206.844073902265,33,26,63,80,existing,1308.6680939965008,33,27,63,80,existing,1308.6680939965008
34,34,21,65,185,existing,208.31132963226898,34,21,65,34,existing,214.20119680873236,34,21,65,58,allocated,396.2339267945284,34,29,65,12,existing,456.01890510803963,34,28,65,79,existing,557.0159917787713,34,26,65,80,existing,658.8400118730071,34,27,65,80,existing,658.8400118730071
35,35,21,66,185,existing,282.0459271778697,35,21,66,34,existing,287.9357943543331,35,21,66,141,allocated,336.81735923450566,35,29,66,12,existing,392.30167317357075,35,28,66,79,existing,493.2987598443024,35,26,66,80,existing,595.1227799385382,35,27,66,80,existing,595.1227799385382
36,36,17,67,127,existing,113.46992153602282,36,17,67,155,existing,472.47806107013565,36,17,67,127,allocated,113.46992153602282,36,29,67,12,existing,1498.0607696269553,36,28,67,79,existing,1599.057856297687,36,26,67,80,existing,1655.7122254727428,36,27,67,80,existing,1655.7122254727428
37,37,17,68,127,existing,12.514183383323608,37,17,68,155,existing,371.52232291743644,37,17,68,127,allocated,12.514183383323608,37,29,68,12,existing,1397.105031474256,37,28,68,79,existing,1498.1021181449878,37,26,68,80,existing,1554.7564873200436,37,27,68,80,existing,1554.7564873200436
38,38,17,71,127,existing,315.3601397691683,38,17,71,155,existing,399.6581522156536,38,17,71,142,allocated,127.96746760753845,38,29,71,12,existing,1070.8864112894018,38,28,71,79,existing,1171.8834979601336,38,26,71,80,existing,1228.5378671351891,38,27,71,80,existing,1228.5378671351891
39,39,20,72,75,existing,248.8538975499917,39,20,72,155,existing,252.24906750129477,39,20,72,142,allocated,261.6789152314672,39,29,72,12,existing,928.0061519213689,39,28,72,79,existing,1029.0032385921006,39,26,72,80,existing,1130.8272586863363,39,27,72,80,existing,1130.8272586863363
40,40,17,73,127,existing,183.4650181274447,40,17,73,155,existing,531.5532738573772,40,17,73,73,allocated,0.0,40,29,73,12,existing,1202.7815329311254,40,28,73,79,existing,1303.7786196018571,40,26,73,80,existing,1360.432988776913,40,27,73,80,existing,1360.432988776913
41,41,20,74,75,existing,174.77180674765805,41,20,74,155,existing,298.5748234022558,41,20,74,81,allocated,313.861591683554,41,29,74,12,existing,853.9240611190352,41,28,74,79,existing,954.9211477897668,41,26,74,80,existing,1056.7451678840025,41,27,74,80,existing,1056.7451678840025
42,42,20,75,75,existing,0.0,42,20,75,34,existing,249.51019423299334,42,20,75,58,allocated,175.3691549071393,42,29,75,12,existing,679.1522543713771,42,28,75,79,existing,780.1493410421087,42,26,75,80,existing,881.9733611363446,42,27,75,80,existing,881.9733611363446
43,43,19,76,28,existing,169.03807344470252,43,19,76,155,existing,78.8664087383464,43,19,76,81,allocated,94.03777248588015,43,29,76,12,existing,1112.537780847975,43,28,76,79,existing,1213.5348675187067,43,26,76,80,existing,1315.3588876129425,43,27,76,80,existing,1315.3588876129425
44,44,22,77,143,existing,302.3048923037163,44,22,77,180,existing,720.8122663379293,44,22,77,113,allocated,559.7080351070639,44,26,77,80,existing,1400.3868321464026,44,27,77,80,existing,1400.3868321464026,44,29,77,12,existing,1593.532070301477,44,28,77,79,existing,1501.4904111724036
45,45,22,78,143,existing,353.6291577618247,45,22,78,180,existing,772.1365317960376,45,22,78,113,allocated,611.0323005651722,45,26,78,80,existing,1451.711097604511,45,27,78,80,existing,1451.711097604511,45,29,78,12,existing,1644.8563357595854,45,28,78,79,existing,1552.814676630512
46,46,24,83,25,existing,252.25888926452234,46,24,83,180,existing,497.01849774358755,46,24,83,145,allocated,187.42651913654055,46,27,83,80,existing,341.1266929838262,46,26,83,80,existing,341.1266929838262,46,28,83,79,existing,442.950713078062,46,29,83,12,existing,544.829334375979
47,47,25,84,80,existing,93.18188255474043,47,25,84,180,existing,586.3926832537329,47,25,84,19,allocated,51.02729628436264,47,27,84,80,existing,93.18188255474043,47,26,84,80,existing,93.18188255474043,47,28,84,79,existing,195.00590264897622,47,29,84,12,existing,296.5974418457086
48,48,23,85,79,existing,174.22806870189413,48,23,85,34,existing,584.2633500632231,48,23,85,53,allocated,93.29422221260302,48,29,85,12,existing,73.23098203116245,48,28,85,79,existing,174.22806870189413,48,26,85,80,existing,276.0520887961299,48,27,85,80,existing,276.0520887961299
49,49,23,86,79,existing,123.805530700066,49,23,86,34,existing,635.3479048850758,49,23,86,79,existing,123.805530700066,49,28,86,79,existing,123.805530700066,49,29,86,12,existing,124.31553685301512,49,26,86,80,existing,225.6295507943018,49,27,86,80,existing,225.6295507943018
50,50,21,87,185,existing,228.6649557879291,50,21,87,34,existing,402.42661691770945,50,21,87,81,allocated,479.33590988932093,50,29,87,12,existing,874.9556039063767,50,28,87,79,existing,975.9526905771083,50,26,87,80,existing,1077.776710671344,50,27,87,80,existing,1077.776710671344
51,51,21,88,185,existing,154.12005633163903,51,21,88,34,existing,327.8817174614194,51,21,88,81,allocated,404.79101043303086,51,29,88,12,existing,800.4107044500867,51,28,88,79,existing,901.4077911208183,51,26,88,80,existing,1003.2318112150541,51,27,88,80,existing,1003.2318112150541
52,52,22,89,143,existing,379.2954853153949,52,22,89,180,existing,646.5383687472782,52,22,89,70,allocated,578.7580424943142,52,26,89,80,existing,1326.1129345557515,52,27,89,80,existing,1326.1129345557515,52,29,89,12,existing,1527.5401332729623,52,28,89,79,existing,1427.2165135817527
53,53,22,90,143,existing,399.18181630980644,53,22,90,180,existing,626.6520377528667,53,22,90,70,allocated,558.8717114999026,53,26,90,80,existing,1306.2266035613402,53,27,90,80,existing,1306.2266035613402,53,29,90,12,existing,1507.6538022785508,53,28,90,79,existing,1407.330182587341
54,54,20,91,75,existing,202.53243020370215,54,20,91,34,existing,452.0426244366955,54,20,91,142,allocated,72.40220308257385,54,29,91,12,existing,874.2507139506966,54,28,91,79,existing,975.2478006214283,54,26,91,80,existing,1028.168196445077,54,27,91,80,existing,1028.168196445077
55,55,20,92,75,existing,120.0998342206185,55,20,92,34,existing,369.61002845361185,55,20,92,58,allocated,57.84763812363214,55,29,92,12,existing,791.8181179676129,55,28,92,79,existing,892.8152046383445,55,26,92,80,existing,945.7356004619933,55,27,92,80,existing,945.7356004619933
56,56,23,94,79,existing,366.1212855445622,56,23,94,34,existing,393.5604554755737,56,23,94,141,allocated,203.13574588027225,56,29,94,12,existing,265.12419887383055,56,28,94,79,existing,366.1212855445622,56,26,94,80,existing,467.945305638798,56,27,94,80,existing,467.945305638798
57,57,20,95,75,existing,369.1219581623702,57,20,95,180,existing,462.8403658301613,57,20,95,182,allocated,204.9449638906503,57,29,95,12,existing,542.1967704871417,57,27,95,80,existing,597.7773656290203,57,28,95,79,existing,643.1938571578735,57,26,95,80,existing,597.7773656290203
58,58,22,98,143,existing,570.8671829895404,58,22,98,180,existing,496.3891559827748,58,22,98,70,allocated,428.60882972981074,58,26,98,80,existing,1175.9637217912482,58,27,98,80,existing,1175.9637217912482,58,29,98,12,existing,1377.3909205084587,58,28,98,79,existing,1277.0673008172491
59,59,24,102,25,existing,151.41536333159758,59,24,102,180,existing,597.8620236765123,59,24,102,145,allocated,86.58299320361579,59,27,102,80,existing,240.28316705090145,59,26,102,80,existing,240.28316705090145,59,28,102,79,existing,342.10718714513723,59,29,102,12,existing,443.9858084430542
60,60,24,103,25,existing,447.52302705010254,60,24,103,180,existing,301.7543599580074,60,24,103,70,allocated,233.97403370504338,60,27,103,80,existing,536.3908307694064,60,26,103,80,existing,536.3908307694064,60,28,103,79,existing,638.2148508636421,60,29,103,12,existing,740.0934721615591
61,61,17,105,127,existing,334.6804107632206,61,17,105,155,existing,405.2807861192759,61,17,105,142,allocated,108.6471966134861,61,29,105,12,existing,1051.5661402953497,61,28,105,79,existing,1152.5632269660814,61,27,105,80,existing,1209.217596141137,61,26,105,80,existing,1209.217596141137
62,62,20,106,75,existing,306.70112985538447,62,20,106,155,existing,480.6825833356872,62,20,106,142,allocated,33.24539939707484,62,29,106,12,existing,979.8983164303453,62,28,106,79,existing,1080.895403101077,62,26,106,80,existing,1133.8157989247256,62,27,106,80,existing,1133.8157989247256
63,63,23,107,79,existing,315.33402388900765,63,23,107,180,existing,465.34412094546667,63,23,107,141,allocated,51.91133658024602,63,28,107,79,existing,315.33402388900765,63,27,107,80,existing,317.54482345810135,63,29,107,12,existing,415.65764358021755,63,26,107,80,existing,317.54482345810135
64,64,23,111,79,existing,265.73267951097023,64,23,111,34,existing,495.1835203975625,64,23,111,141,allocated,101.51268095828338,64,28,111,79,existing,265.73267951097023,64,29,111,12,existing,366.0562992021801,64,26,111,80,existing,367.1461678361387,64,27,111,80,existing,367.1461678361387
65,65,23,112,79,existing,73.8987239309356,65,23,112,34,existing,685.2547116542062,65,23,112,79,existing,73.8987239309356,65,28,112,79,existing,73.8987239309356,65,29,112,12,existing,174.2223436221455,65,26,112,80,existing,175.72274402517138,65,27,112,80,existing,175.72274402517138
66,66,20,118,75,existing,13.928227846969737,66,20,118,34,existing,260.97324814603513,66,20,118,58,allocated,161.44092706016954,66,29,118,12,existing,665.2240265244073,66,28,118,79,existing,766.221113195139,66,26,118,80,existing,868.0451332893748,66,27,118,80,existing,868.0451332893748
67,67,20,119,75,existing,55.93244129724303,67,20,119,34,existing,218.96903469576182,67,20,119,58,allocated,203.44514051044285,67,29,119,12,existing,623.2198130741341,67,28,119,79,existing,724.2168997448657,67,26,119,80,existing,826.0409198391015,67,27,119,80,existing,826.0409198391015
68,68,20,120,75,existing,234.11803242799158,68,20,120,155,existing,266.98493262329487,68,20,120,142,allocated,246.9430501094671,68,29,120,12,existing,913.2702867993687,68,28,120,79,existing,1014.2673734701004,68,26,120,80,existing,1116.0913935643362,68,27,120,80,existing,1116.0913935643362
69,69,17,121,127,existing,244.05089308248188,69,17,121,155,existing,519.2829675990242,69,17,121,121,allocated,0.0,69,29,121,12,existing,1165.5683217750977,69,28,121,79,existing,1266.5654084458295,69,26,121,80,existing,1323.2197776208855,69,27,121,80,existing,1323.2197776208855
70,70,21,122,185,existing,100.47824914672807,70,21,122,34,existing,106.36811632319147,70,21,122,58,allocated,316.0460588830132,70,29,122,12,existing,545.8123989717195,70,28,122,79,existing,646.8094856424511,70,26,122,80,existing,748.633505736687,70,27,122,80,existing,748.633505736687
71,71,25,125,80,existing,670.8392212070285,71,25,125,180,existing,85.1981940362193,71,25,125,70,allocated,152.97852028918334,71,27,125,80,existing,670.8392212070285,71,26,125,80,existing,670.8392212070285,71,28,125,79,existing,771.9428002330294,71,29,125,12,existing,872.2664199242392
72,72,22,126,143,existing,307.3882816516348,72,22,126,180,existing,718.4455724110383,72,22,126,70,allocated,650.6652461580743,72,26,126,80,existing,1398.0201382195116,72,27,126,80,existing,1398.0201382195116,72,29,126,12,existing,1599.4473369367224,72,28,126,79,existing,1499.1237172455126
73,73,17,127,127,existing,0.0,73,17,127,155,existing,359.00813953411284,73,17,127,127,allocated,0.0,73,29,127,12,existing,1386.24655105857,73,28,127,79,existing,1487.2436377293018,73,26,127,80,existing,1543.8980069043575,73,27,127,80,existing,1543.8980069043575
74,74,22,129,143,existing,96.38353571428775,74,22,129,180,existing,960.6619474168687,74,22,129,113,allocated,319.8583540281245,74,29,129,12,existing,1353.6823892225375,74,27,129,80,existing,1394.0083387393183,74,28,129,79,existing,1454.6794758932692,74,26,129,80,existing,1394.0083387393183
75,75,23,130,79,existing,205.76578404119752,75,23,130,34,existing,552.7256347239197,75,23,130,53,allocated,124.83193755190638,75,29,130,12,existing,104.76869737046584,75,28,130,79,existing,205.76578404119752,75,26,130,80,existing,307.58980413543327,75,27,130,80,existing,307.58980413543327
76,76,23,131,79,existing,144.06251465573507,76,23,131,34,existing,609.1150873099076,76,23,131,53,allocated,63.128668166443944,76,29,131,12,existing,43.065427985003396,76,28,131,79,existing,144.06251465573507,76,26,131,80,existing,245.88653474997085,76,27,131,80,existing,245.88653474997085
77,77,25,141,80,existing,266.1417814432527,77,25,141,180,existing,413.43278436522064,77,25,141,141,allocated,0.0,77,27,141,80,existing,266.1417814432527,77,26,141,80,existing,266.1417814432527,77,28,141,79,existing,367.2453604692536,77,29,141,12,existing,467.5689801604635
78,78,20,142,75,existing,274.934633286276,78,20,142,155,existing,513.9279827327621,78,20,142,142,allocated,0.0,78,29,142,12,existing,946.6529170332705,78,28,142,79,existing,1047.650003704002,78,27,142,80,existing,1100.5703995276508,78,26,142,80,existing,1100.5703995276508
79,79,22,143,143,existing,0.0,79,22,143,180,existing,1023.1171586416456,79,22,143,113,allocated,416.2418897424123,79,29,143,12,existing,1450.0659249368255,79,27,143,80,existing,1490.3918744536063,79,28,143,79,existing,1551.0630116075572,79,26,143,80,existing,1490.3918744536063
80,80,24,144,25,existing,104.51128713279026,80,24,144,180,existing,644.7660998753197,80,24,144,145,allocated,39.67891700480847,80,27,144,80,existing,193.37909085209412,80,26,144,80,existing,193.37909085209412,80,28,144,79,existing,295.2031109463299,80,29,144,12,existing,397.0817322442469
81,81,24,146,25,existing,224.15940130480396,81,24,146,180,existing,464.49456731354536,81,24,146,141,allocated,51.06178294832474,81,27,146,80,existing,316.435238104097,81,26,146,80,existing,316.435238104097,81,28,146,79,existing,418.25925819833276,81,29,146,12,existing,518.6307631087882
82,82,23,147,79,existing,315.869140134339,82,23,147,34,existing,445.04705977419377,82,23,147,141,allocated,151.64914158165215,82,28,147,79,existing,315.869140134339,82,29,147,12,existing,316.61080317245063,82,26,147,80,existing,417.28262845950746,82,27,147,80,existing,417.28262845950746
83,83,25,149,80,existing,632.6077964896413,83,25,149,180,existing,46.96676931883213,83,25,149,70,allocated,114.74709557179617,83,27,149,80,existing,632.6077964896413,83,26,149,80,existing,632.6077964896413,83,28,149,79,existing,733.7113755156422,83,29,149,12,existing,834.034995206852
84,84,24,151,25,existing,265.56151925745087,84,24,151,180,existing,505.89668526619226,84,24,151,141,allocated,92.46390090097162,84,27,151,80,existing,357.8373560567439,84,26,151,80,existing,357.8373560567439,84,28,151,79,existing,459.66137615097966,84,29,151,12,existing,560.0328810614351
85,85,22,153,143,existing,40.42199688742987,85,22,153,180,existing,1016.6234862437266,85,22,153,113,allocated,375.8198928549824,85,29,153,12,existing,1409.6439280493955,85,27,153,80,existing,1449.9698775661764,85,28,153,79,existing,1510.6410147201273,85,26,153,80,existing,1449.9698775661764
86,86,21,154,185,existing,114.30085543374094,86,21,154,34,existing,120.19072261020433,86,21,154,58,allocated,302.22345259600036,86,29,154,12,existing,531.9897926847067,86,28,154,79,existing,632.9868793554383,86,26,154,80,existing,734.8108994496741,86,27,154,80,existing,734.8108994496741
87,87,22,157,143,existing,374.09834089423055,87,22,157,180,existing,812.5663421193332,87,22,157,70,allocated,744.7860158663692,87,26,157,80,existing,1492.1409079278064,87,27,157,80,existing,1492.1409079278064,87,28,157,79,existing,1593.2444869538076,87,29,157,12,existing,1693.5681066450172
88,88,21,158,185,existing,199.29153632133847,88,21,158,34,existing,205.18140349780185,88,21,158,58,allocated,387.2141334835979,88,29,158,12,existing,446.99911179710915,88,28,158,79,existing,547.9961984678408,88,27,158,80,existing,649.8202185620767,88,26,158,80,existing,649.8202185620767
89,89,20,159,75,existing,533.1300196722168,89,20,159,180,existing,424.41179582415236,89,20,159,160,allocated,74.29845451907838,89,27,159,80,existing,801.8035415538241,89,26,159,80,existing,801.8035415538241,89,28,159,79,existing,902.907120579825,89,29,159,12,existing,1003.230740271035
90,90,20,160,75,existing,607.4284741912952,90,20,160,180,existing,350.113341305074,90,20,160,160,allocated,0.0,90,27,160,80,existing,727.5050870347457,90,26,160,80,existing,727.5050870347457,90,28,160,79,existing,828.6086660607466,90,29,160,12,existing,928.9322857519566
91,91,20,161,75,existing,661.5857924499368,91,20,161,180,existing,295.9560230464324,91,20,161,160,allocated,54.15731825864163,91,27,161,80,existing,673.3477687761041,91,26,161,80,existing,673.3477687761041,91,28,161,79,existing,774.451347802105,91,29,161,12,existing,874.774967493315
92,92,25,162,80,existing,589.1852768505833,92,25,162,180,existing,211.79353112091155,92,25,162,160,allocated,138.31981018416246,92,27,162,80,existing,589.1852768505833,92,26,162,80,existing,589.1852768505833,92,28,162,79,existing,690.2888558765842,92,29,162,12,existing,790.6124755677941
93,93,24,164,25,existing,234.93708602196165,93,24,164,180,existing,514.3403009861482,93,24,164,145,allocated,170.10471589397986,93,27,164,80,existing,323.8048897412655,93,26,164,80,existing,323.8048897412655,93,28,164,79,existing,425.6289098355013,93,29,164,12,existing,527.5075311334183
