,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant,2_assign_from_var_id_restaurant,2_assign_to_var_id_restaurant,2_assign_from_node_id_restaurant,2_assign_to_node_id_restaurant,2_assign_type_restaurant,2_dist_restaurant,3_assign_from_var_id_restaurant,3_assign_to_var_id_restaurant,3_assign_from_node_id_restaurant,3_assign_to_node_id_restaurant,3_assign_type_restaurant,3_dist_restaurant,4_assign_from_var_id_restaurant,4_assign_to_var_id_restaurant,4_assign_from_node_id_restaurant,4_assign_to_node_id_restaurant,4_assign_type_restaurant,4_dist_restaurant,5_assign_from_var_id_restaurant,5_assign_to_var_id_restaurant,5_assign_from_node_id_restaurant,5_assign_to_node_id_restaurant,5_assign_type_restaurant,5_dist_restaurant,6_assign_from_var_id_restaurant,6_assign_to_var_id_restaurant,6_assign_from_node_id_restaurant,6_assign_to_node_id_restaurant,6_assign_type_restaurant,6_dist_restaurant,7_assign_from_var_id_restaurant,7_assign_to_var_id_restaurant,7_assign_from_node_id_restaurant,7_assign_to_node_id_restaurant,7_assign_type_restaurant,7_dist_restaurant,8_assign_from_var_id_restaurant,8_assign_to_var_id_restaurant,8_assign_from_node_id_restaurant,8_assign_to_node_id_restaurant,8_assign_type_restaurant,8_dist_restaurant,9_assign_from_var_id_restaurant,9_assign_to_var_id_restaurant,9_assign_from_node_id_restaurant,9_assign_to_node_id_restaurant,9_assign_type_restaurant,9_dist_restaurant
0,0,22,0,254,existing,256.5892059269126,0,22,0,206,existing,181.283019960967,0,22,0,193,allocated,196.069473549407,0,38,0,187,existing,284.2518209652046,0,37,0,186,existing,291.2598915635675,0,39,0,259,existing,320.25134860347987,0,40,0,259,existing,320.25134860347987,0,35,0,201,existing,373.9160221160538,0,28,0,264,existing,419.3013335837944,0,34,0,201,existing,373.9160221160538,0,36,0,201,existing,373.9160221160538,0,27,0,110,existing,467.7530461450482,0,33,0,180,existing,426.34456243577085
1,1,24,1,254,existing,286.0864245647126,1,24,1,206,existing,210.78023859876706,1,24,1,193,allocated,167.5091631989478,1,38,1,187,existing,313.74903960300463,1,37,1,186,existing,320.7571102013676,1,39,1,259,existing,349.7485672412799,1,40,1,259,existing,349.7485672412799,1,34,1,201,existing,403.41324075385387,1,28,1,264,existing,448.7985522215945,1,36,1,201,existing,403.41324075385387,1,35,1,201,existing,403.41324075385387,1,33,1,180,existing,466.14362135565204,1,27,1,110,existing,497.25026478284826
2,2,25,2,60,existing,230.72595123537891,2,25,2,257,existing,351.8911585706603,2,25,2,109,allocated,316.5469285911813,2,31,2,65,existing,341.353929016477,2,32,2,127,existing,417.6640796615387,2,29,2,127,existing,417.6640796615387,2,30,2,81,existing,507.9369793225052,2,35,2,201,existing,614.3572015607799,2,27,2,110,existing,600.7590677798662,2,28,2,264,existing,524.9488121947393,2,33,2,180,existing,561.8910179605163,2,34,2,201,existing,614.3572015607799,2,36,2,201,existing,614.3572015607799
3,3,25,3,60,existing,233.29900821164253,3,25,3,257,existing,362.3627700856596,3,25,3,109,allocated,327.01854010618064,3,31,3,65,existing,330.8823175014777,3,32,3,127,existing,407.19246814653945,3,29,3,127,existing,407.19246814653945,3,30,3,81,existing,497.4653678075058,3,35,3,201,existing,603.8855900457805,3,27,3,110,existing,590.2874562648669,3,28,3,264,existing,514.47720067974,3,33,3,180,existing,551.419406445517,3,34,3,201,existing,603.8855900457805,3,36,3,201,existing,603.8855900457805
4,4,25,4,60,existing,425.9670540567704,4,25,4,257,existing,359.2870629600255,4,25,4,109,allocated,343.38847464131595,4,27,4,110,existing,800.4990249810107,4,28,4,264,existing,804.0735183323924,4,33,4,180,existing,841.0157240981694,4,35,4,201,existing,858.1119422639008,4,36,4,201,existing,858.1119422639008,4,29,4,127,existing,899.6812496808377,4,32,4,127,existing,899.6812496808377,4,34,4,201,existing,858.1119422639008,4,37,4,186,existing,940.7680728163871,4,30,4,81,existing,900.0237607674671
5,5,25,5,60,existing,438.1336286823007,5,25,5,257,existing,371.4536375855557,5,25,5,109,allocated,355.5550492668462,5,27,5,110,existing,788.3324503554805,5,28,5,264,existing,815.7551630760984,5,34,5,201,existing,845.9453676383705,5,36,5,201,existing,845.9453676383705,5,35,5,201,existing,845.9453676383705,5,29,5,127,existing,911.3628944245436,5,33,5,180,existing,852.6973688418753,5,32,5,127,existing,911.3628944245436,5,37,5,186,existing,928.6014981908568,5,30,5,81,existing,911.705405511173
6,6,23,6,65,existing,435.8536860052195,6,23,6,190,existing,508.7486631265767,6,23,6,251,allocated,200.2457144040175,6,31,6,65,existing,435.8536860052195,6,30,6,81,existing,493.7949941030733,6,32,6,127,existing,551.0315989408814,6,29,6,127,existing,551.0315989408814,6,33,6,180,existing,552.803030772371,6,36,6,201,existing,731.9509506474114,6,27,6,110,existing,718.3528168664977,6,28,6,264,existing,589.745236538148,6,34,6,201,existing,731.9509506474114,6,35,6,201,existing,731.9509506474114
7,7,23,7,65,existing,581.4225638366374,7,23,7,205,existing,650.5193654082076,7,23,7,175,allocated,322.32092209313464,7,31,7,65,existing,581.4225638366374,7,30,7,81,existing,639.3638719344912,7,32,7,127,existing,696.6004767722993,7,29,7,127,existing,696.6004767722993,7,35,7,201,existing,877.5198284788294,7,27,7,110,existing,863.9216946979157,7,28,7,264,existing,735.3141143695659,7,33,7,180,existing,698.3719086037888,7,36,7,201,existing,877.5198284788294,7,34,7,201,existing,877.5198284788294
8,8,23,8,65,existing,401.1422579573834,8,23,8,190,existing,619.2496913700704,8,23,8,251,allocated,191.89487380667725,8,31,8,65,existing,401.1422579573834,8,29,8,127,existing,516.3201708930453,8,32,8,127,existing,516.3201708930453,8,30,8,81,existing,519.2289277976096,8,27,8,110,existing,740.5354825698404,8,28,8,264,existing,615.1791702326842,8,33,8,180,existing,578.2369644669072,8,34,8,201,existing,754.133616350754,8,36,8,201,existing,754.133616350754,8,35,8,201,existing,754.133616350754
9,9,23,9,65,existing,442.79908148674724,9,23,9,190,existing,639.0651556020991,9,23,9,251,allocated,233.55169733604112,9,31,9,65,existing,442.79908148674724,9,32,9,127,existing,557.9769944224091,9,30,9,81,existing,560.8857513269734,9,29,9,127,existing,557.9769944224091,9,33,9,180,existing,619.8937879962712,9,28,9,264,existing,656.8359937620481,9,36,9,201,existing,795.7904398801179,9,27,9,110,existing,782.1923060992042,9,35,9,201,existing,795.7904398801179,9,34,9,201,existing,795.7904398801179
10,10,25,11,60,existing,665.5980320400188,10,25,11,257,existing,366.8146934293293,10,25,11,109,allocated,339.82879954888926,10,31,11,65,existing,776.2260098211168,10,32,11,127,existing,852.5361604661784,10,29,11,127,existing,852.5361604661784,10,30,11,81,existing,942.809060127145,10,28,11,264,existing,959.820892999379,10,27,11,110,existing,1035.6311485845058,10,34,11,201,existing,1049.2292823654197,10,33,11,180,existing,996.763098765156,10,36,11,201,existing,1049.2292823654197,10,35,11,201,existing,1049.2292823654197
11,11,25,12,60,existing,440.7002242083643,11,25,12,257,existing,141.91688559767493,11,25,12,109,allocated,114.93099171723489,11,31,12,65,existing,551.3282019894624,11,32,12,127,existing,627.638352634524,11,30,12,81,existing,717.9112522954906,11,29,12,127,existing,627.638352634524,11,27,12,110,existing,810.7333407528515,11,33,12,180,existing,771.8652909335016,11,34,12,201,existing,824.3314745337652,11,28,12,264,existing,734.9230851677246,11,35,12,201,existing,824.3314745337652,11,36,12,201,existing,824.3314745337652
12,12,25,13,60,existing,381.60714497422043,12,25,13,257,existing,207.5691359313068,12,25,13,109,allocated,49.27874138360305,12,31,13,65,existing,608.6221162240554,12,32,13,127,existing,684.932266869117,12,29,13,127,existing,684.932266869117,12,27,13,110,existing,758.4645051531882,12,33,13,180,existing,796.6558150156194,12,30,13,81,existing,775.2051665300835,12,35,13,201,existing,816.0774224360782,12,28,13,264,existing,759.7136092498424,12,34,13,201,existing,816.0774224360782,12,36,13,201,existing,816.0774224360782
13,13,20,14,126,existing,457.513043123762,13,20,14,257,existing,554.801028170683,13,20,14,94,allocated,412.75052332515,13,31,14,65,existing,475.5404781678507,13,32,14,127,existing,590.7183911035127,13,30,14,81,existing,642.1235284738789,13,29,14,127,existing,590.7183911035127,13,28,14,264,existing,738.0737709089536,13,33,14,180,existing,701.1315651431767,13,27,14,110,existing,814.9337027803078,13,36,14,201,existing,828.5318365612213,13,35,14,201,existing,828.5318365612213,13,34,14,201,existing,828.5318365612213
14,14,20,15,126,existing,416.5128233923434,14,20,15,257,existing,513.8008084392645,14,20,15,94,allocated,371.7503035937315,14,31,15,65,existing,434.54025843643217,14,32,15,127,existing,549.718171372094,14,29,15,127,existing,549.718171372094,14,30,15,81,existing,601.1233087424604,14,28,15,264,existing,697.073551177535,14,33,15,180,existing,660.131345411758,14,36,15,201,existing,787.5316168298028,14,27,15,110,existing,773.9334830488892,14,34,15,201,existing,787.5316168298028,14,35,15,201,existing,787.5316168298028
15,15,20,17,126,existing,124.32678434997969,15,20,17,190,existing,448.46003412359073,15,20,17,17,allocated,0.0,15,31,17,65,existing,142.35421939406848,15,29,17,127,existing,257.53213232973036,15,32,17,127,existing,257.53213232973036,15,30,17,81,existing,261.21121383057493,15,28,17,264,existing,357.16145626564963,15,27,17,110,existing,481.7474440065255,15,33,17,180,existing,320.2192504998726,15,34,17,201,existing,495.34557778743914,15,36,17,201,existing,495.34557778743914,15,35,17,201,existing,495.34557778743914
16,16,26,18,259,existing,159.40812063208463,16,26,18,206,existing,298.3764492745975,16,26,18,29,allocated,43.63573752499874,16,34,18,201,existing,113.8610270485097,16,35,18,201,existing,113.8610270485097,16,27,18,110,existing,133.5564771956343,16,36,18,201,existing,113.8610270485097,16,37,18,186,existing,196.51715760099603,16,38,18,187,existing,195.4076482703599,16,39,18,259,existing,159.40812063208463,16,40,18,259,existing,159.40812063208463,16,33,18,180,existing,293.00894692355007,16,28,18,264,existing,256.0667411577731
17,17,26,19,259,existing,189.18729029828557,17,26,19,206,existing,328.1556189407985,17,26,19,29,allocated,73.41490719119969,17,34,19,201,existing,143.64019671471067,17,35,19,201,existing,143.64019671471067,17,27,19,110,existing,163.33564686183524,17,36,19,201,existing,143.64019671471067,17,37,19,186,existing,226.296327267197,17,38,19,187,existing,225.18681793656083,17,39,19,259,existing,189.18729029828557,17,40,19,259,existing,189.18729029828557,17,33,19,180,existing,322.7881165897511,17,28,19,264,existing,285.8459108239741
18,18,26,20,259,existing,78.68584216127759,18,26,20,206,existing,217.65417080379046,18,26,20,30,allocated,42.87196445234766,18,39,20,259,existing,78.68584216127759,18,40,20,259,existing,78.68584216127759,18,37,20,186,existing,132.43445832087846,18,38,20,187,existing,114.68536979955286,18,34,20,201,existing,215.09058887336477,18,35,20,201,existing,215.09058887336477,18,27,20,110,existing,254.28625957388817,18,36,20,201,existing,215.09058887336477,18,28,20,264,existing,357.2963029826282,18,33,20,180,existing,394.23850874840525
19,19,26,21,259,existing,129.00292229772282,19,26,21,206,existing,267.9712509402357,19,26,21,30,allocated,93.18904458879288,19,39,21,259,existing,129.00292229772282,19,40,21,259,existing,129.00292229772282,19,37,21,186,existing,182.7515384573237,19,38,21,187,existing,165.00244993599807,19,34,21,201,existing,265.40766900981,19,35,21,201,existing,265.40766900981,19,27,21,110,existing,304.60333971033344,19,36,21,201,existing,265.40766900981,19,28,21,264,existing,407.61338311907343,19,33,21,180,existing,444.5555888848504
