,dist_grocery,dist_school,0_dist_restaurant,1_dist_restaurant
0,595.0859675634036,244.52587722915848,867.7912590164756,1030.4325198049332
1,1007.6717995941259,391.24666081050077,1140.8480264669633,1140.8480264669633
2,841.5986857516647,545.4317241256805,1120.286171983193,1120.286171983193
3,990.0375395978452,351.71826878262993,990.0375395978452,990.0375395978452
4,1087.4906931552382,449.1714223400227,1087.4906931552382,1087.4906931552382
5,500.8175075678621,962.7467737385874,528.4896404441539,1054.7297405812
6,453.8361063588235,915.7653725295488,574.1814720934444,1012.8588384240319
7,258.83850426570064,445.48476223142393,293.2911795165461,378.94600351342984
8,334.4284695138216,999.1534334320534,259.706019379121,1120.5607221789126
9,371.2295980336638,1035.9545619518958,296.5071478989633,1083.75959365907
10,238.7491437350513,357.61685856673864,822.2210464475568,894.3479524663439
11,298.29514722058263,337.05483497570424,823.2622249939841,834.8019489808125
12,441.4024245211223,323.0372699028783,706.8537724429209,718.3934964297493
13,514.8782654251256,222.86260424939854,606.6791067894412,618.2188307762696
14,174.56469340671015,2119.9070634400823,260.12941827048456,869.206959980306
15,1455.4060774657614,780.8800875900582,1455.4060774657614,1455.4060774657614
16,1496.140936782406,821.6149469067029,1496.140936782406,1496.140936782406
17,410.76664338163926,597.4129013473625,445.2193186324847,530.8741426293685
18,1205.1838931055886,515.1888366820617,1205.1838931055886,1205.1838931055886
19,1104.474752783421,466.1554819682057,1104.474752783421,1104.474752783421
20,1452.1013307548856,468.49863380437705,2021.975870188467,2075.6804843477366
21,1400.5075428857492,416.90484593524087,1970.3820823193307,2024.0866964786
22,587.4230511767244,748.3470167379089,507.0032097277886,1391.1287481697266
23,543.8315703083641,791.938497606269,463.4117288594284,1347.5372673013662
24,457.3728848179687,868.226090465685,376.953043369033,1261.078581810971
25,526.8997746442544,905.7075089068269,523.0787726877198,1402.0646340410622
26,470.2977798875703,953.4045225734723,338.95498412997983,1259.9884109613622
27,440.56927316918524,844.0207537675636,458.0514890093217,1315.7341325659931
28,412.3925757533008,815.844056351679,499.91478663649895,1287.5574351501086
29,362.8888570520153,766.3403376503936,514.9810738004217,1238.0537164488233
30,716.2084625117609,1060.9842305634265,641.4860123770604,819.1946131193877
31,545.1248066426161,1062.719950558115,470.40235650791556,1077.7857450371343
32,544.7826677898671,1006.7119339605924,572.4548006661589,1010.764580359195
33,667.3296488697517,1034.5185246806032,700.3406923301382,882.3249419657253
34,709.8819362058546,991.9662373445003,742.892979666241,839.7726546296225
35,601.6089928508446,854.2699109675301,623.9626533936026,1476.7738522476525
36,553.5798508847656,902.2990529336091,641.1020617679638,1428.7447102815736
37,629.7918987904252,1147.7807751977016,555.0694486557246,993.3717984465684
38,624.3445544460401,1077.5036191043148,657.3555979064265,925.310036389437
39,1411.1495108229246,484.07708794858377,2037.5543243326738,2086.3145710642452
40,1505.0210376873888,557.5211685425925,2110.9984049266823,2164.703019085952
41,601.4315899764285,762.8304659901561,711.3714676631246,711.3714676631246
42,494.5970008622168,676.8842452136735,774.950637972833,818.2060567773365
43,553.3521180211725,432.52543107962134,407.6247784767481,789.4495048757394
44,484.3049665216686,540.9747586230524,338.5776269772442,720.4023533762355
45,295.1857261108777,378.0918581663449,149.45838656645344,531.2831129654447
46,487.880419200847,347.17453040065334,874.7247751334517,1012.8474969742485
47,388.02793549824025,247.32204669804662,774.8722914308449,912.9950132716417
48,411.3416776231992,922.240225322676,336.6192274884986,1197.4739302882901
49,458.44337171068787,976.0385156261866,383.7209215759873,1164.4671799690625
50,1348.1213427957975,843.1209312886957,1481.440202103911,1481.440202103911
51,1306.8560745978857,869.8427986010353,1448.695875871748,1448.695875871748
52,1007.518330728416,128.08482894040162,1425.3924074436884,1588.033668232146
53,936.8910584892883,125.41692807708762,1354.7651352045607,1517.4063959930184
54,724.7839414635413,662.2464684138039,1003.4714276950696,1003.4714276950696
55,561.0478040495457,743.3350484010023,841.401441160162,898.384734273991
56,1074.150934825575,177.30107885944363,1688.3421581564494,1850.983418944907
57,963.7836244503595,287.6683892346589,1577.9748477812343,1740.616108569692
58,1380.0957086557614,453.02328578142044,2006.5005221655106,2159.1672435283895
59,1288.757845633335,361.6854227589939,1915.162659143084,2067.829380505963
60,870.087424471906,259.53924441167237,870.087424471906,870.087424471906
61,988.1077489686337,377.5595689084,988.1077489686337,988.1077489686337
62,1051.8793033531804,1003.4431448257902,1193.7191046270427,1193.7191046270427
63,892.2474608468,843.81130231941,1034.0872621206624,1034.0872621206624
64,1425.2797773159814,498.2073544416405,1998.6615840820068,1998.6615840820068
65,1523.539425740885,596.467002866544,1900.401935657103,1900.401935657103
66,381.7969587924232,564.0842031438798,662.1505959030394,719.1338890168684
67,1153.3626603571324,273.92915856911804,1552.3023817286814,1552.3023817286814
68,1225.9009356680033,346.467433879989,1607.748371922914,1607.748371922914
69,357.9973904682181,1055.0554514544688,226.65459471062775,1161.7030874612203
70,131.3427957575904,1206.3124117762186,0.0,935.0484927505927
71,503.69606452511937,1244.251463503185,510.47051643047104,869.7962251275623
72,545.8417514627317,1202.1057765655726,552.6162033680835,827.6505381899498
73,375.99571244865297,1123.683277890317,384.2358638373846,998.3561717544655
74,418.4336220601143,1167.8833740990474,428.435960046115,955.0586675925673
75,685.1046444192765,1083.1075896600798,685.1046444192765,685.1046444192765
76,635.4838183953913,1032.322408634967,635.4838183953913,635.4838183953913
77,632.1169115710161,1114.9140324071639,639.8079475264922,740.4587940315411
78,589.2264730349891,1158.3818540736559,596.3401258600003,783.9266156980331
79,708.0139682806871,894.6602262464105,742.4666435315326,767.5714229821197
80,659.8020377354502,846.4482957011735,694.2547129862957,719.3594924368828
81,753.2861814627545,948.5619920876004,784.2238677603636,796.3684093727226
82,511.745943938376,2145.976549903193,511.745943938376,667.6219337087731
83,269.27775918262546,402.3850194266131,614.1640755917583,890.5181617682462
84,141.94327472650542,1459.8080658375188,271.96612765175234,667.0868015319356
85,604.0051432889943,1717.8780200790884,689.5698681527687,767.621502519226
86,551.0675136835665,1787.4926101511248,636.6322385473409,837.2360925912626
87,1074.0994344591768,324.81902594545005,1074.4203916019126,1074.4203916019126
88,984.1977380834704,345.8784672682551,984.1977380834704,984.1977380834704
89,1350.3775191822372,470.9440173942229,1732.2249554371479,1732.2249554371479
90,1438.4782818867075,559.0447800986931,1820.3257181416184,1820.3257181416184
91,1537.8531822499453,658.4196804619307,1919.7006185048558,1919.7006185048558
92,1449.133818094965,569.7003163069505,1830.9812543498756,1830.9812543498756
93,1389.5540706660413,438.51548518029716,1771.4015069209522,1771.4015069209522
94,1311.8090450876393,432.3755432996249,1693.6564813425498,1693.6564813425498
95,539.3680932857485,1001.2973594564738,656.7304126018274,927.3268514971069
96,625.0689154751147,993.8196120226185,742.4312347911937,841.6260293077406
97,372.32566969628806,638.51447476305,580.6119671905315,1285.8697414065186
98,397.0521356093868,276.2254486678358,251.32479606496247,633.1495224639538
99,451.08180951148125,402.64565098409116,592.9216107853437,592.9216107853437
100,397.65757929184593,1009.835502175122,269.9282759910037,1183.7898319569367
101,30.885814000101387,680.0688273801989,53.48575542133292,53.48575542133292
102,160.52324466252833,1158.6614892808286,80.10340321359259,964.2289416555304
103,1582.9347523446695,892.9396959211422,1582.9347523446695,1582.9347523446695
104,710.9016312138981,907.9868962838352,755.7933135689573,780.8980930195444
105,625.1936281106238,92.05865887217261,767.0334293844861,767.0334293844861
106,657.0387560476295,123.9037868091783,798.8785573214918,798.8785573214918
107,700.733896668694,163.3297460900215,1300.656165032485,1463.2974258209426
108,757.2893165068463,106.7743262518693,1336.1225333793423,1498.7637941678
109,690.0717841378626,156.93681489941147,831.9115854117249,831.9115854117249
110,493.5435047844298,587.7306854701967,651.0342070242245,1535.1597454661623
111,660.7299189899347,50.18173892970112,660.7299189899347,660.7299189899347
112,710.9116579196359,0.0,710.9116579196359,710.9116579196359
113,260.31638847252157,464.13743990817864,743.1286751004959,981.3033511257776
114,301.07737561421663,423.37645276648357,702.3676879588008,940.5423639840825
115,794.2035670465073,355.2025375745967,794.2035670465073,794.2035670465073
116,743.1611005705165,304.16007109860584,743.1611005705165,743.1611005705165
117,360.70199701156844,2083.9963852843553,360.70199701156844,761.7497652860926
118,327.5540742663201,2050.8484625391065,327.5540742663201,728.6018425408442
119,633.2114771764229,697.0590737376529,645.6000754106215,645.6000754106215
120,532.4979395547977,613.708491290714,544.8865377889962,544.8865377889962
121,406.334469917369,282.97129368179407,406.334469917369,406.334469917369
122,759.5906734059524,1024.270131364587,684.868223271252,863.5730238310412
123,800.4022438572431,987.0485018229663,732.9574658037377,834.8549191080886
124,215.0249129994986,1532.889704110512,345.0477659247455,594.0051632589423
125,224.38376713720083,1113.271440396608,93.04097137961044,1028.089464130203
126,951.2153185126501,472.7480219989228,978.9460556243808,978.9460556243808
127,912.0399931526675,418.23055776140814,924.4285913868661,924.4285913868661
128,1402.0794001824474,475.00697730810657,2021.8619612155408,2021.8619612155408
129,1374.3881505783338,447.3157277039928,2000.792964088083,2049.5532108196544
130,573.0179652091454,746.1667687342115,492.5981237602097,1376.7236622021476
131,610.0998796765874,704.2870603623544,534.4778321320669,1418.6033705740047
132,798.9394064095807,750.5032478821906,940.779207683443,940.779207683443
133,745.0587841761451,696.622625648755,886.8985854500074,886.8985854500074
134,689.3057635991631,0.0,689.3057635991631,689.3057635991631
135,1007.3229202384225,195.84878982622183,1245.9042313108785,1245.9042313108785
136,1101.092375077788,289.6182446655873,1152.1347764715133,1152.1347764715133
137,1070.1970544634821,258.72292405128144,1140.5164934960812,1140.5164934960812
138,833.4375353845551,21.96340497235446,1251.3116120998275,1413.9528728882851
139,955.1858835107566,143.71175309855607,1298.0412680385443,1298.0412680385443
140,652.3058929709528,268.1817735437987,1252.2281613347436,1414.8694221232013
141,572.8962591327925,188.7721397056385,1172.8185274965836,1335.459788285041
142,166.70357430168414,459.9591144272406,798.9951325746142,935.4516841488505
143,236.32989354478437,690.8867435864682,712.9311851383721,798.5860091352558
144,351.49601670587924,106.95745676440748,385.9486919567247,624.1233679820064
145,244.53855994147176,0.0,278.9912351923172,517.1659112175989
146,519.2662483806656,799.9184855626913,438.8464069317299,1322.9719453736677
147,1068.3444934047147,99.12567553427172,1652.6029119183618,1815.2441727068194
148,670.5991330565477,231.59810358463704,670.5991330565477,670.5991330565477
149,584.2425952937881,145.2415658218775,584.2425952937881,584.2425952937881
150,1180.1059878218534,662.0778513364901,1300.3971221517054,1300.3971221517054
151,1128.8813460209499,610.8532095355864,1249.1724803508016,1249.1724803508016
152,674.2945951291415,1109.5662096413982,599.5721449944408,948.8691021078522
153,716.3675375492412,1067.4932672212985,641.6450874145407,906.7961596877524
154,1062.0170657901392,73.58609387867828,1479.8911425054118,1642.5324032938695
155,500.3827835196613,825.2161917639924,419.9629420707256,1304.0884805126634
156,1053.8243542470627,242.35022383486216,1471.6984309623351,1634.3396917507928
157,764.4173061615696,153.86912610133598,764.4173061615696,764.4173061615696
158,587.670147506019,1105.6590239132954,512.9476973713183,1034.846671681954
159,581.5437312135948,1043.47299738432,614.5547746739812,968.1108596218824
160,1563.8938938409356,889.3679039652325,1563.8938938409356,1563.8938938409356
161,500.7090212273574,150.1489308931123,962.1682053525219,1124.8094661409796
162,465.3610252296511,169.98895696663575,697.5392016994341,848.8551959558965
163,570.2126044916392,862.3946790594421,555.5862452871595,1439.7117837290973
164,1196.647155509518,213.04445855900946,1766.5216949430994,1929.162955731557
165,1250.5132788539945,266.91058190348616,1820.3878182875762,1943.0064101977632
166,804.0845306201392,582.945879257206,1082.7720168516673,1082.7720168516673
167,632.4067256744339,305.21474113521276,905.0577299573191,969.7436558988791
168,789.7532234712488,462.5612389320276,1062.404227754134,1127.090153695694
169,1075.557564000083,196.12406221206862,1493.4316407153556,1630.107478085731
170,712.6101348059207,955.1960922244375,712.6101348059207,712.6101348059207
171,279.9251315075069,1219.753858831463,411.2679272650973,902.2855908133196
172,536.9344199301509,1210.096524048029,645.2763023906757,645.2763023906757
173,582.6560718531392,1164.3748721250408,689.2687872443692,690.9979543136641
174,305.71515800115014,1115.74378698932,174.37236224355973,1109.4208549941523
175,351.3316168179323,1070.31312014445,219.98882106034185,1155.0373138109344
176,1042.9649109813868,387.2820844916937,1822.0364458540146,1909.506648551448
177,960.3013504506433,304.6185239609504,1739.3728853232712,1826.8430880207047
178,1243.5189984999365,166.1726155685908,1719.6498519526808,1882.2911127411385
179,1105.4640747475682,449.78124825787523,1884.535609620196,1972.0058123176295
180,273.4965835800213,1996.790971852808,273.4965835800213,674.5443518545455
181,418.74271436897243,2122.2356360001722,418.74271436897243,646.5706756847743
182,280.8113603959302,1102.7358222780517,217.7680897487491,1084.5170573889325
183,669.2967260309698,1077.7342179472103,605.0994739840392,777.6386084914947
184,672.7985059902924,1084.7576360756575,598.0760558555919,784.662026619942
185,27.856708675892897,267.26617129691795,806.9282435485209,942.9698835647794
186,329.0750141252003,151.74863321090046,363.5276893760457,656.173751427813
187,210.9324704278858,33.60608951358598,245.38514567873125,538.0312077304986
188,1002.7676634911522,364.4483926759369,1002.7676634911522,1002.7676634911522
