,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school,assign_from_var_id_healthcare,assign_to_var_id_healthcare,assign_from_node_id_healthcare,assign_to_node_id_healthcare,assign_type_healthcare,dist_healthcare,0_assign_from_var_id_restaurant,0_assign_to_var_id_restaurant,0_assign_from_node_id_restaurant,0_assign_to_node_id_restaurant,0_assign_type_restaurant,0_dist_restaurant,1_assign_from_var_id_restaurant,1_assign_to_var_id_restaurant,1_assign_from_node_id_restaurant,1_assign_to_node_id_restaurant,1_assign_type_restaurant,1_dist_restaurant
120,120,76,150,106,existing,156.3329932697647,120,76,150,401,existing,776.1394243024854,120,76,150,149,existing,72.20986552202781,120,82,150,419,existing,1359.8195185240545,120,81,150,27,existing,2135.1643867123253
121,121,80,151,284,existing,598.6701498116261,121,80,151,10,existing,618.9095924972679,121,80,151,151,allocated,0.0,121,82,151,419,existing,940.1592407160958,121,81,151,27,existing,1715.5041089043666
122,122,79,152,256,existing,546.5770743347568,122,79,152,10,existing,642.6311636833987,122,79,152,151,allocated,57.8858851321305,122,82,152,419,existing,998.0451258482263,122,81,152,27,existing,1773.389994036497
123,123,77,154,368,existing,832.1775304920783,123,77,154,277,existing,319.6195331858546,123,77,154,77,allocated,280.254938425859,123,81,154,27,existing,893.1722890069681,123,82,154,419,existing,1025.2959856285452
124,124,77,155,368,existing,422.3314044602407,124,77,155,277,existing,90.22659284598302,124,77,155,141,allocated,185.12401376817354,124,82,155,419,existing,615.4498595967077,124,81,155,27,existing,927.2516337977728
125,125,77,156,368,existing,78.92441597055908,125,77,156,277,existing,433.63358133566464,125,77,156,368,existing,78.92441597055908,125,82,156,419,existing,272.0428711070261,125,81,156,27,existing,1270.6586222874546
126,126,74,157,252,existing,766.0410185575181,126,74,157,157,existing,0.0,126,74,157,157,allocated,0.0,126,82,157,419,existing,1195.0118401418886,126,81,157,27,existing,1321.457997802146
127,127,80,158,284,existing,662.163464653832,127,80,158,277,existing,326.53957891830055,127,80,158,158,allocated,0.0,127,81,158,27,existing,510.4854620334894,127,82,158,419,existing,997.7307745572506
128,128,80,159,284,existing,550.2444350213704,128,80,159,10,existing,477.12385738725624,128,80,159,204,allocated,137.90111346926392,128,82,159,419,existing,891.7335259258402,128,81,159,27,existing,1667.0783941141108
129,129,80,161,284,existing,227.23629028007582,129,80,161,401,existing,449.31650957035055,129,80,161,161,allocated,0.0,129,82,161,419,existing,568.7253811845457,129,81,161,27,existing,1344.0702493728163
130,130,80,163,284,existing,769.9288546262836,130,80,163,277,existing,535.6619934305891,130,80,163,28,allocated,224.7278015803493,130,81,163,27,existing,407.1942688259876,130,82,163,419,existing,1105.4961645297021
131,131,76,164,106,existing,534.5137682143043,131,76,164,10,existing,500.6882402523444,131,76,164,91,allocated,256.48856061434833,131,82,164,419,existing,1486.9089261800175,131,81,164,27,existing,2262.2537943682883
132,132,76,165,106,existing,588.5528950507933,132,76,165,10,existing,446.6491134158554,132,76,165,91,allocated,202.44943377785938,132,82,165,419,existing,1507.0015157760556,132,81,165,27,existing,2282.346383964326
133,133,79,166,256,existing,417.629483423436,133,79,166,311,existing,280.5748939696476,133,79,166,311,allocated,280.5748939696476,133,82,166,419,existing,702.1311060066648,133,81,166,27,existing,1836.8373462821396
134,134,74,167,252,existing,291.0006476301534,134,74,167,157,existing,475.04037092736473,134,74,167,68,allocated,153.92421707061914,134,82,167,419,existing,1665.7271883064102,134,81,167,27,existing,1793.6554361696758
135,135,76,168,106,existing,174.3374140148729,135,76,168,401,existing,754.1654907118051,135,76,168,168,allocated,0.0,135,82,168,419,existing,1337.8455849333743,135,81,168,27,existing,2113.190453121645
136,136,79,169,256,existing,885.3798027019579,136,79,169,311,existing,200.5548016985724,136,79,169,311,allocated,200.5548016985724,136,82,169,419,existing,972.3416645821353,136,81,169,27,existing,2304.5876655606617
137,137,79,170,256,existing,1046.6287487832674,137,79,170,189,existing,265.0601340327466,137,79,170,229,allocated,213.29696951238213,137,82,170,419,existing,1133.5906106634447,137,81,170,27,existing,2465.836611641971
138,138,74,171,252,existing,203.7263394828729,138,74,171,157,existing,821.2076263368947,138,74,171,171,allocated,0.0,138,82,171,419,existing,1578.4528801591298,138,81,171,27,existing,2139.8226915792056
139,139,79,173,256,existing,675.9142236846017,139,79,173,311,existing,524.7210095140514,139,79,173,319,existing,327.37489534201484,139,82,173,419,existing,960.4158462678305,139,81,173,27,existing,2095.122086543305
140,140,76,176,106,existing,454.63397440235235,140,76,176,10,existing,790.301999537561,140,76,176,149,existing,349.15549897907334,140,82,176,419,existing,1657.9251297198168,140,81,176,27,existing,2433.269997908087
141,141,79,177,256,existing,936.0653194074114,141,79,177,10,existing,194.65684597300884,141,79,177,91,allocated,438.85652561100494,141,82,177,419,existing,1470.8541943260484,141,81,177,27,existing,2246.199062514319
142,142,79,178,256,existing,879.3240309940984,142,79,178,189,existing,714.8961500863002,142,79,178,319,existing,332.2729320176497,142,82,178,419,existing,1163.825653577327,142,81,178,27,existing,2298.531893852802
143,143,79,179,256,existing,867.9172174397594,143,79,179,189,existing,703.4893365319612,143,79,179,319,allocated,320.86611846331067,143,82,179,419,existing,1152.4188400229882,143,81,179,27,existing,2287.125080298463
144,144,76,180,106,existing,938.230789438498,144,76,180,10,existing,1099.242682162666,144,76,180,260,allocated,176.883762931325,144,82,180,419,existing,2172.1719878245535,144,81,180,27,existing,2947.516856012824
145,145,76,181,106,existing,994.6388033444638,145,76,181,10,existing,1026.7122925790554,145,76,181,260,allocated,104.35337334771441,145,82,181,419,existing,2099.641598240943,145,81,181,27,existing,2874.986466429213
146,146,78,182,419,existing,415.27529737495774,146,78,182,277,existing,794.4804174511554,146,78,182,56,allocated,126.14880428324052,146,82,182,419,existing,415.27529737495774,146,81,182,27,existing,1592.8012197432417
147,147,78,187,419,existing,140.9449116973067,147,78,187,311,existing,630.8419511862561,147,78,187,187,allocated,0.0,147,82,187,419,existing,140.9449116973067,147,81,187,27,existing,1649.1611482880467
148,148,78,188,419,existing,32.465649930429024,148,78,188,277,existing,738.1421023731198,148,78,188,188,allocated,0.0,148,82,188,419,existing,32.465649930429024,148,81,188,27,existing,1540.681886521169
149,149,79,189,256,existing,990.2974580893585,149,79,189,189,existing,0.0,149,79,189,229,allocated,51.76316452036447,149,82,189,419,existing,1077.259319969536,149,81,189,27,existing,2409.5053209480625
150,150,78,190,419,existing,1013.071137105536,150,78,190,189,existing,177.50945608733,150,78,190,229,allocated,229.27262060769448,150,82,190,419,existing,1013.071137105536,150,81,190,27,existing,2459.9385974758347
151,151,79,191,256,existing,875.7115397396628,151,79,191,311,existing,724.5183255691127,151,79,191,319,existing,345.56079746651096,151,82,191,419,existing,1160.2131623228918,151,81,191,27,existing,2294.9194025983666
152,152,79,192,256,existing,278.3163646840093,152,79,192,311,existing,457.2403561393451,152,79,192,256,existing,278.3163646840093,152,82,192,419,existing,859.0420579469838,152,81,192,27,existing,1697.5242275427127
153,153,79,193,256,existing,319.0324849349055,153,79,193,311,existing,416.5242358884489,153,79,193,256,existing,319.0324849349055,153,82,193,419,existing,818.3259376960876,153,81,193,27,existing,1738.240347793609
154,154,74,194,252,existing,585.6439051167549,154,74,194,157,existing,769.6836284139663,154,74,194,195,allocated,96.2006696616637,154,82,194,419,existing,1960.3704457930116,154,81,194,27,existing,2088.2986936562775
155,155,74,195,252,existing,569.4788184960584,155,74,195,157,existing,858.8349624258186,155,74,195,195,allocated,0.0,155,82,195,419,existing,1944.2053591723152,155,81,195,27,existing,2177.4500276681297
156,156,74,196,252,existing,501.93911085229075,156,74,196,157,existing,791.295254782051,156,74,196,195,allocated,67.53970764376758,156,82,196,419,existing,1876.6656515285474,156,81,196,27,existing,2109.9103200243617
157,157,74,197,252,existing,416.47635130603936,157,74,197,157,existing,705.8324952357996,157,74,197,197,allocated,0.0,157,82,197,419,existing,1791.2028919822963,157,81,197,27,existing,2024.4475604781105
158,158,79,198,256,existing,1083.3004710661298,158,79,198,311,existing,398.4754700627444,158,79,198,229,allocated,377.8393301892353,158,82,198,419,existing,1170.2623329463072,158,81,198,27,existing,2502.5083339248336
159,159,79,199,256,existing,1028.4609771115322,159,79,199,189,existing,357.45135998373485,159,79,199,229,allocated,305.6881954633704,159,82,199,419,existing,1225.981836614433,159,81,199,27,existing,2447.668839970236
160,160,76,200,106,existing,824.8094724023953,160,76,200,10,existing,538.6184079073178,160,76,200,91,allocated,294.4187282693217,160,82,200,419,existing,1598.970810267518,160,81,200,27,existing,2374.3156784557887
161,161,76,201,106,existing,856.1623353959455,161,76,201,10,existing,569.971270900868,161,76,201,249,allocated,201.3641143478268,161,82,201,419,existing,1630.323673261068,161,81,201,27,existing,2405.6685414493386
162,162,76,202,106,existing,964.5799287674807,162,76,202,10,existing,656.9136205920022,162,76,202,249,allocated,92.9465209762916,162,82,202,419,existing,1717.2660229522023,162,81,202,27,existing,2492.6108911404726
163,163,80,208,284,existing,905.0925403386998,163,80,208,277,existing,670.8256791430052,163,80,208,28,allocated,89.5641158679331,163,81,208,27,existing,272.0305831135714,163,82,208,419,existing,1240.6598502421184
164,164,78,209,419,existing,622.4029149268192,164,78,209,311,existing,149.3839479567436,164,78,209,311,allocated,149.3839479567436,164,82,209,419,existing,622.4029149268192,164,81,209,27,existing,2069.2703752971174
165,165,80,210,284,existing,535.2390959776543,165,80,210,401,existing,125.57299618864518,165,80,210,210,allocated,0.0,165,82,210,419,existing,876.7281868821242,165,81,210,27,existing,1486.2721206016981
166,166,76,212,106,existing,685.1999303283429,166,76,212,10,existing,373.5109984032174,166,76,212,23,allocated,259.7393020820988,166,82,212,419,existing,1068.7148940261498,166,81,212,27,existing,1844.0597622144205
167,167,76,213,106,existing,584.8977553197344,167,76,213,10,existing,920.565780454943,167,76,213,149,existing,479.41927989645535,167,82,213,419,existing,1788.188910637199,167,81,213,27,existing,2563.533778825469
168,168,79,214,256,existing,1028.0864989583126,168,79,214,10,existing,440.6949269964852,168,79,214,249,allocated,336.8124041505164,168,82,214,419,existing,1616.1345260341645,168,81,214,27,existing,2403.6754663249963
169,169,79,215,256,existing,952.4613310736327,169,79,215,10,existing,365.06975911180524,169,79,215,319,existing,282.70669482959005,169,82,215,419,existing,1540.5093581494846,169,81,215,27,existing,2328.0502984403165
170,170,78,216,419,existing,784.3000358734068,170,78,216,311,existing,756.2634312563629,170,78,216,56,allocated,495.1735427816896,170,82,216,419,existing,784.3000358734068,170,81,216,27,existing,2019.2655086958796
171,171,78,217,419,existing,82.78380706293717,171,78,217,277,existing,622.8926453797536,171,78,217,368,existing,110.33464807352983,171,82,217,419,existing,82.78380706293717,171,81,217,27,existing,1425.432429527803
172,172,74,218,252,existing,477.85179191706646,172,74,218,157,existing,661.8915152142778,172,74,218,68,allocated,340.7753613575322,172,81,218,27,existing,1606.8042918827628,172,82,218,419,existing,1852.5783325933232
173,173,74,219,252,existing,379.6634437271508,173,74,219,157,existing,563.7031670243621,173,74,219,68,allocated,242.58701316761653,173,81,219,27,existing,1704.9926400726783,173,82,219,419,existing,1754.3899844034077
174,174,74,220,252,existing,459.3741270623816,174,74,220,157,existing,420.1851485293538,174,74,220,68,allocated,99.06899467260823,174,82,220,419,existing,1615.1969886712423,174,81,220,27,existing,1741.6431463315
175,175,74,222,252,existing,337.051426458151,175,74,222,401,existing,1023.4225141995761,175,74,222,222,allocated,0.0,175,82,222,419,existing,1711.7779671344078,175,81,222,27,existing,2380.781484038739
176,176,76,223,106,existing,278.94695310486156,176,76,223,10,existing,763.1809834769183,176,76,223,149,existing,194.82382535712466,176,82,223,419,existing,1435.9739910926903,176,81,223,27,existing,2211.3188592809606
177,177,76,224,106,existing,529.1096971914063,177,76,224,10,existing,864.7777223266148,177,76,224,149,existing,423.63122176812726,177,82,224,419,existing,1732.400852508871,177,81,224,27,existing,2507.745720697141
178,178,76,225,106,existing,884.3660084657865,178,76,225,10,existing,814.12735015116,178,76,225,260,allocated,372.1259064497404,178,82,225,419,existing,1874.4797525113602,178,81,225,27,existing,2649.824620699631
179,179,76,226,106,existing,898.393445629003,179,76,226,10,existing,819.3216775484456,179,76,226,260,allocated,386.15334361295686,179,82,226,419,existing,1879.6740799086458,179,81,226,27,existing,2655.018948096916
180,180,76,227,106,existing,848.0270257188963,180,76,227,10,existing,777.7883674042697,180,76,227,260,allocated,335.7869237028501,180,82,227,419,existing,1838.14076976447,180,81,227,27,existing,2613.4856379527405
181,181,76,228,106,existing,857.897940460348,181,76,228,10,existing,787.6592821457214,181,76,228,260,allocated,345.6578384443018,181,82,228,419,existing,1848.0116845059215,181,81,228,27,existing,2623.356552694192
182,182,79,229,256,existing,938.5342935689941,182,79,229,189,existing,51.76316452036447,182,79,229,229,allocated,0.0,182,82,229,419,existing,1025.4961554491715,182,81,229,27,existing,2357.742156427698
183,183,79,230,256,existing,1058.5014012640052,183,79,230,189,existing,171.7302722153756,183,79,230,229,allocated,119.96710769501114,183,82,230,419,existing,1145.4632631441827,183,81,230,27,existing,2477.709264122709
184,184,77,231,368,existing,412.4130668526736,184,77,231,277,existing,422.0855116339997,184,77,231,394,allocated,95.9956856221782,184,82,231,419,existing,605.5315219891406,184,81,231,27,existing,963.3259164823548
185,185,74,232,252,existing,679.4674076892768,185,74,232,157,existing,700.2929478304379,185,74,232,68,allocated,542.3909771297425,185,81,232,27,existing,1405.1886761105523,185,82,232,419,existing,1889.2517488620056
186,186,74,233,252,existing,564.8906578385918,186,74,233,157,existing,585.7161979797529,186,74,233,68,allocated,427.81422727905755,186,81,233,27,existing,1519.7654259612373,186,82,233,419,existing,1774.6749990113206
187,187,78,234,419,existing,570.241576204861,187,78,234,277,existing,1006.8862467352474,187,78,234,58,allocated,70.10224553073067,187,82,234,419,existing,570.241576204861,187,81,234,27,existing,1805.2070490273336
188,188,78,236,419,existing,599.6574421277086,188,78,236,277,existing,1036.302112658095,188,78,236,58,allocated,40.68637960788307,188,82,236,419,existing,599.6574421277086,188,81,236,27,existing,1834.6229149501814
189,189,78,237,419,existing,647.9204285365754,189,78,237,277,existing,1084.565099066962,189,78,237,58,allocated,147.7810978624451,189,82,237,419,existing,647.9204285365754,189,81,237,27,existing,1882.8859013590481
190,190,78,238,419,existing,670.5049328763241,190,78,238,277,existing,1107.1496034067104,190,78,238,58,allocated,170.36560220219377,190,82,238,419,existing,670.5049328763241,190,81,238,27,existing,1905.4704056987969
191,191,78,239,419,existing,647.2505484391714,191,78,239,311,existing,264.93450544573966,191,78,239,7,allocated,242.83150627038393,191,82,239,419,existing,647.2505484391714,191,81,239,27,existing,2124.3935022883634
192,192,74,240,252,existing,642.3950948197016,192,74,240,157,existing,826.434818116913,192,74,240,195,allocated,152.9518593646104,192,82,240,419,existing,2017.1216354959586,192,81,240,27,existing,2145.049883359224
193,193,74,241,252,existing,672.6414839208819,193,74,241,157,existing,856.6812072180933,193,74,241,195,allocated,204.5938581907177,193,82,241,419,existing,2047.3680245971389,193,81,241,27,existing,2175.296272460404
194,194,79,242,256,existing,519.4756795683401,194,79,242,311,existing,368.2824653977898,194,79,242,311,allocated,368.2824653977898,194,82,242,419,existing,803.9773021515689,194,81,242,27,existing,1938.6835424270434
195,195,74,244,252,existing,367.78891094500364,195,74,244,157,existing,657.1450548747639,195,74,244,197,allocated,48.68744036103572,195,82,244,419,existing,1742.5154516212604,195,81,244,27,existing,1975.7601201170748
196,196,74,245,252,existing,253.62649296192734,196,74,245,157,existing,771.3074728578401,196,74,245,245,allocated,0.0,196,82,245,419,existing,1628.3530336381843,196,81,245,27,existing,2089.922538100151
197,197,80,246,284,existing,497.5088397515908,197,80,246,157,existing,361.93569048687925,197,80,246,246,allocated,0.0,197,82,246,419,existing,833.0761496550094,197,81,246,27,existing,960.8135814036823
198,198,79,247,256,existing,503.7003562958648,198,79,247,10,existing,599.7544456445066,198,79,247,151,allocated,100.76260317102248,198,82,247,419,existing,1017.3383054530522,198,81,247,27,existing,1792.6831736413228
199,199,79,248,256,existing,555.0213460385493,199,79,248,10,existing,651.075435387191,199,79,248,151,allocated,152.0835929137069,199,82,248,419,existing,1068.6592951957366,199,81,248,27,existing,1844.0041633840074
200,200,76,249,106,existing,1057.5264497437724,200,76,249,10,existing,563.9670996157106,200,76,249,249,allocated,0.0,200,82,249,419,existing,1624.3195019759107,200,81,249,27,existing,2399.6643701641815
201,201,74,252,252,existing,0.0,201,74,252,401,existing,686.3710877414251,201,74,252,252,allocated,0.0,201,82,252,419,existing,1374.726540676257,201,81,252,27,existing,2047.0702121544782
202,202,74,253,252,existing,262.3298794128716,202,74,253,401,existing,424.0412083285534,202,74,253,130,allocated,27.154446593655493,202,82,253,419,existing,1112.3966612633853,202,81,253,27,existing,1784.7403327416064
203,203,76,254,106,existing,553.2458146476558,203,76,254,10,existing,691.6901592922575,203,76,254,168,allocated,432.5807174939272,203,82,254,419,existing,1559.3132894745133,203,81,254,27,existing,2334.658157662784
204,204,76,255,106,existing,521.1658899337698,204,76,255,10,existing,605.937917717227,204,76,255,168,allocated,346.82847591889686,204,82,255,419,existing,1473.561047899483,204,81,255,27,existing,2248.9059160877537
205,205,78,257,419,existing,797.9649749877765,205,78,257,311,existing,580.7523463713359,205,78,257,7,allocated,393.54593281898894,205,82,257,419,existing,797.9649749877765,205,81,257,27,existing,2075.2335544999864
206,206,80,258,284,existing,1116.6615756785052,206,80,258,157,existing,567.4236574847,206,80,258,98,allocated,414.67288971265765,206,81,258,27,existing,754.034340317446,206,82,258,419,existing,1452.2288855819236
207,207,80,259,284,existing,1006.6594551302461,207,80,259,157,existing,457.421536936441,207,80,259,98,allocated,304.67076916439856,207,81,259,27,existing,864.0364608657051,207,82,259,419,existing,1342.2267650336646
208,208,76,260,106,existing,890.2854299967494,208,76,260,10,existing,980.2671868963656,208,76,260,260,allocated,0.0,208,82,260,419,existing,2040.6195892565659,208,81,260,27,existing,2815.9644574448366
209,209,78,261,419,existing,805.2835709786979,209,78,261,311,existing,301.65303129740585,209,78,261,311,allocated,301.65303129740585,209,82,261,419,existing,805.2835709786979,209,81,261,27,existing,2252.151031348996
210,210,77,262,368,existing,745.3460604228909,210,77,262,277,existing,232.78806311666716,210,77,262,141,allocated,327.6854840388577,210,82,262,419,existing,938.4645155593579,210,81,262,27,existing,980.0037590761556
211,211,77,263,368,existing,761.3415385169224,211,77,263,277,existing,248.78354121069862,211,77,263,141,allocated,343.68096213288914,211,82,263,419,existing,954.4599936533893,211,81,263,27,existing,995.999237170187
212,212,79,264,256,existing,971.773413816223,212,79,264,311,existing,286.9484128128375,212,79,264,311,allocated,286.9484128128375,212,82,264,419,existing,1058.7352756964003,212,81,264,27,existing,2390.981276674927
213,213,76,265,106,existing,701.2627660063978,213,76,265,10,existing,791.244522906014,213,76,265,260,allocated,189.0226639903516,213,82,265,419,existing,1851.5969252662142,213,81,265,27,existing,2626.941793454485
214,214,74,268,252,existing,598.5420085681083,214,74,268,157,existing,1089.9332707143933,214,74,268,268,allocated,0.0,214,82,268,419,existing,1973.2685492443652,214,81,268,27,existing,2408.5483359567042
215,215,78,270,419,existing,872.7338894011106,215,78,270,189,existing,1061.140250260054,215,78,270,351,allocated,95.13579712296172,215,82,270,419,existing,872.7338894011106,215,81,270,27,existing,2029.5480092887037
216,216,78,271,419,existing,882.9551723107882,216,78,271,189,existing,513.2869339082393,216,78,271,153,allocated,475.6096402667906,216,82,271,419,existing,882.9551723107882,216,81,271,27,existing,2331.186887369081
217,217,79,272,256,existing,246.32655166670486,217,79,272,311,existing,489.23016915664954,217,79,272,256,existing,246.32655166670486,217,82,272,419,existing,834.374578742557,217,81,272,27,existing,1665.5344145254085
218,218,77,278,368,existing,483.27708998079714,218,77,278,277,existing,29.280907325426604,218,77,278,141,allocated,124.17832824761715,218,82,278,419,existing,676.3955451172642,218,81,278,27,existing,866.3059482772164
219,219,80,281,284,existing,498.4422078258256,219,80,281,10,existing,518.6816505114675,219,80,281,204,allocated,86.09888627371924,219,82,281,419,existing,839.9312987302955,219,81,281,27,existing,1615.276166918566
220,220,76,282,106,existing,564.3340176252202,220,76,282,401,existing,479.6319675412248,220,76,282,23,allocated,138.87338937897607,220,82,282,419,existing,947.848981323027,220,81,282,27,existing,1723.1938495112977
221,221,76,283,106,existing,618.3386626187717,221,76,283,10,existing,543.7958201410943,221,76,283,91,allocated,299.5961405030983,221,82,283,419,existing,1570.7338205844846,221,81,283,27,existing,2346.0786887727554
222,222,79,285,256,existing,270.85871047982096,222,79,285,10,existing,470.54976295458164,222,79,285,256,allocated,270.85871047982096,222,82,285,419,existing,858.9067375556731,222,81,285,27,existing,1646.4476778465048
223,223,79,286,256,existing,429.22597704122506,223,79,286,10,existing,312.1824963931775,223,79,286,319,existing,336.5882553981541,223,82,286,419,existing,1017.2740041170772,223,81,286,27,existing,1804.814944407909
224,224,76,287,106,existing,996.8892698063635,224,76,287,10,existing,720.8258533710851,224,76,287,91,allocated,476.6261737330891,224,82,287,419,existing,1781.1782557312854,224,81,287,27,existing,2556.523123919556
225,225,76,288,106,existing,1090.616091681904,225,76,288,10,existing,930.7350042416151,225,76,288,260,allocated,200.33066168515464,225,82,288,419,existing,2003.6643099035027,225,81,288,27,existing,2779.009178091773
226,226,80,289,284,existing,553.9049032070103,226,80,289,157,existing,418.33175394229875,226,80,289,246,allocated,56.39606345541949,226,82,289,419,existing,889.4722131104289,226,81,289,27,existing,1017.2096448591018
227,227,77,290,368,existing,249.64538722639315,227,77,290,277,existing,536.8202985276379,227,77,290,394,allocated,66.77199400410223,227,82,290,419,existing,442.76384236286015,227,81,290,27,existing,1078.060703375993
228,228,77,291,368,existing,306.37245529461313,228,77,291,277,existing,593.5473665958579,228,77,291,394,allocated,123.4990620723222,228,82,291,419,existing,499.4909104310801,228,81,291,27,existing,1134.787771444213
229,229,77,292,368,existing,469.7484654356539,229,77,292,277,existing,479.42091021697996,229,77,292,394,allocated,153.33108420515848,229,82,292,419,existing,662.8669205721209,229,81,292,27,existing,1020.6613150653351
230,230,78,293,419,existing,1092.6227565457357,230,78,293,189,existing,385.3999131190791,230,78,293,153,allocated,389.9114438871904,230,82,293,419,existing,1092.6227565457357,230,81,293,27,existing,2539.490216916034
231,231,78,294,419,existing,1021.6397991711682,231,78,294,189,existing,314.41695574451177,231,78,294,153,allocated,318.92848651262307,231,82,294,419,existing,1021.6397991711682,231,81,294,27,existing,2468.5072595414667
232,232,79,295,256,existing,433.26389048382237,232,79,295,10,existing,529.3179798324642,232,79,295,151,allocated,171.19906898306493,232,82,295,419,existing,946.9018396410097,232,81,295,27,existing,1722.2467078292805
233,233,79,296,256,existing,361.4936103188324,233,79,296,10,existing,457.5476996674742,233,79,296,151,allocated,242.96934914805493,233,82,296,419,existing,875.1315594760197,233,81,296,27,existing,1650.4764276642904
234,234,79,297,256,existing,661.4207996019913,234,79,297,311,existing,510.2275854314411,234,79,297,311,allocated,510.2275854314411,234,82,297,419,existing,945.9224221852203,234,81,297,27,existing,2080.628662460695
235,235,78,298,419,existing,869.9151391337089,235,78,298,277,existing,390.94568202500193,235,78,298,141,allocated,485.8431029471925,235,82,298,419,existing,869.9151391337089,235,81,298,27,existing,1138.1613779844904
236,236,78,300,419,existing,707.5888854507857,236,78,300,311,existing,234.56991848071007,236,78,300,311,allocated,234.56991848071007,236,82,300,419,existing,707.5888854507857,236,81,300,27,existing,2154.456345821084
237,237,79,301,256,existing,775.1701090015326,237,79,301,189,existing,610.7422280937344,237,79,301,319,allocated,228.11901002508387,237,82,301,419,existing,1059.6717315847613,237,81,301,27,existing,2194.3779718602364
238,238,74,302,252,existing,423.41322701108516,238,74,302,157,existing,607.4529503082965,238,74,302,197,allocated,179.0688507557523,238,82,302,419,existing,1798.139767687342,238,81,302,27,existing,1926.0680155506075
239,239,74,303,252,existing,383.06857409696056,239,74,303,157,existing,567.1082973941719,239,74,303,197,allocated,138.72419784162767,239,82,303,419,existing,1757.7951147732174,239,81,303,27,existing,1885.7233626364828
240,240,78,304,419,existing,948.9017183097612,240,78,304,189,existing,241.67887488310475,240,78,304,229,allocated,293.44203940346927,240,82,304,419,existing,948.9017183097612,240,81,304,27,existing,2395.7691786800597
241,241,74,305,252,existing,296.98240923290143,241,74,305,157,existing,921.615566431404,241,74,305,174,allocated,41.076600540766854,241,82,305,419,existing,1671.7089499091583,241,81,305,27,existing,2240.230631673715
242,242,76,306,106,existing,690.2584991424272,242,76,306,10,existing,404.0674346473497,242,76,306,91,allocated,159.8677550093537,242,82,306,419,existing,1464.4198370075499,242,81,306,27,existing,2239.76470519582
243,243,76,307,106,existing,770.966198124679,243,76,307,10,existing,484.77513362960144,243,76,307,91,allocated,240.57545399160537,243,82,307,419,existing,1545.1275359898016,243,81,307,27,existing,2320.472404178072
244,244,74,309,252,existing,532.8168078620618,244,74,309,157,existing,716.8565311592731,244,74,309,404,allocated,92.0199531710122,244,82,309,419,existing,1907.5433485383187,244,81,309,27,existing,2035.471596401584
245,245,76,310,106,existing,1010.1533007647656,245,76,310,10,existing,611.3402485947173,245,76,310,249,allocated,47.37314897900674,245,82,310,419,existing,1671.6926509549173,245,81,310,27,existing,2447.037519143188
246,246,79,312,256,existing,681.8571896093001,246,79,312,311,existing,16.34718778378343,246,79,312,311,allocated,16.34718778378343,246,82,312,419,existing,788.1340506673463,246,81,312,27,existing,2101.0650524680036
247,247,78,313,419,existing,677.2667301367692,247,78,313,277,existing,867.451825969272,247,78,313,56,allocated,388.140237045052,247,82,313,419,existing,677.2667301367692,247,81,313,27,existing,1664.3781986342303
248,248,78,314,419,existing,638.5461515643893,248,78,314,277,existing,828.7312473968923,248,78,314,56,allocated,349.41965847267215,248,82,314,419,existing,638.5461515643893,248,81,314,27,existing,1625.6576200618504
249,249,78,315,419,existing,510.48252431036923,249,78,315,277,existing,700.667620142872,249,78,315,56,allocated,221.35603121865202,249,82,315,419,existing,510.48252431036923,249,81,315,27,existing,1497.5939928078303
250,250,78,318,419,existing,909.4088902204888,250,78,318,189,existing,405.0553899765571,250,78,318,153,allocated,267.9191569665529,250,82,318,419,existing,909.4088902204888,250,81,318,27,existing,2356.2763505907874
251,251,79,319,256,existing,711.4022836329262,251,79,319,10,existing,647.7764539413953,251,79,319,319,existing,0.0,251,82,319,419,existing,1287.790741609845,251,81,319,27,existing,2130.6101464916296
252,252,76,320,106,existing,1075.8387192022478,252,76,320,10,existing,664.4487637305125,252,76,320,249,allocated,113.0585674164891,252,82,320,419,existing,1737.3780693923998,252,81,320,27,existing,2512.7229375806705
253,253,77,323,368,existing,533.0626267842913,253,77,323,277,existing,200.95781517003348,253,77,323,141,allocated,295.855236092224,253,82,323,419,existing,726.1810819207583,253,81,323,27,existing,1037.9828561218233
254,254,78,324,419,existing,761.0255894505799,254,78,324,277,existing,451.46968652860437,254,78,324,56,allocated,471.8990963588627,254,82,324,419,existing,761.0255894505799,254,81,324,27,existing,1247.0509276676196
255,255,79,325,256,existing,737.4256297013517,255,79,325,10,existing,619.3878512033677,255,79,325,319,allocated,28.388602738027565,255,82,325,419,existing,1316.1793443478728,255,81,325,27,existing,2113.0145970680355
256,256,79,326,256,existing,613.3815975660174,256,79,326,10,existing,657.4167275682587,256,79,326,204,allocated,224.83396333051044,256,82,326,419,existing,978.6663757870866,256,81,326,27,existing,1754.0112439753573
257,257,79,327,256,existing,470.655061588585,257,79,327,10,existing,566.7091509372267,257,79,327,151,allocated,133.80789787830236,257,82,327,419,existing,984.2930107457723,257,81,327,27,existing,1759.6378789340429
