nia_id,nia_name,k_grocery,k_restaurant,k_school,k_healthcare,obj,dist_obj_grocery,dist_obj_restaurant,dist_obj_school,dist_obj_healthcare,solving_time,num_res,num_parking,num_cur_grocery,num_cur_restaurant,num_cur_school,num_cur_healthcare,model_status
21,Humber Summit,0,0,0,0,76.06848723736269,457.13250556481404,"[563.1265452687255, 747.141916445754, 890.7487466744536, 890.5306435978467, 1711.9577622419074, 1698.286794579967, 1733.540138246537, 1724.4937661740735, 2641.788140901513, 2632.124925178816]",576.6055913542235,282.5090824903038,2.5369999408721924,215,50,16,12,4,8,2
