nia_id,nia_name,k_grocery,k_restaurant,k_school,k_healthcare,obj,dist_obj_grocery,dist_obj_restaurant,dist_obj_school,dist_obj_healthcare,solving_time,num_res,num_parking,num_cur_grocery,num_cur_restaurant,num_cur_school,num_cur_healthcare,model_status
142,Woburn North,0,0,0,0,74.20389302498009,650.8444727611572,"[699.0939515938512, 807.6305216335752, 1098.989278838202, 1086.7098193059694, 1466.4023952460532, 1457.1243502765456, 1473.7485715985747, 1436.369152948689, 1875.2146877098583, 1890.3930888664884]",493.5346707200246,363.6817925702718,4.514000177383423,420,81,16,18,9,10,2
