,dist_grocery,dist_school,dist_healthcare,0_dist_restaurant,1_dist_restaurant
0,335.24323403725333,572.8413365909037,748.5976671541746,535.1383322820807,843.1952882599885
1,419.8785042640633,488.20606636409366,663.9623969273647,450.50306205527073,758.5600180331785
2,743.984377500112,361.36511552354403,743.984377500112,379.66354301308314,771.8191295857703
3,778.2466467789923,87.68121407229091,70.87294681792903,610.8061061716555,778.2466467789923
4,707.3736999610633,16.80826725436188,0.0,681.6790529895845,707.3736999610633
5,574.8045864289983,115.76084627770308,132.56911353206496,574.8045864289983,814.2481665216494
6,605.6830660348891,118.63435745316124,135.44262470752312,605.6830660348891,814.3478193423962
7,653.4990295434469,208.86176352419858,225.6700307785605,653.4990295434469,904.5752254134336
8,572.6214429885744,372.55188965894035,389.36015691330226,572.6214429885744,1071.0038617639111
9,404.7317834726291,487.3614552561488,611.0832610942533,633.4634681509439,833.2416305314285
10,358.2438963235363,533.8493424052416,657.571148243346,679.9513553000365,879.7295176805212
11,977.9034126036976,436.4540510671161,503.60025128851805,837.3774008655644,977.9034126036976
12,1026.4254817452108,387.9319819256028,455.0781821470048,788.8553317240511,1026.4254817452108
13,553.7288901847646,308.6319028828808,325.4401701372427,553.7288901847646,1004.3453647721158
14,341.5204651293925,411.2999627431508,341.5204651293925,341.5204651293925,1109.7872829870971
15,334.73040544950084,233.45347299994125,312.3501983928103,334.73040544950084,600.9566156939655
16,776.6368139742447,433.6656508065427,776.6368139742447,412.3159794872159,881.3048670068936
17,834.0086121610867,503.06922827047606,834.0086121610867,481.71955695114923,950.708444470827
18,509.119889369821,182.29660574215413,613.8776867857877,99.06717375607471,568.0560612757525
19,575.8501818802958,171.31164551529665,578.0057605191625,165.7974662665495,634.7863537862272
20,475.2667779895073,377.61679061821997,475.2667779895073,714.7259024000662,1183.7147899197441
21,340.6751023187452,512.2084662889821,340.6751023187452,818.8368143824276,1260.9589451295024
22,402.37202210404047,660.9840712712708,716.4211159403983,577.7546392851914,1035.4947164253936
23,598.8705347581498,207.2654598375385,383.02179040080955,169.56245552871556,477.61941150662335
24,701.4053106404859,309.8002357198746,485.5565662831456,272.09723141105167,580.1541873889594
25,321.99494940659594,772.6002565202847,321.99494940659594,833.0982190913309,1242.2787922173532
26,709.762397492027,329.1456496508129,687.3821904353365,591.5469323235243,709.762397492027
27,640.4831738618136,255.11384312095743,640.4831738618136,517.5151257936686,665.5678571831836
28,605.3878800266066,220.0185492857504,605.3878800266066,521.0101092508768,630.4725633479766
29,794.2851781278039,408.9158473869476,794.2851781278039,709.907407352074,819.3698614491739
30,704.874549589312,0.0,434.7414765164995,704.874549589312,830.8158238870452
31,634.7621246772779,70.11242491203409,504.8539014285336,634.7621246772779,900.9282487990793
32,876.6939536437342,1205.1470078366533,362.61824122516236,65.65694845106405,1429.1430622335504
33,811.03700519267,1139.4900593855891,296.9612927740983,0.0,1363.4861137824862
34,546.188480895728,261.1981047465419,546.188480895728,598.3072165283882,1067.296104048066
35,468.38440469786315,226.53074985435714,446.0041976411726,468.38440469786315,882.8153897206962
36,1010.783594995815,305.90904540650286,373.0552456279048,706.8323952049511,1010.783594995815
37,77.9824368100495,589.1769154359732,937.8326077568329,948.3640031293835,960.2128148135234
38,940.280913568776,249.71548086207463,232.90721360771272,448.77183938187176,940.280913568776
39,847.9072720852516,157.34183937855025,140.53357212418837,541.1454808653962,847.9072720852516
40,572.8058201450683,561.211178059785,736.9675086230561,488.97531362065405,806.2040111825655
41,646.3552920565262,487.66170614832714,663.4180367115982,415.42584170919616,732.6545392711076
42,989.7179405077958,390.2096515121473,457.35585173354923,791.1330013105955,1095.0842011014595
43,670.0712766590561,368.83677048378377,647.6910696023656,559.1684939051393,670.0712766590561
44,454.7973833119206,437.2958554168573,561.0176612549617,583.3978683116522,783.176030692137
45,473.0679716436971,435.01659898445985,610.7729295477309,397.3135946756369,705.3705506535447
46,550.5540775812879,444.3391718281089,528.1738705245973,397.77388997551355,550.5540775812879
47,222.61866463542208,460.6865995792438,222.61866463542208,521.18456215029,990.1734496699678
48,177.6356149526152,505.6696492620507,177.6356149526152,566.1676118330969,1035.1564993527745
49,679.3847363858958,336.41357321819385,679.3847363858958,315.063901898867,784.0527894185448
50,631.6149841996382,288.64382103193617,631.6149841996382,267.29414971260934,736.2830372322871
51,335.77910049563053,170.4789637923605,335.77910049563053,335.77910049563053,1159.4193368956492
52,278.73270830748726,227.52535598050375,278.73270830748726,278.73270830748726,1157.5995512268437
53,589.5582387673833,395.426024027387,567.1780317106927,478.6554560134664,589.5582387673833
54,733.0040024234082,594.2837395029704,725.7500625463001,1003.4324424735003,1050.4309072131582
55,668.1646737941741,529.4444108737363,790.5893911755343,938.5931138442661,1115.2702358423924
56,241.85365484350604,0.0,219.47344778681546,241.85365484350604,988.9403731032885
57,394.21481431216154,295.50817546556704,394.21481431216154,705.9621895277933,878.8175388658783
58,478.03016327820535,379.32352443161085,478.03016327820535,789.777538493837,837.6980058340305
59,562.4933897503729,427.4878875352744,540.1131826936823,322.4750600166078,562.4933897503729
60,607.5451766482989,382.4361006373483,585.1649695916084,277.4232731186817,607.5451766482989
61,406.2036812924492,81.49227086920793,215.76876833013435,192.24754109849565,299.7385764698761
62,616.3199304003963,477.59966747995844,842.434134569312,886.7483704504883,1140.756191269297
63,601.2683267323002,103.60622285701183,538.3476993735113,601.2683267323002,934.4220467440571
64,483.04447823625446,370.8330333281377,396.12458208575293,483.04447823625446,949.9241533225397
65,544.9146986509846,148.00143003962611,544.9146986509846,544.9146986509846,1011.79437373727
66,563.080072249467,464.3734334028725,563.080072249467,752.6480968627689,874.8274474650987
67,593.8017539759269,196.8884853645683,593.8017539759269,593.8017539759269,1060.6814290622121
68,775.0106461070677,562.0671943244951,775.0106461070677,540.7175230051682,1009.706410524846
69,447.04221708364577,467.84378901127616,447.04221708364577,447.04221708364577,946.4294074676427
70,330.6902718282897,359.940820459217,555.7558485762164,276.71138847313756,734.4514656133398
71,877.3455995384501,186.78016683174866,170.28390047548203,539.5196571268377,877.3455995384501
72,779.2193770959852,88.65394438928382,72.15767803301719,637.6458795693026,779.2193770959852
73,183.81142285979695,316.98021079674544,161.43121580310637,183.81142285979695,753.7786690607402
74,521.5350041949837,191.31585601277908,806.99766065904,579.7149589930182,829.3778677157305
75,568.9947823684303,143.85607783933244,780.2473758219735,532.2551808195716,849.483878381483
76,579.3504597156641,133.50040049209852,790.6030531692074,526.3589732639315,856.4808767935488
77,446.692503279388,437.7524315692225,424.3122962226974,446.692503279388,870.4028745458648
78,478.6655679010862,93.29623716022996,478.6655679010862,503.7502512224562,647.7324213763973
79,644.7950014363381,359.8046252871519,644.7950014363381,696.9137370689981,1165.902624588676
80,915.1094045419082,560.4529276821619,543.6446604278001,868.3255050946582,1185.5378445920003
81,967.3290303095172,508.233301914553,491.42503466019116,816.1058793270493,1198.7987346212544
82,492.3613334110963,568.4384062891471,761.351533538199,485.2089743030677,942.9490514432699
83,541.5917258570629,617.6687987351136,810.5819259841655,534.4393667490342,992.1794438892364
84,321.60224820991925,397.67932108797004,590.5924483370219,314.4498891018906,772.1899662420929
85,386.28151874364465,462.2482125036852,655.2717188707472,379.12915963561596,836.8692367758182
86,148.59177472107308,123.87726805433265,148.59177472107308,148.59177472107308,1027.4586176404296
87,444.7465306903737,0.0,175.75633056327104,223.99605439689725,366.44482891013064
88,343.5028927580354,159.0376582817508,557.0695306675123,75.80822629567136,533.5483034358735
89,427.50624162999327,100.68295800232639,532.2640390459599,17.45352601624697,486.4424135359248
90,504.4263237619215,177.6030401342546,609.1841211778881,94.37360814817518,563.362495667853
91,116.34997855048854,566.9552856641774,116.34997855048854,627.4532482352236,1036.6338213612457
92,220.0928315580818,670.6981386717706,220.0928315580818,731.1961012428168,1140.376674368839
93,409.14870297052994,0.0,409.14870297052994,409.14870297052994,876.0283780568152
94,384.05538538757514,290.99892744592466,678.091338147883,700.1476304164546,908.4916462564759
95,246.84555472221652,428.20875811128326,815.3011688132416,837.3574610818132,964.7769863603883
96,1006.1486907629469,315.58325805624554,298.7749908018837,623.4558354687417,1006.1486907629469
97,887.9264231824361,197.36099047573475,180.55272322137287,505.23356788823094,887.9264231824361
98,706.8937969636066,16.328364256905257,33.13663151126714,706.8937969636066,709.9714597016812
99,267.3163398980664,415.9889243165994,267.3163398980664,565.8822374129344,1034.871124932612
100,309.5450058820037,556.2534371254924,585.3049991533824,473.02400513941296,914.0363879508467
101,458.6004442371524,51.22938451137877,439.30319151691447,461.683398573605,689.7992740252485
102,354.9553904518434,526.4887544220803,354.9553904518434,833.1171025155259,1275.2392332626007
103,497.98792933959,489.0478576294245,475.60772228289943,497.98792933959,759.7585257043413
104,507.6502740416553,477.6834594556368,530.5730701230968,552.9532771797874,730.3231399624024
105,860.1485549480133,517.1773917803113,860.1485549480133,495.82772046098444,964.8166079806622
106,794.3061520765152,451.33498890881316,794.3061520765152,429.9853175894863,898.9742051091641
107,944.4421716039045,601.4710084362025,944.4421716039045,580.1213371168757,1049.1102246365533
108,1008.400825573032,677.4614416824213,1008.400825573032,656.1117703630946,1125.1006578827723
109,524.2464373372269,330.11422259723065,501.86623028053634,413.34365458331007,524.2464373372269
110,588.1291950683368,490.47920769704956,588.1291950683368,827.5883194788958,1296.5772069985737
111,556.246682615834,458.59669524454665,556.246682615834,795.7058070263929,1264.6946945460707
112,542.0320929742833,448.9756350326328,836.0680457345911,750.5149386697678,858.1243380031627
113,484.79074075998733,391.73428281833685,778.8266935202952,800.8829857888668,807.7562908840637
114,435.33552469527046,521.0047154906531,704.3257248223731,437.7752835045737,895.515360644776
115,482.6366519453171,580.719441429994,764.040450761714,497.4900094439147,955.230086584117
116,478.6314349427281,546.9589970427585,722.7153276060294,509.2559927339355,817.3129487118433
117,526.8436822281334,595.1712443281638,770.9275748914348,557.4682400193408,865.5251959972486
118,728.9850647585504,290.99388946343305,706.6048577018598,583.7369508435864,728.9850647585504
119,652.8331919559356,206.98313273236994,790.6156144329229,499.72619411252333,812.9958214896135
120,601.5738776423784,508.51741970072794,895.6098304026864,810.0567233378629,917.6661226712579
121,415.036778851097,302.1715754344655,415.036778851097,544.0252302779716,932.8983005334549
122,304.2682337975628,205.5615949509683,304.2682337975628,616.0156090131945,822.1297554799207
123,665.9326472169178,380.94227106773167,665.9326472169178,718.0513828495779,1187.0402703692557
124,545.0716638683996,515.1048492823811,567.994459949841,590.3746670065316,692.9017501356582
125,337.5432370191197,375.307623188643,946.5041226925825,724.2378967466027,968.8843297492731
126,236.87277890020624,475.9780813075564,845.8336645736691,824.908354865516,868.2138716303597
127,308.4343170752921,495.2419390373767,774.2721263985833,796.6523334552738,883.6410420176159
128,568.815803452302,238.57078218996784,568.815803452302,575.6798939718141,1044.668781491492
129,449.2714605306778,265.74163462235,449.2714605306778,294.5317662550342,763.5206537747121
130,478.44787648100623,340.3646578169087,209.45767635390362,564.360712213806,706.8094867270393
131,400.5803083314893,262.4970896673917,131.59010820438667,486.49314406428897,628.9419185775223
132,593.1391057446984,255.39062550263142,765.0015945202125,585.9867466366699,1043.7268237768722
133,649.3026408028995,199.22709044443027,708.8380594620113,536.3362022262764,1005.3250897459543
134,712.8508602077627,0.0,924.103453661306,659.85937375603,989.9812772856474
135,738.4863885281441,480.4725952454606,738.4863885281441,741.7135012016543,890.9266093076868
136,634.6247469794504,383.0351126492613,779.9483812606198,779.9483812606198,1166.9559684358283
137,670.1588650116387,273.2455964002801,670.1588650116387,670.1588650116387,1137.038540097924
138,461.0300266573982,431.0632120713797,567.2503046004393,589.6305116571299,776.9433873466594
139,870.7082086050084,180.142775898307,163.33450864394513,522.4517824656587,870.7082086050084
140,690.5654327067014,0.0,16.80826725436188,690.5654327067014,698.4873202439464
141,723.7824334133418,33.217000706640356,16.72073435037372,693.082823251946,723.7824334133418
142,311.5989267011147,302.6588549909492,289.2187196444241,311.5989267011147,573.369523065866
143,711.559163104154,375.47747603652664,807.7553888504576,292.2480440504472,761.2369315701251
144,654.7713775941229,318.6896905264955,750.9676033404265,235.46025854041608,704.4491460600939
145,1077.5747655687774,397.9875666552927,381.17929940093086,705.860144067789,1088.5529993619941
146,357.32197192855006,170.4983173061908,568.5301896919523,87.26888532011138,545.0089624603136
147,249.28487030190678,278.5354189328341,474.3504470498335,195.30598694675467,653.0460640869569
148,454.58023708407643,544.4990169553056,454.58023708407643,881.6081287371518,1350.5970162568294
149,52.63699098336734,318.27496465165444,277.70256773129404,366.6741280703394,601.0611736465967
150,311.8617005053054,355.29765174071736,741.9925122568493,764.3727193135398,1002.2321856924461
151,244.27132868877607,422.8880235572467,809.5828840733786,831.9630911300692,934.6418138759168
152,392.36251491978794,274.7968373262348,661.4916978423668,683.8719048990574,925.0912865619921
153,718.9161930313192,327.31111811070775,503.0674486739788,289.6081138018849,597.6650697797926
154,185.70532428929084,481.4540279567319,830.1097202775916,852.4899273342821,876.0758094764315
155,522.5711274120616,148.11595941801409,323.8722899812851,75.88009497888316,393.10879254079464
156,598.4512223909448,223.99605439689725,399.7523849601683,0.0,468.98888751967786
157,591.2770765107729,228.17096845233198,400.8421635484581,181.60568659973666,461.8147416395059
158,756.2491275578911,1084.7021817508103,242.17341513931933,54.78787763477897,1308.6982361477073
159,629.2759607342508,315.89737191326395,332.70563916762586,629.2759607342508,1014.3493440182348
160,611.2978163801324,1121.1276451286635,611.2978163801324,1355.1010431658444,1531.5816591908895
161,539.4991226841107,1049.3289514326416,539.4991226841107,1283.3023494698227,1459.7829654948678
162,629.408215411504,183.55815618793832,784.0429140410184,476.3012175680917,806.423121097709
163,622.662263221285,197.5235586921872,726.5798949691189,478.58769996671685,795.8163975286283
164,838.6971281659844,553.7067520167982,838.6971281659844,890.8158637986444,1359.8047513183224
165,543.5510293569,364.5335412712569,540.289871834528,326.830536962434,634.8874929403418
166,351.4475306466233,250.05813842615402,329.06732358993276,351.4475306466233,584.2394904968431
167,297.43810579155195,73.19309133006495,365.5049841652568,156.42252331614438,312.56636420353345
168,232.55163326122445,458.01379944547693,232.55163326122445,232.55163326122445,1117.5200830282051
169,219.94961334125975,52.51942943414596,219.94961334125975,219.94961334125975,1041.4598025374346
170,598.4593452647399,224.0041772706923,399.76050783396335,151.7683128315614,468.9970103934729
