,dist_grocery,dist_school,0_dist_restaurant,1_dist_restaurant,dist_healthcare
0,71.24366018691816,529.6016990301786,264.3621153233852,1243.8541212673547,71.24366018691816
1,50.79959502001224,509.1576338632727,243.91805015647924,1264.2981864342607,50.79959502001224
2,327.02856094049116,439.012457617027,1634.0242977589155,1760.470455419173,608.7753021097028
3,402.61499854527295,363.42602001224515,1558.437860154134,1684.8840178143914,684.3617397144847
4,1175.3935896171733,687.6106177873564,909.2624941826556,1876.2789561659404,1241.4928408728892
5,1252.2912619534516,703.8439898614644,619.2293047283233,1587.8585718568702,1394.7401167204032
6,129.88931025054868,588.2473490938091,323.00776538701564,1197.8167803518375,129.88931025054868
7,724.7690944027202,94.27221558358637,1181.9251327694533,1957.2700009577238,724.7690944027202
8,741.4084734344026,0.0,1276.1973483530396,2051.54221654131,647.7764539413953
9,636.4082977916974,485.2150836211471,920.9099203749262,2055.616160650401,547.8095096335975
10,545.9439535923582,394.7507394218079,830.445576175587,1965.1518164510617,457.3451654342583
11,786.2915729847577,101.46657198137214,873.253434864935,2205.499435843461,699.4697875090684
12,808.8214178283868,123.99641682500133,895.7832797085641,2228.0292806870902,721.9996323526975
13,1083.846435422958,748.2225496874264,494.7942676917618,1419.4137453263766,1226.2952901899096
14,932.8303772380348,597.2064915025034,343.7782095068386,1268.3976871414534,1075.2792320049864
15,879.9726798087112,472.50060359715826,1463.0665919540822,2255.561647175395,175.27585034423706
16,789.701414278703,562.7718691271664,1372.7953264240741,2165.290381645387,85.00458481422893
17,973.438410805291,744.2767123721576,1804.6291147323577,2579.9739829206283,867.9599353820121
18,984.2783812991471,733.4367418783015,1793.7891442385016,2569.134012426772,878.7999058758681
19,981.1502594689932,481.9156226194321,981.1502594689932,2429.3819745272863,1039.0853504594816
20,425.46062824624414,503.04227648043377,1086.722370702003,1862.0672388902738,345.3070133440794
21,650.0329576682157,284.6752997803542,991.5220485726854,1766.866916760956,693.8820140490415
22,627.9182654581837,203.97285069621785,1072.2244976568218,1847.5693658450923,627.9182654581837
23,1172.6489266873214,837.0250409517898,0.0,1508.21623659074,1315.097781454273
24,422.87253252850934,312.7175760937288,615.9909876649763,1149.7426170455187,422.87253252850934
25,649.1962299664573,561.953914486784,649.1962299664573,1358.880287151742,672.1088709215645
26,524.5788564180867,708.618579715298,1899.3053970943436,2027.2336449576092,806.3255975872984
27,196.5144420661661,939.3852564674004,1523.0653506889696,2298.4102188772404,91.03596664288712
28,296.8995990870238,948.0363748528895,1622.436311155013,2397.781179343284,191.4211236637448
29,842.5043551892891,543.4079819059779,1127.0059777725178,2261.712218047993,160.78476383732738
30,939.5171584628324,446.3951786324345,1224.0187810460611,2358.7250213215366,257.7975671108707
31,597.2033121560721,917.0173214094929,1784.6404515917488,2559.9853197800194,491.7248367327931
32,605.9345240014018,908.2861095641633,1775.9092397464192,2551.2541079346897,500.4560485781227
33,788.9586877644645,568.8520393247934,1377.0067148403164,2164.547655131148,239.76972078612394
34,711.9474830356362,491.84083459596513,1299.9955101114883,2087.53645040232,162.75851605729574
35,887.761283731883,604.7460051805288,1665.0984075407289,2440.4432757289997,782.2828083086041
36,958.362426644346,675.3471480929917,1735.699550453192,2511.0444186414625,852.883951221067
37,919.7792479036084,797.9358752738402,1858.2882776340402,2633.633145822311,814.3007724803294
38,959.3895195038649,758.3256036735837,1818.6780060337837,2594.0228742220543,853.911044080586
39,1175.0401365874116,890.2057500876836,1950.5581524478837,2725.903020636154,926.6366193787459
40,1032.250356412874,724.5840482373955,1784.9364505975957,2560.2813187858665,761.0149175284578
41,1067.9952751267674,383.170274123382,1154.9571370069448,2487.203137985471,451.4405157563581
42,996.1333293192256,503.0113494888277,1280.6349519024543,2415.3411921779298,314.41373796726384
43,549.961309969905,256.2458070093133,891.4504008743748,1616.9449314223664,592.1034828151999
44,676.8124026004772,525.619188429927,961.3140251837061,2096.020265459181,544.4599346056966
45,688.6692366536597,537.4760224831095,973.1708592368886,2107.8770995123637,532.6031005525141
46,187.13168114936386,541.8408465144694,380.2501362858309,1378.8658874662592,187.13168114936386
47,605.1838672338048,815.8365608150449,605.1838672338048,1840.1493400562777,632.7347082443974
48,483.9845512040095,920.629221734396,483.9845512040095,1718.9500240264822,511.53539221460215
49,640.3438217355917,1076.988492265978,640.3438217355917,1875.3092945580643,667.8946627461844
50,655.6269288028049,1092.2715993331913,655.6269288028049,1890.5924016252775,683.1777698133975
51,688.0793815006436,1124.72405203103,688.0793815006436,1923.0448543231164,715.6302225112363
52,745.5892376457655,717.5526330287215,745.5892376457655,1980.5547104682382,773.1400786563581
53,814.1372669497916,596.924638333351,814.1372669497916,2091.4058464620016,872.07235794028
54,179.5627369029954,752.9096806692547,1336.589774890824,2111.9346430790947,95.43960915525851
55,279.893920491267,648.608984235411,1232.2890784569802,2007.633946645251,199.74030558910232
56,846.5867651458366,105.17829171143403,1381.3756400644736,2156.7205082527444,542.5981622299613
57,444.92486470077256,321.11615385674554,1516.127993998634,1642.5741516588919,726.6716058699842
58,500.3459745971361,376.5372637531091,1571.5491038949976,1697.9952615552552,782.0927157663477
59,1190.8603879788548,603.4688160170273,1778.9084150547067,2566.4493553455386,521.1057517348121
60,1115.7216685902747,528.3300966284471,1703.7696956661266,2491.3106359569583,445.9670323462319
61,219.36593643801237,441.4461557282871,560.8550273424822,1336.1998955307529,367.73657220601524
62,614.0127374555613,231.69669446212947,614.0127374555613,2091.155691304753,671.9478284460495
63,577.0514529384973,194.73540994506556,577.0514529384973,2054.1944067876893,634.9865439289856
64,547.325896579707,221.2784007396524,1256.3549109361325,1542.7363985417987,606.242508170935
65,333.03058788828747,353.3404998531375,1042.059602244713,1714.0396242661905,391.94719947951546
66,859.6794205362112,355.3259202922794,859.6794205362112,2306.5468809065096,887.3390180478059
67,920.2217789086405,270.3588142842255,920.2217789086405,2367.089239278939,947.8813764202353
68,1050.3156994201395,501.0777812263344,937.4847228910829,1385.883009323558,1192.764554187091
69,1067.9410440231295,518.7031258293244,955.110067494073,1403.5083539265481,1210.3898987900811
70,504.0210518267026,156.79104033959692,845.5101427311724,1517.49016475265,587.3386248755154
71,791.0023288286526,244.19967963799604,1306.8221713588991,2082.1670395471697,710.8487139264879
72,954.6018049064951,190.70160534156884,1137.9945847957206,1379.6604063731365,1016.0816952595642
73,892.4605446647656,126.41952610724746,1202.276664030042,1321.431366249136,953.940435017835
74,1042.254934007398,554.4719621775812,1042.401149792431,1743.1403005561651,1108.354185263114
75,818.8528714902639,326.45053875780013,1270.422573212212,1515.4093397893678,880.332761843333
76,888.3972138349744,339.15929564116936,982.2987021609767,1223.964523738393,1030.846068601926
77,706.6937624664276,152.75076777204242,1042.2610723698463,1168.7072300301038,849.1426172333793
78,628.3666965531797,137.67432200433836,1332.686162146227,1459.1323198064847,689.8465869062491
79,377.9815017199338,657.2205067467148,1330.376659685647,2105.7215278739177,297.8278868177691
80,475.2149903415957,559.987018125053,1427.6101483073087,2202.9550164955795,395.06137543943095
81,910.3640199745621,397.8060226683384,786.6156828787668,1103.482475111029,910.3640199745621
82,923.7157161523672,411.1577188461435,801.6341033466792,1116.834171288834,923.7157161523672
83,480.7575609370368,260.6509124973657,1068.805588012889,1856.3465283037208,388.11983929396587
84,586.499227547891,366.3925791082198,1174.547254623743,1962.0881949145748,288.206771545041
85,0.0,744.1296652151123,1379.3342590801738,2104.8287896281654,0.0
86,108.0970078552643,606.5870763059419,1241.7916701710035,1967.286200718995,137.54258890917043
87,742.2108925936311,512.6207305847922,742.2108925936311,2190.442607651924,800.1459835841194
88,324.1441584478665,368.6384809605398,608.6457810310955,1743.35202130657,324.1441584478665
89,323.62735958339084,448.159503300172,323.62735958339084,1800.7703134325825,381.56245057387895
90,962.8727336043886,418.8901286744817,962.8727336043886,2409.740193974687,990.5323311159834
91,503.91441754134195,430.79383990722783,845.4035084458118,1620.7483766340824,586.6258756002708
92,482.8830368733908,503.1224795590326,824.3721277778607,1599.7169959661312,631.2536726413937
93,812.2499307904861,442.5816923879373,812.2499307904861,2260.481645848779,870.1850217809745
94,855.1624459729561,485.4942075704073,855.1624459729561,2303.394161031249,913.0975369634443
95,236.81405590745896,776.9228942242754,236.81405590745896,1579.4626783723245,264.3648969180516
96,323.8485042186917,507.888227515903,1698.5750448949486,1826.503292758214,605.5952453879033
97,395.295455369194,849.6405185707192,1717.263648752975,2492.6085169412454,289.816979945915
98,639.1871430020389,853.320145910373,1913.672548270573,2689.017416458844,533.7086675787599
99,975.6736063800491,692.658327828695,1753.0107301888952,2528.3555983771657,870.1951309567702
100,992.6166103829053,709.6013318315511,1769.9537341917512,2545.2986023800217,887.1381349596263
101,264.64646335653794,450.03762080466817,1085.24221466973,1810.7367452177214,294.0920444104441
102,464.7305397505003,507.3773464306767,800.2978496539189,928.0352814025919,607.1793945174519
103,408.39886177914684,451.0456684593232,743.9661716825655,871.7036034312384,550.8477165460985
104,52.6085816733875,796.7382468884998,1431.9428407535613,2157.437371301553,52.6085816733875
105,149.88559129499475,778.6173134316832,1362.2974076532525,2137.642275841523,149.88559129499475
106,626.7283489950305,1221.6889200495082,2001.4548896712872,2540.3039852918196,908.4750901642421
107,533.4994930979686,1154.9757861845328,1908.2260337742255,2473.590851426844,815.2462342671803
108,1054.6882866296164,369.863285626231,1141.6501485097938,2473.89614948832,464.74750425350896
109,188.9067847459687,597.5589010080623,382.0252398824357,1138.7993058564175,188.9067847459687
110,161.1994078064824,619.5574466497428,354.31786294294943,1166.5066827959038,161.1994078064824
111,432.8376915173303,198.57083032163587,739.8112351699909,768.4050014207489,575.2865462842819
112,536.5111009167756,94.89742092219053,800.5738733648813,842.8735108332273,607.4554182284143
113,437.27857277392286,409.0242151152437,704.0628312102501,950.2646199635988,510.9443760737832
114,370.52712005642496,342.27276239774574,637.3113784927523,883.5131672461009,444.1929233562853
115,515.5365023207181,281.26964112502367,657.1124243666032,851.1038122241367,657.9853570876697
116,540.9474256636695,306.68056446797505,636.1756977886016,876.5147355670881,683.3962804306211
117,358.51450067982654,492.3241090112915,694.0818105832451,821.8192423319181,500.9633554467781
118,1027.9769732167774,353.7858890620929,1027.9769732167774,2474.844433587076,974.8329810232932
119,105.47847542327898,848.3492898245132,1432.0293840460824,2207.374252234353,0.0
120,156.3329932697647,776.1394243024854,1359.8195185240545,2135.1643867123253,72.20986552202781
121,598.6701498116261,618.9095924972679,940.1592407160958,1715.5041089043666,604.4629594668874
122,546.5770743347568,642.6311636833987,998.0451258482263,1773.389994036497,546.5770743347568
123,832.1775304920783,319.6195331858546,893.1722890069681,1025.2959856285452,832.1775304920783
124,422.3314044602407,90.22659284598302,615.4498595967077,927.2516337977728,422.3314044602407
125,78.92441597055908,433.63358133566464,272.0428711070261,1270.6586222874546,78.92441597055908
126,766.0410185575181,0.0,1195.0118401418886,1321.457997802146,827.5209089105874
127,662.163464653832,326.53957891830055,510.4854620334894,997.7307745572506,804.6123194207836
128,550.2444350213704,477.12385738725624,891.7335259258402,1667.0783941141108,540.2958581202423
129,227.23629028007582,449.31650957035055,568.7253811845457,1344.0702493728163,375.60692604807866
130,769.9288546262836,535.6619934305891,407.1942688259876,1105.4961645297021,912.3777093932352
131,534.5137682143043,500.6882402523444,1486.9089261800175,2262.2537943682883,454.3601533121396
132,588.5528950507933,446.6491134158554,1507.0015157760556,2282.346383964326,508.3992801486285
133,417.629483423436,280.5748939696476,702.1311060066648,1836.8373462821396,417.629483423436
134,291.0006476301534,475.04037092736473,1665.7271883064102,1793.6554361696758,572.7473887993651
135,174.3374140148729,754.1654907118051,1337.8455849333743,2113.190453121645,174.3374140148729
136,885.3798027019579,200.5548016985724,972.3416645821353,2304.5876655606617,600.3815577918681
137,1046.6287487832674,265.0601340327466,1133.5906106634447,2465.836611641971,439.13261171055865
138,203.7263394828729,821.2076263368947,1578.4528801591298,2139.8226915792056,485.47308065208455
139,675.9142236846017,524.7210095140514,960.4158462678305,2095.122086543305,327.37489534201484
140,454.63397440235235,790.301999537561,1657.9251297198168,2433.269997908087,349.15549897907334
141,936.0653194074114,194.65684597300884,1470.8541943260484,2246.199062514319,453.11960796838645
142,879.3240309940984,714.8961500863002,1163.825653577327,2298.531893852802,332.2729320176497
143,867.9172174397594,703.4893365319612,1152.4188400229882,2287.125080298463,320.86611846331067
144,938.230789438498,1099.242682162666,2172.1719878245535,2947.516856012824,832.7523140152191
145,994.6388033444638,1026.7122925790554,2099.641598240943,2874.986466429213,889.1603279211848
146,415.27529737495774,794.4804174511554,415.27529737495774,1592.8012197432417,439.77125208604986
147,140.9449116973067,630.8419511862561,140.9449116973067,1649.1611482880467,334.06336683377367
148,32.465649930429024,738.1421023731198,32.465649930429024,1540.681886521169,225.58410506689603
149,990.2974580893585,0.0,1077.259319969536,2409.5053209480625,704.1927457433053
150,1013.071137105536,177.50945608733,1013.071137105536,2459.9385974758347,881.7022018306352
151,875.7115397396628,724.5183255691127,1160.2131623228918,2294.9194025983666,345.56079746651096
152,278.3163646840093,457.2403561393451,859.0420579469838,1697.5242275427127,278.3163646840093
153,319.0324849349055,416.5242358884489,818.3259376960876,1738.240347793609,319.0324849349055
154,585.6439051167549,769.6836284139663,1960.3704457930116,2088.2986936562775,867.3906462859666
155,569.4788184960584,858.8349624258186,1944.2053591723152,2177.4500276681297,851.22555966527
