nia_id,nia_name,k_L_grocery,k_L_restaurant,k_L_school,obj,dist_obj_L_grocery,dist_obj_L_restaurant,dist_obj_L_school,solving_time,num_res,num_parking,num_existing_L_grocery,num_existing_L_restaurant,num_existing_L_school,model_status
154,Oakdale-Beverley Heights,9,9,9,91.84106090357804,390.4973413212664,369.11484141016933,358.00080778431675,18.048404932022095,320,82,19,12,8,
