nia_id,nia_name,k_L_grocery,k_L_restaurant,k_L_school,obj,dist_obj_L_grocery,dist_obj_L_restaurant,dist_obj_L_school,solving_time,num_res,num_parking,num_existing_L_grocery,num_existing_L_restaurant,num_existing_L_school,model_status
28,Rustic,8,8,8,91.1723898431796,378.2034561965303,357.605412048934,386.0397137763558,1.2135522365570068,148,26,1,2,3,
