nia_id,nia_name,k_grocery,k_restaurant,k_school,k_healthcare,obj,dist_obj_grocery,dist_obj_restaurant,dist_obj_school,dist_obj_healthcare,solving_time,num_res,num_parking,num_cur_grocery,num_cur_restaurant,num_cur_school,num_cur_healthcare,model_status
136,West Hill,3,3,3,3,73.44159662486881,546.2051326041105,"[558.6920137735277, 763.9824536169979, 1000.5378563410371, 1123.040513834602, 1290.5866757372874, 1363.6759558001895, 1422.4564945236052, 1493.2901438676006, 1605.508769914032, 1752.4101532050092]",457.8224203968812,630.834954826652,30.090840578079224,538,107,9,13,11,4,
