nia_id,nia_name,k_grocery,k_restaurant,k_school,k_healthcare,obj,dist_obj_grocery,dist_obj_restaurant,dist_obj_school,dist_obj_healthcare,solving_time,num_res,num_parking,num_cur_grocery,num_cur_restaurant,num_cur_school,num_cur_healthcare,model_status
55,Thorncliffe Park,0,0,0,0,84.05956349911946,442.40616790801835,"[374.9838491311123, 520.2353304427273, 715.7928697405177, 722.311064966505, 1176.0639231243567, 1016.3140204261197, 1018.9564499991955, 959.8186093167029, 2156.069057884875, 1833.83638981823]",729.6884375351643,395.16525255254027,,39,,7,12,2,7,
