,assign_from_var_id_grocery,assign_to_var_id_grocery,assign_from_node_id_grocery,assign_to_node_id_grocery,assign_type_grocery,dist_grocery,assign_from_var_id_restaurant,assign_to_var_id_restaurant,assign_from_node_id_restaurant,assign_to_node_id_restaurant,assign_type_restaurant,dist_restaurant,assign_from_var_id_school,assign_to_var_id_school,assign_from_node_id_school,assign_to_node_id_school,assign_type_school,dist_school
0,0,92,22,124,existing,58.691359995527684,0,92,22,81,allocated,384.1011734318715,0,92,22,278,allocated,239.61556971985326
1,1,92,23,124,existing,280.93748840656406,1,92,23,195,existing,310.34384712709203,1,92,23,540,existing,199.92861257906543
2,2,61,27,418,allocated,80.42552038955023,2,61,27,231,allocated,570.2590036638021,2,61,27,278,allocated,512.2604801674128
3,3,61,28,418,allocated,61.62841075250718,3,61,28,231,allocated,589.0561133008453,3,61,28,278,allocated,493.46337053036973
4,4,90,29,379,existing,616.3801430380493,4,90,29,477,allocated,409.25958682914586,4,90,29,261,allocated,163.34012842697652
5,5,90,30,379,existing,532.3067279888535,5,90,30,477,allocated,325.18617177995003,5,90,30,261,allocated,82.702830215691
6,6,61,32,418,allocated,745.0476342346069,6,61,32,231,allocated,94.36311018125447,6,61,32,231,existing,94.36311018125447
7,7,89,34,284,existing,97.79513810479105,7,89,34,71,existing,245.68511789017148,7,89,34,430,allocated,812.5570374320648
8,8,61,38,418,allocated,48.85450887160701,8,61,38,231,allocated,601.8300151817455,8,61,38,278,allocated,480.6894686494695
9,9,17,39,146,allocated,569.1323707078271,9,17,39,478,allocated,287.58880686556046,9,17,39,320,existing,203.9211493062041
10,10,17,40,146,allocated,637.5129100801068,10,17,40,478,allocated,355.9693462378401,10,17,40,320,existing,272.30168867848374
11,11,12,41,113,allocated,322.08214417986164,11,12,41,323,allocated,472.71517863102457,11,12,41,208,existing,446.56686478085004
12,12,12,42,113,allocated,102.37565240651296,12,12,42,323,allocated,348.2087301839772,12,12,42,283,existing,400.8508688876693
13,13,17,43,146,allocated,265.6302595821626,13,17,43,478,allocated,307.46645146255247,13,17,43,320,existing,403.42346611124447
14,14,17,44,146,allocated,119.85368598093842,14,17,44,478,allocated,161.68987786132826,14,17,44,320,existing,257.6468925100202
15,15,17,45,146,allocated,291.25983600040644,15,17,45,478,allocated,333.09602788079627,15,17,45,320,existing,429.05304252948827
16,16,2,46,54,allocated,473.384185666236,16,2,46,81,allocated,253.45640015184745,16,2,46,81,existing,253.45640015184745
17,17,2,47,54,allocated,494.1166950696966,17,2,47,81,allocated,274.1889095553081,17,2,47,81,existing,274.1889095553081
18,18,2,48,54,allocated,910.9163586511802,18,2,48,478,allocated,782.1715723070012,18,2,48,320,existing,698.5039147476448
19,19,2,49,54,allocated,709.3242760015874,19,2,49,478,allocated,580.0352496114656,19,2,49,320,existing,496.3675920521092
20,20,2,50,54,allocated,616.5835555373878,20,2,50,478,allocated,654.2703848503971,20,2,50,320,existing,558.3133702017052
21,21,2,51,54,allocated,331.6145631998231,21,2,51,478,allocated,344.3936524447501,21,2,51,320,existing,248.4366377960581
22,22,2,53,54,allocated,120.53982827711141,22,2,53,231,allocated,591.3200119818125,22,2,53,275,allocated,207.96470084685615
23,23,2,54,54,allocated,0.0,23,2,54,81,allocated,555.5787478841216,23,2,54,275,allocated,328.5045291239676
24,24,2,55,54,allocated,230.6960643681553,24,2,55,478,allocated,642.1100197759317,24,2,55,275,allocated,318.12093693790007
25,25,89,56,284,existing,107.58522861699956,25,89,56,71,existing,154.9114690390642,25,89,56,430,allocated,607.1766707102742
26,26,89,57,284,existing,210.72969165282788,26,89,57,71,existing,258.05593207489255,26,89,57,430,allocated,710.3211337461025
27,27,92,58,124,existing,421.7245298349776,27,92,58,81,allocated,299.81432754494335,27,92,58,540,existing,43.86851263226565
28,28,87,59,457,existing,259.9926809504942,28,87,59,457,existing,259.9926809504942,28,87,59,430,allocated,370.5300746292358
29,29,89,60,284,existing,305.8604667665633,29,89,60,71,existing,353.18670718862796,29,89,60,430,allocated,589.2176100348764
30,30,87,61,457,existing,155.88533363466314,30,87,61,457,existing,155.88533363466314,30,87,61,430,allocated,280.8848408185566
31,31,61,62,418,allocated,361.2627972964745,31,61,62,231,allocated,289.4217267568779,31,61,62,231,existing,289.4217267568779
32,32,61,63,418,allocated,268.5347325937148,32,61,63,231,allocated,382.1497914596376,32,61,63,231,existing,382.1497914596376
33,33,61,64,418,allocated,319.7211891783248,33,61,64,231,allocated,438.7939399839495,33,61,64,278,allocated,344.87991470319866
34,34,61,65,418,allocated,255.27552544369314,34,61,65,94,existing,477.07875695695685,34,61,65,278,allocated,280.4342509685671
35,35,85,66,348,existing,686.416422990587,35,85,66,491,existing,693.6051539784924,35,85,66,430,allocated,529.4410852247609
36,36,85,67,348,existing,824.9981470795234,36,85,67,491,existing,832.1868780674288,36,85,67,430,allocated,668.0228093136972
37,37,85,68,348,existing,824.3194149280523,37,85,68,491,existing,831.5081459159577,37,85,68,430,allocated,667.3440771622262
38,38,12,69,113,allocated,420.37257571215093,38,12,69,323,allocated,374.42474709873534,38,12,69,208,existing,348.2764332485608
39,39,12,70,113,allocated,521.3335986754751,39,12,70,323,allocated,273.46372413541127,39,12,70,208,existing,247.3154102852368
40,40,89,71,284,existing,147.88997978538043,40,89,71,71,existing,0.0,40,89,71,283,existing,759.9966273202431
41,41,89,72,284,existing,50.281869681657895,41,89,72,71,existing,97.60811010372255,41,89,72,430,allocated,664.4800296456158
42,42,2,73,54,allocated,269.43958252291276,42,2,73,81,allocated,315.0837125905953,42,2,73,81,existing,315.0837125905953
43,43,2,74,54,allocated,325.98974386641186,43,2,74,81,allocated,258.5335512470962,43,2,74,81,existing,258.5335512470962
44,44,2,75,54,allocated,376.3028742722386,44,2,75,81,allocated,191.7082714912647,44,2,75,81,existing,191.7082714912647
45,45,92,76,124,existing,347.5918009856761,45,92,76,81,allocated,95.20073244172303,45,92,76,81,existing,95.20073244172303
46,46,92,77,124,existing,531.8244587509932,46,92,77,81,allocated,89.03192532359404,46,92,77,81,existing,89.03192532359404
47,47,92,78,124,existing,571.280581857327,47,92,78,81,allocated,128.48804842992777,47,92,78,540,existing,127.45776648274992
48,48,12,80,113,allocated,331.77389808998146,48,12,80,323,allocated,467.03233459313515,48,12,80,283,existing,519.6744732968273
49,49,92,81,124,existing,442.7925334273991,49,92,81,81,allocated,0.0,49,92,81,81,existing,0.0
50,50,87,82,457,existing,497.65738644230765,50,87,82,323,allocated,173.39429075901802,50,87,82,208,existing,147.24597690884352
51,51,61,83,418,allocated,280.8067427668646,51,61,83,94,existing,347.6727229993877,51,61,83,278,allocated,151.02821701099788
52,52,81,84,94,existing,148.77478910641395,52,81,84,94,existing,148.77478910641395,52,81,84,278,allocated,349.9261509039716
53,53,17,85,146,allocated,783.5518419489604,53,17,85,478,allocated,502.00827810669375,53,17,85,320,existing,418.3406205473374
54,54,17,86,146,allocated,580.2096415913124,54,17,86,477,allocated,438.83067769249874,54,17,86,210,allocated,375.0689149750495
55,55,17,87,146,allocated,424.47146708368336,55,17,87,477,allocated,283.09250318486966,55,17,87,210,allocated,530.8070894826785
56,56,2,88,54,allocated,368.6366395136254,56,2,88,81,allocated,414.28076958130805,56,2,88,81,existing,414.28076958130805
57,57,2,89,54,allocated,480.0331145794012,57,2,89,81,allocated,525.6772446470837,57,2,89,81,existing,525.6772446470837
58,58,87,90,457,existing,196.9411910158552,58,87,90,457,existing,196.9411910158552,58,87,90,208,existing,153.47021851760894
59,59,88,91,285,existing,91.32455761674697,59,88,91,285,existing,91.32455761674697,59,88,91,283,existing,202.81809432136367
60,60,61,93,418,allocated,839.28286228592,60,61,93,231,allocated,188.5983382325676,60,61,93,231,existing,188.5983382325676
61,61,81,94,94,existing,0.0,61,81,94,94,existing,0.0,61,81,94,278,allocated,204.43515270411197
